Constellation,Name,Bayer,Flamsteed,Variable Star,Henry Draper Number,Hipparcos Number,Right Ascension,Declination,Visual Magnitude,Absolute Magnitude,Distance,Spectral class,Notes
Taurus,117 Tau,,117,,35802,25583,05h 28m 01.60s,+17° 14′ 21.3′′,5.77,−0.90,704,M1III,
Taurus,89 Tau,,89,,29375,21588,04h 38m 09.38s,+16° 02′ 00.2′′,5.78,2.49,148,F0V,member of the Hyades star cluster
Taurus,99 Tau,,99,,31553,23068,04h 57m 48.65s,+23° 56′ 54.9′′,5.79,−0.01,471,G8III:,
Taurus,98 Tau,k,98,,31592,23088,04h 58m 09.38s,+25° 03′ 01.9′′,5.79,1.00,296,A0V,
Taurus,V711 Tauri,,,V711,22468,16846,03h 36m 47.31s,+00° 35′ 17.4′′,5.82,3.51,94,G5IV/V +K1IV,RS CVn variable
Taurus,,,,,37098,26396,05h 37m 08.84s,+26° 55′ 28.3′′,5.83,0.00,477,B9IV-V,
Taurus,105 Tau,,105,V1155,32991,23883,05h 07m 55.43s,+21° 42′ 17.4′′,5.84,−1.66,1032,B2Ve,V1155 Tau; Be star
Taurus,HU Tauri,,,HU,29365,21604,04h 38m 15.84s,+20° 41′ 05.1′′,5.85,0.63,361,B8V,Algol variable
Taurus,,,,,28217,20804,04h 27m 28.77s,+11° 12′ 44.4′′,5.87,0.00,487,B8IV,
Taurus,,,,,28929,21323,04h 34m 37.99s,+28° 57′ 40.3′′,5.88,0.11,466,B9p...,
Taurus,,,,,25202,18735,04h 00m 48.69s,+18° 11′ 38.6′′,5.89,2.60,148,F4V...,member of the Hyades star cluster
Taurus,,,,,26038,19284,04h 07m 59.41s,+17° 20′ 23.7′′,5.89,0.77,345,K5III,
Taurus,39 Tauri,A2,39,,25680,19076,04h 05m 20.15s,+22° 00′ 33.2′′,5.90,4.78,55,G5V,
Taurus,76 Tau,,76,,28294,20873,04h 28m 23.34s,+14° 44′ 27.7′′,5.90,2.23,177,F0IV,member of the Hyades star cluster
Taurus,18 G. Tau,,,,23526,17595,03h 46m 09.36s,+06° 48′ 13.2′′,5.91,0.84,337,G9III,
Taurus,,,,,27639,20417,04h 22m 22.73s,+20° 49′ 17.1′′,5.91,−2.74,1753,M0III,
Taurus,6 G. Tau,,,,21755,16358,03h 30m 45.40s,+06° 11′ 19.5′′,5.93,−0.07,517,G8III,
Taurus,V1156 Tau,,,V1156,33204,24019,05h 09m 45.06s,+28° 01′ 50.2′′,5.93,2.24,178,A5m,member of the Hyades star cluster
Taurus,,,,,26171,19376,04h 09m 01.56s,+13° 23′ 53.9′′,5.94,0.26,445,B9.5V,
Taurus,7 Tauri,,7,,22091,16664,03h 34m 26.62s,+24° 27′ 52.1′′,5.95,−0.06,519,A3V,
Taurus,,,,,24357,18170,03h 53m 09.96s,+17° 19′ 37.8′′,5.97,2.88,135,F4V,member of the Hyades star cluster
Taurus,,,,,27901,20614,04h 24m 57.06s,+19° 02′ 31.5′′,5.97,2.52,160,F4V,member of the Hyades star cluster
Taurus,,,,,30912,22697,04h 52m 47.09s,+27° 53′ 51.3′′,5.97,0.81,352,F2IV,
Taurus,,,,,30197,22176,04h 46m 16.78s,+18° 44′ 05.5′′,5.99,1.16,302,K4III,
Taurus,V1141 Tau,,,V1141,27742,20493,04h 23m 32.36s,+20° 58′ 55.7′′,6.00,0.15,482,B8IV-V,
Taurus,129 Tau,,129,,38478,27265,05h 46m 45.49s,+15° 49′ 21.0′′,6.00,−1.15,879,B8IIIMNp...,
Taurus,85 Tau,,85,,28677,21137,04h 31m 51.69s,+15° 51′ 05.9′′,6.01,2.75,147,F4V...,member of the Hyades star cluster
Taurus,59 G. Tau,,,,28930,21269,04h 33m 48.18s,+09° 24′ 49.0′′,6.01,0.21,470,G8III,
Taurus,V1116 Tau,,,V1116,29169,21459,04h 36m 29.07s,+23° 20′ 27.5′′,6.01,2.78,144,F5IV,δ Sct variable; member of the Hyades star cluster
Taurus,,,,,26015,19261,04h 07m 41.91s,+15° 09′ 46.2′′,6.02,2.66,153,F3V,member of the Hyades star cluster
Taurus,,,,,21051,15850,03h 24m 10.11s,+12° 37′ 46.7′′,6.03,0.27,462,K0III-IV,
Taurus,,,,,38670,27421,05h 48m 22.36s,+20° 52′ 10.3′′,6.03,−0.28,595,B9Vn,
Taurus,,,,,39970,28154,05h 56m 56.12s,+24° 14′ 58.9′′,6.03,,,A0Ia,
Taurus,,,,,23950,17921,03h 49m 55.06s,+22° 14′ 39.3′′,6.05,1.08,321,B8III,
Taurus,33 Tau,,33,V817,24769,18485,03h 57m 03.80s,+23° 10′ 32.1′′,6.05,−0.01,531,B9.5IV,V817 Tau
Taurus,V1143 Tau,,,V1143,28114,20715,04h 26m 21.10s,+08° 35′ 25.0′′,6.06,−0.25,597,B6IV,β Cep variable
Taurus,,,,,23258,17453,03h 44m 28.19s,+20° 55′ 43.6′′,6.09,1.72,243,A0V,
Taurus,24 G. Tau,,,,24817,18481,03h 57m 01.70s,+06° 02′ 24.5′′,6.09,1.70,246,A2Vn,
Taurus,,,,,26546,19641,04h 12m 31.32s,+17° 16′ 39.0′′,6.09,1.38,285,K0III,
Taurus,96 Tau,,96,,30605,22441,04h 49m 44.08s,+15° 54′ 15.3′′,6.09,−2.09,1411,K3III,
Taurus,110 Tau,,110,,35189,25216,05h 23m 37.72s,+16° 41′ 57.7′′,6.09,0.41,445,A2IV,
Taurus,11 Tau,,11,,22805,17181,03h 40m 46.30s,+25° 19′ 46.3′′,6.11,0.09,522,A2IV,
Taurus,,,,,27429,20255,04h 20m 25.04s,+18° 44′ 33.8′′,6.11,2.73,154,F3:V...,member of the Hyades star cluster
Taurus,14 G. Tau,,,,22819,17120,03h 39m 59.55s,−01° 07′ 16.4′′,6.12,0.56,421,G5,
Taurus,,,,,34579,24820,05h 19m 14.71s,+20° 08′ 04.8′′,6.12,0.51,431,G8III+...,
Taurus,14 Tau,,14,,23183,17408,03h 43m 47.14s,+19° 39′ 54.6′′,6.13,0.99,347,G8III,
Taurus,,,,,22072,16641,03h 34m 08.32s,+17° 50′ 00.9′′,6.14,3.00,138,K1IVe...,
Taurus,V1137 Tau,,,V1137,26571,19672,04h 12m 51.25s,+22° 24′ 48.5′′,6.14,−1.36,1032,B9IIIsp...,α2 CVn variable
Taurus,53 G. Tau,,,,28322,20848,04h 28m 03.62s,+01° 51′ 30.9′′,6.14,0.99,349,G9III,
Taurus,,,,,27483,20284,04h 20m 52.66s,+13° 51′ 52.1′′,6.15,2.84,150,F6V...,member of the Hyades star cluster
Taurus,,,,,23923,17900,03h 49m 43.52s,+23° 42′ 43.1′′,6.17,0.84,380,B8V,
Taurus,,,,,22695,17058,03h 39m 25.73s,+16° 32′ 12.4′′,6.18,0.72,403,K0III,
Taurus,95 Tau,,95,,29859,21961,04h 43m 13.75s,+24° 05′ 20.3′′,6.18,2.69,163,F7IV-V,
Taurus,,,,,24802,18508,03h 57m 26.39s,+24° 27′ 43.0′′,6.19,−1.40,1072,K0,
Taurus,,,,,36589,26072,05h 33m 38.84s,+20° 28′ 27.2′′,6.19,−0.76,799,B6V,
Taurus,,,,,32482,23589,05h 04m 21.58s,+21° 16′ 40.8′′,6.20,−0.18,615,K0,
Taurus,,,,,34810,24977,05h 20m 56.62s,+19° 48′ 51.7′′,6.20,−0.21,625,K0III,
Taurus,,,,,29459,21689,04h 39m 23.14s,+25° 13′ 05.9′′,6.21,0.97,363,A5Vn,
Taurus,52 G. Tau,,,,28191,20771,04h 27m 00.66s,+02° 04′ 46.4′′,6.23,0.81,395,K1III,
Taurus,113 Tau,,113,,35532,25410,05h 26m 05.72s,+16° 42′ 00.6′′,6.23,−0.28,655,B2Vn,
Taurus,V731 Tau,,,V731,37967,26964,05h 43m 19.50s,+23° 12′ 15.9′′,6.23,−1.41,1098,B2.5Ve,γ Cas variable; Be star
Taurus,40 G. Tau,,,,26676,19720,04h 13m 34.55s,+10° 12′ 45.1′′,6.24,0.30,502,B8Vn,
Taurus,,,,,28867,21251,04h 33m 33.04s,+18° 01′ 00.3′′,6.24,0.68,423,B9IVn,
Taurus,,,,,26703,19736,04h 13m 49.83s,+12° 45′ 13.5′′,6.25,1.04,359,K0,
Taurus,108 Tau,,108,,34053,24512,05h 15m 27.66s,+22° 17′ 05.5′′,6.26,−0.26,657,A2V,
Taurus,,,,,36859,26291,05h 35m 55.52s,+27° 39′ 44.7′′,6.27,−0.68,799,K0,
Taurus,24 Tau,,24,,23629,,03h 47m 20.90s,+24° 06′ 58.0′′,6.28,,,A0V,
Taurus,84 Tau,,84,V1146,28595,21082,04h 31m 07.16s,+15° 06′ 18.6′′,6.28,0.55,455,M3III,V1146 Tau
Taurus,,,,,21379,16095,03h 27m 18.67s,+12° 44′ 07.1′′,6.29,1.20,340,A0Vs,
Taurus,,,,,36160,25806,05h 30m 43.32s,+22° 27′ 44.3′′,6.29,0.87,395,K0,
Taurus,V766 Tau,,,V766,24155,18033,03h 51m 15.86s,+13° 02′ 46.1′′,6.30,0.63,443,B9p Si,α2 CVn variable
Taurus,,,,,25175,18717,04h 00m 36.89s,+17° 17′ 48.2′′,6.31,−0.95,924,A0V,
Taurus,48 Tau,,48,V1099,26911,19877,04h 15m 46.21s,+15° 24′ 02.7′′,6.31,3.07,145,F5Vvar,V1099 Tau; member of the Hyades star cluster
Taurus,47 G. Tau,,,,27386,20188,04h 19m 37.43s,+10° 07′ 17.5′′,6.31,0.05,583,K0,
Taurus,V774 Tau,,,V774,26923,19859,04h 15m 28.86s,+06° 11′ 13.6′′,6.32,4.69,69,G0IV...,BY Draconis variable
Taurus,,,,,29104,21408,04h 35m 42.57s,+19° 52′ 54.6′′,6.33,0.56,464,G5II-III+...,
Taurus,,,,,31362,22949,04h 56m 15.59s,+24° 35′ 32.1′′,6.33,3.15,141,F0,
Taurus,62 Tau,,62,,27778,20533,04h 23m 59.76s,+24° 18′ 03.7′′,6.34,−0.40,726,B3V,
Taurus,,,,,30122,22128,04h 45m 42.46s,+23° 37′ 40.9′′,6.34,−0.33,704,B5III,
Taurus,,,,,24368,18201,03h 53m 34.46s,+25° 40′ 58.7′′,6.35,0.52,478,A2V,
Taurus,25 G. Tau,,,,25102,18658,03h 59m 40.41s,+10° 19′ 49.5′′,6.35,3.38,128,F5V,member of the Hyades star cluster
Taurus,,,,,34762,24984,05h 20m 59.34s,+27° 57′ 26.3′′,6.35,−0.29,695,B9IV,
Taurus,,,,,37784,26853,05h 42m 03.99s,+22° 39′ 37.4′′,6.35,1.14,359,K2,
Taurus,,,,,31236,22850,04h 54m 58.32s,+19° 29′ 07.6′′,6.36,2.19,222,F3IV,member of the Hyades star cluster
Taurus,1 G. Tau,,,,21018,15807,03h 23m 38.99s,+04° 52′ 55.6′′,6.37,−1.30,1116,G5III,
Taurus,,,,,28086,20698,04h 26m 01.34s,+04° 22′ 24.6′′,6.37,−0.06,631,K0,
Taurus,HD 28736,,,,28736,21152,04h 32m 04.74s,+05° 24′ 36.1′′,6.37,3.19,141,F5V,member of the Hyades star cluster
Taurus,,,,,28271,20904,04h 28m 51.98s,+30° 21′ 41.5′′,6.38,2.71,177,F7V,
Taurus,,,,,22522,16924,03h 37m 47.82s,+15° 25′ 50.2′′,6.40,2.05,241,A5IV,
Taurus,5 G. Tau,,,,21585,16226,03h 29m 03.80s,+03° 14′ 55.3′′,6.41,0.68,455,G5,
Taurus,,,,,27860,20558,04h 24m 14.47s,+12° 09′ 28.9′′,6.42,−0.28,713,K0,
Taurus,,,,,37439,26616,05h 39m 27.11s,+21° 45′ 46.8′′,6.42,−0.11,660,A1Vn,
Taurus,Asterope (star,,22,,23441,17588,03h 46m 02.89s,+24° 31′ 40.8′′,6.43,1.25,354,A0Vn,Asterope; member of the Pleiades star cluster
Taurus,,,,,23712,17759,03h 48m 06.56s,+24° 59′ 18.5′′,6.44,−0.33,738,K5,
Taurus,70 Tau,,70,,27991,20661,04h 25m 37.25s,+15° 56′ 27.9′′,6.44,3.10,152,F7V,member of the Hyades star cluster
Taurus,,,,,37329,26571,05h 38m 57.36s,+26° 37′ 05.1′′,6.45,0.87,426,G9III,
Taurus,2 G. Tau,,,,21032,15800,03h 23m 36.31s,+00° 54′ 37.1′′,6.47,1.20,369,K0,
Taurus,26 Tau,,26,,23822,17832,03h 48m 56.91s,+23° 51′ 26.2′′,6.47,2.11,243,F0,
Taurus,55 G. Tau,,,,28505,20985,04h 30m 02.30s,+10° 15′ 44.7′′,6.47,1.22,365,G8III,
Taurus,,,,,38263,27116,05h 45m 01.30s,+12° 53′ 18.1′′,6.47,1.33,348,A3,
Taurus,,,,,32642,23695,05h 05m 32.11s,+19° 48′ 24.3′′,6.48,0.71,464,A5m,
Taurus,,,,,38524,27353,05h 47m 34.66s,+25° 34′ 07.1′′,6.48,−0.95,997,K1III,
Taurus,9 G. Tau,,,,22211,16695,03h 34m 49.10s,+06° 25′ 03.8′′,6.49,0.84,439,G0,
Taurus,37 G. Tau,,,,26292,19434,04h 09m 43.04s,+03° 19′ 22.2′′,6.49,2.51,204,F2,
Taurus,SZ Tauri,,,SZ,29260,21517,04h 37m 14.78s,+18° 32′ 35.0′′,6.49,−1.04,1045,F5Ib,δ Cep variable
Taurus,Y Tauri,,,,38307,27181,05h 45m 39.41s,+20° 41′ 41.1′′,6.5,−1.1,2170,C6.5,carbon star
Taurus,,,,,22615,17026,03h 39m 00.06s,+20° 54′ 57.1′′,6.50,0.60,494,Am...,
Taurus,,,,,28568,21053,04h 30m 46.74s,+16° 08′ 55.5′′,6.50,3.43,134,F5V,member of the Hyades star cluster
Taurus,9 Tauri,,9,,22374,16859,03h 36m 58.03s,+23° 12′ 40.0′′,6.72,1.08,437,A2p,
Taurus,101 Tauri,,101,,31845,23214,04h 59m 44.27s,+15° 55′ 00.5′′,6.75,3.57,141,F5V,member of the Hyades star cluster
Taurus,HD 24496,,,,24496,18267,03h 54m 28.03s,+16° 36′ 57.8′′,6.81,3.36,160,G5,binary star
Taurus,55 Tauri,,55,,27383,20215,04h 19m 54.78s,+16° 31′ 21.6′′,6.85,3.68,140,F7V+...,member of the Hyades star cluster
Taurus,HD 24040,,,,24040,17960,03h 50m 22.97s,+17° 28′ 34.9′′,7.52,4.18,152,G0,has a planet (b )
Taurus,HD 32963,,,,32963,26381,05h 07m 56.0s,+26° 19′ 41′′,7.6,,,G5IV,has a planet (b )
Taurus,HD 37124,,,,37124,23884,05h 37m 02.49s,+20° 43′ 50.8′′,7.68,5.07,108,G4V,"has three planets (b , c & d )"
Taurus,Alcyone (star,η,,,23607,,03h 47m 19.20s,+24° 08′ 22.0′′,8.30,,,,component of the Alcyone system
Taurus,HD 28678,,,,28678,21109,04h 31m 25 s,+04° 34′ 31′′,8.54,,740,K0D,"Hoggar,3] has a planet ([b )"
Taurus,RV Tauri,,,RV,283868,,04h 47m 06.73s,+26° 10′ 45.6′′,9.41,,~20000,K3pv,"prototype of the RV Tauri-type variables; *V* max = 9.8m, *V* min = 13.3m"
Taurus,HD 283668,,,,283668,20834,04h 27m 53.0s,+24° 26′ 41′′,9.44,,138,,has a planet (b )
Taurus,T Tauri,,,T,284419,20390,04h 21m 59.43s,+19° 32′ 06.4′′,9.60,3.36,576,G5Ve,prototype of the T Tauri-type variables
Taurus,HD 284149,,,,284149,19176,04h 06m 39.0s,+20° 18′ 11′′,9.63,,353,F8,has a planet (b )
Taurus,HD 286123,,,,286123,,04h 55m 04.0s,+18° 39′ 16′′,9.8,,434,F9V,has a planet (b )
Taurus,Gliese 176,,,,285968,21932,04h 42m 55.78s,+18° 57′ 29.4′′,9.97,10.10,31,M2.5V,has a planet (b )
Taurus,HD 285507,,,,285507,19207,04h 07m 01.0s,+15° 20′ 06′′,10.5,,135,K5,has a planet (b )
Taurus,HD 283869,,,,283869,22271,04h 47m 42.0s,+26° 09′ 00′′,10.6,,155,,has a planet (b )
Taurus,K2-136,,,,,,04h 29m 38.99s,+22° 52′ 57.8′′,11.20,,192,K5V,"member of the Hyades star cluster; has three transiting planets (b , c , d )"
Taurus,V830 Tauri,,,,,,04h 33m 10.0s,+24° 33′ 43′′,12.1,,427,M0,has a planet (b )
Taurus,WASP-152,,,,,,04h 10m 41.0s,+24° 24′ 07′′,12.56,,603,G7V,has a transiting planet (b )
Taurus,CL Tau,,,CL,,,04h 38m 45.0s,+08° 05′ 46′′,13,,,T Tau,has a planet (b )
Taurus,CI Tauri,,,CI,,,04h 33m 52.0s,+22° 50′ 30′′,13,,,K4IV,has a planet (b )
Taurus,FW Tau,,,FW,,,04h 29m 30.0s,+26° 16′ 53′′,15.5,,473,M4,has a planet (b )
Taurus,Crab Pulsar,,,,,,05h 34m 31.95s,+22° 00′ 52.1′′,16.5,,6500,F,"Baade's Star; PSR B0531+21, CM Tau; pulsar in the Crab Nebula"
Taurus,2M J044144,,,,,,04h 41m 44.90s,+23° 01′ 51.4′′,,,455,M8.5,has a planet
Telescopium,Alpha Telescopii,α,,,169467,90422,18h 26m 58.43s,−45° 58′ 06.0′′,3.49,−0.93,249,B3IV,
Telescopium,Zeta Telescopii,ζ,,,169767,90568,18h 28m 49.74s,−49° 04′ 12.1′′,4.10,1.14,127,G8/K0III,
Telescopium,Epsilon Telescopii,ε,,,166063,89112,18h 11m 13.78s,−45° 57′ 15.6′′,4.52,−0.97,409,G5III,
Telescopium,Lambda Telescopii,λ,,,175510,93148,18h 58m 27.76s,−52° 56′ 19.0′′,4.85,−1.21,531,A0V,
Telescopium,Iota Telescopii,ι,,,184127,96341,19h 35m 12.99s,−48° 05′ 56.8′′,4.88,−0.55,398,G9III,
Telescopium,Delta1 Telescopii,δ1,,,170465,90830,18h 31m 45.44s,−45° 54′ 53.1′′,4.92,−2.02,795,B6IV,
Telescopium,Xi Telescopii,ξ,,,190421,99120,20h 07m 23.17s,−52° 52′ 50.9′′,4.93,−3.00,1254,M1II,"slow irregular variable , *V* max = 4.89m, *V* min = 4.94m"
Telescopium,Eta Telescopii,η,,,181296,95261,19h 22m 51.18s,−54° 25′ 25.4′′,5.03,1.64,155,A0Vn,has a debris disk and brown dwarf companion
Telescopium,Delta2 Telescopii,δ2,,,170523,90853,18h 32m 01.94s,−45° 45′ 26.5′′,5.07,−2.60,1116,B3III,
Telescopium,Rho Telescopii,ρ,,,177171,93815,19h 06m 19.92s,−52° 20′ 26.3′′,5.17,1.57,171,F7V,"variable star , Δ*V* = 0.011m, *P* = 4.73687 d"
Telescopium,Kappa Telescopii,κ,,,174295,92646,18h 52m 39.61s,−52° 06′ 25.7′′,5.18,0.41,293,G8/K0III,
Telescopium,Nu Telescopii,ν,,,186543,97421,19h 48m 01.10s,−56° 21′ 44.2′′,5.33,1.75,170,A9Vn,
Telescopium,QV Telescopii,,,QV,167128,89605,18h 17m 07.54s,−56° 01′ 24.0′′,5.36,−1.43,743,B3IIIpe,
Telescopium,HD 179886,,,,179886,94712,19h 16m 21.74s,−45° 27′ 57.8′′,5.38,−0.69,534,K3III,
Telescopium,HD 169405,,,,169405,90414,18h 26m 54.01s,−48° 07′ 01.6′′,5.44,−0.61,529,K0/K1III+..,
Telescopium,HD 174387,,,,174387,92630,18h 52m 27.21s,−46° 35′ 42.4′′,5.51,−1.83,956,M0III,suspected variable
Telescopium,PW Telescopii,,,PW,183806,96178,19h 33m 21.63s,−45° 16′ 18.1′′,5.61,−0.04,436,A0p,"α2 CVn variable , Δ*V* = 0.011m, *P* = 2.9213 d"
Telescopium,HD 191829,,,,191829,99747,20h 14m 19.01s,−52° 26′ 44.3′′,5.65,−1.59,916,K4III,
Telescopium,HD 170069,τ,,,170069,90662,18h 29m 55.92s,−47° 13′ 13.8′′,5.69,−0.61,594,K2III,Labelled τ by Lacaille but designation dropped by Gould
Telescopium,HD 182509,,,,182509,95690,19h 27m 48.12s,−54° 19′ 31.1′′,5.70,−0.55,579,K4III,
Telescopium,HD 183552,,,,183552,96141,19h 32m 53.79s,−53° 11′ 08.2′′,5.76,0.29,405,Am,
Telescopium,HD 187420,,,,187420,97816,19h 52m 37.70s,−54° 58′ 15.7′′,5.76,0.58,354,G8/K0III,
Telescopium,HD 173791,,,,173791,92367,18h 49m 27.34s,−45° 48′ 36.4′′,5.80,0.20,360,G8III,
Telescopium,HD 171819,,,,171819,91461,18h 39m 14.27s,−47° 54′ 35.3′′,5.84,0.82,329,A3V,
Telescopium,HD 187086,,,,187086,97598,19h 50m 14.05s,−47° 33′ 26.5′′,5.91,−1.76,1116,M1III,"variable star, Δ*V* = 0.023m, *P* = 7.68049 d"
Telescopium,HD 176664,,,,176664,93624,19h 03m 57.52s,−51° 01′ 05.7′′,5.93,1.17,292,K0/K1III,
Telescopium,HD 177406,,,,177406,93862,19h 06m 55.60s,−48° 17′ 56.8′′,5.95,0.80,349,A0V,
Telescopium,HD 167257,,,,167257,89597,18h 17m 00.92s,−51° 04′ 05.7′′,6.06,0.85,359,B9V,
Telescopium,HD 166006,,,,166006,89096,18h 11m 04.41s,−47° 30′ 47.0′′,6.07,0.18,490,K1III-IV,
Telescopium,HD 178845,,,,178845,94398,19h 12m 46.10s,−50° 29′ 10.7′′,6.12,0.39,457,G8III,
Telescopium,HD 192886,,,,192886,100184,20h 19m 17.68s,−47° 34′ 47.4′′,6.13,3.78,96,F5V,
Telescopium,HD 182893,,,,182893,95866,19h 29m 52.59s,−55° 26′ 29.7′′,6.14,0.93,359,K0/K1III,
Telescopium,HD 174500,,,,174500,92669,18h 52m 59.90s,−46° 35′ 10.9′′,6.17,−0.79,803,A1IV/V,
Telescopium,HD 174474,,,,174474,92676,18h 53m 02.36s,−48° 21′ 38.6′′,6.17,1.43,290,A2V,
Telescopium,HD 189080,,,,189080,98482,20h 00m 25.40s,−49° 21′ 03.4′′,6.18,1.35,302,K0III,
Telescopium,HD 170873,,,,170873,91062,18h 34m 31.13s,−52° 53′ 29.1′′,6.21,0.08,550,K2III,
Telescopium,HD 173047,,,,173047,92072,18h 45m 55.99s,−50° 52′ 21.6′′,6.24,−1.64,1226,B8/B9II,
Telescopium,QQ Telescopii,,,QQ,185139,96721,19h 39m 41.80s,−45° 16′ 42.8′′,6.24,1.25,324,Am,δ Sct variable
Telescopium,HD 185075,,,,185075,96781,19h 40m 18.64s,−54° 25′ 03.9′′,6.24,0.97,370,K0III,
Telescopium,HD 190422,,,,190422,99137,20h 07m 35.07s,−55° 00′ 58.0′′,6.26,4.43,76,F8V,
Telescopium,HD 193307,,,,193307,100412,20h 21m 41.36s,−49° 59′ 55.7′′,6.26,3.71,106,G2IV-V,
Telescopium,HD 186756,,,,186756,97491,19h 48m 55.07s,−52° 53′ 16.8′′,6.27,−0.64,786,K1III,
Telescopium,HD 193002,,,,193002,100300,20h 20m 32.30s,−55° 03′ 02.9′′,6.27,−0.71,811,M0/M1III,suspected variable
Telescopium,HD 192827,,,,192827,100151,20h 18m 55.97s,−47° 42′ 38.8′′,6.28,−0.30,675,M1III,suspected variable
Telescopium,HD 177365,,,,177365,93860,19h 06m 54.81s,−50° 19′ 23.0′′,6.29,0.28,520,B9V,
Telescopium,Mu Telescopii,μ,,,183028,95932,19h 30m 34.57s,−55° 06′ 36.1′′,6.29,3.47,120,F5V,
Telescopium,HD 174430,,,,174430,92687,18h 53m 12.00s,−51° 55′ 53.1′′,6.30,−2.45,1831,B4III,
Telescopium,HD 180134,,,,180134,94858,19h 18m 09.76s,−53° 23′ 12.8′′,6.36,3.07,149,F7V,
Telescopium,HD 181295,,,,181295,95239,19h 22m 37.68s,−51° 13′ 52.5′′,6.42,2.16,232,F0V,
Telescopium,HD 177693,,,,177693,94054,19h 08m 52.27s,−55° 43′ 12.5′′,6.44,0.97,405,K1IV,
Telescopium,HD 168871,,,,168871,90223,18h 24m 33.11s,−49° 39′ 09.0′′,6.45,4.20,92,G2V,
Telescopium,RX Telescopii,,,RX,177456,,19h 06m 58.21s,−48° 58′ 13.6′′,6.45–7.47,,7136+1783−1245,M3Iab/Ib,"slow irregular variable, *V* max = 6.45m, *V* min = 7.47m, one of the largest known stars"
Telescopium,HD 190879,,,,190879,99270,20h 09m 03.81s,−47° 04′ 04.0′′,6.46,0.39,533,K5III,
Telescopium,HD 172223,,,,172223,91662,18h 41m 30.69s,−48° 05′ 39.9′′,6.47,0.78,447,K3III,"suspected variable, Δ*V* = 0.05m"
Telescopium,HD 190580,,,,190580,99188,20h 08m 09.57s,−52° 34′ 39.9′′,6.47,2.66,188,G3V,
Telescopium,HD 191732,,,,191732,99666,20h 13m 32.38s,−47° 42′ 47.3′′,6.47,0.77,449,K2III,
Telescopium,HD 187421,,,,187421,97819,19h 52m 39.11s,−54° 58′ 35.2′′,6.50,1.86,276,A2V,
Telescopium,HD 181327,,,,181327,95270,19h 22m 58.94s,−54° 32′ 17.0′′,7.04,,168.9,F6V,may have an analogue to the Kuiper belt
Telescopium,BL Telescopii,,,BL,177300,93844,19h 06m 38.11s,−51° 25′ 03.2′′,7.10,,,F0Iab/Ib,"Algol and semiregular variable , *V* max = 7.09m, *V* min = 9.08m, *P* = 778.0 d"
Telescopium,HD 191760,,,,191760,99661,20h 13m 26.75s,−46° 12′ 03.7′′,8.26,,277,G3IV/V,two unconfirmed planets
Telescopium,HO Telescopii,,,HO,187418,97756,19h 51m 58.93s,−46° 51′ 42.4′′,8.31,,1090,A7IIIm...,"Algol variable, *V* max = 8.22m, *V* min = 8.73m, *P* = 1.613101 d"
Telescopium,PZ Telescopii,,,PZ,174429,92680,18h 53m 05.88s,−50° 10′ 49.9′′,8.34,,167.9,G9IV,"T Tau star , Δ*V* = 0.032m, *P* = 0.9457 d"
Telescopium,HD 176387,,,MT,176387,93476,19h 02m 12s,−46° 39′ 12.1′′,8.94,,2810,A0w,"RR Lyr variable , *V* max = 8.70m, *V* min = 9.25m, *P* = 0.3169011 d"
Telescopium,HD 168476,,,PV,168476,90099,18h 23m 14.66s,−56° 37′ 44.2′′,9.30,-5.47,7600,B5p,"prototype PV Tel variable , *V* max = 9.24m, *V* min = 9.40m"
Telescopium,RS Telescopii,,,RS,,89739,18h 18m 51.22s,−46° 32′ 53.4′′,9.6,,876,Rv...,"R CrB variable , *V* max = 9.6m, *V* min = <16.5m, *P* = 48.6 d"
Telescopium,KELT-10,,,,,,18h 58m 11.61s,−47° 00′ 11.91′′,10.62,4.23,618,G0V,has a planet (b )
Telescopium,RR Telescopii,,,RR,,,20h 04m 18.54s,−55° 43′ 33.2′′,10.81,,8500,M5III+WD,symbiotic nova
Telescopium,Gliese 754,,,,,,19h 20m 48.0s,−45° 33′ 28.3′′,12.23,,19.3,M4.5,
Telescopium,KK Tel,,,KK,,,20h 28m 30.46s,−52° 18′ 45.6′′,13.5,,,,"SU UMa variable , *V* max = 13.5m, *V* min = 19.6m, *P* = 0.0845 d"
Telescopium,EC 20058-5234,,,QU,,,20h 09m 40.1s,−52° 25′ 17′′,14.93,,,DB,"V777 Her variable , Δ*V* = 0.05m, *P* = 0.00297287 d"
Telescopium,QS Telescopii,,,QS,,,19h 38m 35.81s,−46° 12′ 57.0′′,15.25,,,CV,"AM Her variable , *V* max = 15.25m, *V* min = 17.4m, *P* = 0.097187 d"
Triangulum,Beta Trianguli,β,4,,13161,10064,02h 09m 32.52s,+34° 59′ 14.6′′,3.00,0.09,124,A5III,
Triangulum,Alpha Trianguli,α,2,,11443,8796,01h 53m 04.90s,+29° 34′ 45.8′′,3.42,1.95,64,F6IV,"Mothallah, Ras al Mothallah, Caput Trianguli; rotating ellipsoidal variable"
Triangulum,Gamma Trianguli,γ,9,,14055,10670,02h 17m 18.84s,+33° 50′ 50.4′′,4.03,1.24,118,A1Vnn,
Triangulum,Delta Trianguli,δ,8,,13974,10644,02h 17m 02.42s,+34° 13′ 29.4′′,4.84,4.66,35,G0V,
