,episode no.,speaker,dialouge
8952,47,The President,": Don't tell me what I want you anti-American piece of shit! You terrorist!
"
8953,47,Rick,": You know, you use that word so much it's lost all meaning, Mr. P. It's like, at this point, what's a terrorist? It's a guy you don't like. Big deal.
"
8954,47,Rick,": Told you to stand down. You just lost two soldiers over here. Good men. Might be time to look at the terrorist in the mirror.
"
8955,47,The President,": You want a war?! I'll put your outer-space ass in a goddamn Phantom Zone with a bar of kryptonite soap around your neck. You're done, Sanchez! You hear me?
"
8956,47,Rick,": Oof. He's really pissed this time.
"
8957,47,Summer,": Why don't you guys just fuck and get it over with.
"
8958,47,Rick,": Okay, well thank you, Summer, but I think I've got a better option.
"
8959,47,Beth,": Dad, no.
"
8960,47,Rick,": Ehh, hands are tied, sweetie. I have to turn myself into a turkey and trick the President into giving me a Presidential turkey pardon.
"
8961,47,Jerry,": Again? How many times have you done this?
"
8962,47,Rick,": I don't know, Jerry, how many years have I lived here? Careful how you answer that.
"
8963,47,Morty,": Geez, Rick, y'know, y-you've done this a lot. Don't you think the President might see it coming this time?
"
8964,47,Rick,": He probably will, Morty. That's all part of the dance. In the past, I've inserted myself into the potential turkey pardonee population by brainwashing the presidential turkey wrangler prior to the ceremony.
"
8965,47,The President,": But this time, the turkey wrangler's been euthanized and the turkeys will be transported by armored military vehicles.
"
8966,47,Rick,": Vehicles manufactured by ghost corporations that I control.
"
8967,47,The President,": Which we have audited.
"
8968,47,Rick,": Allowing me access to...
"
8969,47,The President,": Central computer...
"
8970,47,Rick,": To track the...
"
8971,47,The President,": Real armored transports, which he can never...
"
8972,47,Rick,": Totally track and sneak aboard.
"
8973,47,The President,": And even if he does, he'll be on a truck full of turkeys and fully armed marines.
"
8974,47,Rick,": Who won't recognize me because the human eye is inherently face blind to turkeys.
"
8975,47,The President,": Fortunately, those marines won't have human eyes. They'll have turkey eyes.
"
8976,47,Dwayne,": Jesus ever-loving Christ, why don't you two just fuck and get it over with?
"
8977,47,The President,": Careful, Dwayne. You're only Vice President because I need 10% of the white vote.
"
8978,47,Dwayne,": There's a giant French assassin attacking New York, and you're using the war room to measure dicks with your alcoholic sci-fi boyfriend?
"
8979,47,The President,": Rick Sanchez is more dangerous than some steam-powered French bitch, and New York can handle its own global emergencies. General? Initiate Operation Deep Gobble.
"
8980,47,Mary Lou,": Coop, not on Thanksgiving.
"
8981,47,Coop,": It's what I trained for, Mary Lou.
"
8982,47,Mary Lou,": It ain't our fight.
"
8983,47,Coop,": Baby. That little race car driver you got bakin' in your belly. What world would you want him rearin' up in? One where some... spiky-haired Doctor Who in a lab coat can change the color of the sky? Or a world where he can fill his pickup with hot dogs and drive it to a jukebox full of our demographic's current favorite music?
"
8984,47,Mary Lou,": Obviously the latter, but --
"
8985,47,Coop,": Well, that world, Mary Lou, the one with those meals, vehicles and songs people in this 30-mile area prefer... that world needs a few good men. In a secret Pentagon lab. Turning into turkeys.
"
8986,47,Mary Lou,": You come back without feathers, Coop.
"
8987,47,Bartender,": God, I love this country.
"
8988,47,General,": These pills contain tracking chips that identify each of you as individuals. That will be important later. 
"
8989,47,Turkeyfied Marine 1, 
8990,47,Turkeyfied Marine 2,": Let me look at you, scum. get outta here, you wobbleneck.
"
8991,47,Turkeyfied Marine 3, 
8992,47,Turkeyfied Marine 1, 
8993,47,Mr President,": Stay frosty, gentlemen. I want this pardoning pipeline airtight. 
"
8994,47,Soldier,": Sir! We have hacked the garage door. We are in. Eyes on the bogey.
"
8995,47,Mr President,": Or you've got eyes on a robot.
"
8996,47,Soldier,": All due respect, sir, I know flesh when I see it!
"
8997,47,Turkeyfied Rick,": Those flesh-covered [burps] robots should buy us some time. The pardonable turkeys should be on that truck. Ship, go stealth.
"
8998,47,Turkeyfied Marine 1, 
8999,47,Turkeyfied Rick,": Huh. Turkey Marines. The President came to play. Jam those two radios. 
"
9000,47,Ship,": Confirmed.
"
9001,47,Turkeyfied Marine 1, 
9002,47,Turkeyfied Rick,": Copy, copy, tango, all good. Just a couple of branches on the roof.
"
9003,47,Turkeyfied Marine 1, 
9004,47,Flesh Rick/Morty,": We will not/never surrender.
"
9005,47,General,": Oh yeah? Bring in the David Blaine box.
"
9006,47,Summer,": Damn, is that a David Blaine box?
"
9007,47,Jerry,": I told you we should have just gone to my parents' house.
"
9008,47,Beth,": No, you didn't.
"
9009,47,Jerry,": Well, I didn't say it out loud, but it should be well known by now that I'd always rather be there.
"
9010,47,Flesh Rick,": Oh, God, oh no!
"
9011,47,Flesh Morty,": Aw, geez, Rick!
"
9012,47,General,": Sir, we've got Rick and Morty inside the box!
"
9013,47,The President,": Then that confirms it.
"
9014,47,General,": Sir?
"
9015,47,The President,": No David Blaine box can hold Rick Sanchez. Scan the turkey truck!
"
9016,47,Marine,": Huh. That's weird. ID chips for Fincher and Rodriguez are glitching. 
"
9017,47,The President,": Sanchez... I'll deal with this bastard myself.
"
9018,47,General,": Sir, don't be a cowboy. You can't get re-elected dead.
"
9019,47,Scientist,": System is calibrated, sir. That pill contains a tracking chip that will identify --
"
9020,47,The President,": I know, it'll be important later! Do it.
"
9021,48,"Rick, Morty, and Summer","(singing) Boob World! Boob World! It's a world for you, but it's actually two. Boob World!"
9022,48,Summer,"I gotta say, Morty, it's weird that you wanted me to come, but I'm actually ""exstyched"" about it. That's ""excited"", ""stoked"", and ""psyched""."
9023,48,Morty,I didn't want you to come. Talk to Rick.
9024,48,Rick,"Truth is, Summer, Boob World's been at the center of a few protests every day for 30 years, so they've recently rebranded as a ""boob empowerment experience"", and if we bring a female, we get in for free."
9025,48,Summer,"So, I'm like, what, a Coke can you're taking to Six Flags?"
9026,48,Morty,"No, 'cause once you get into Six Flags, you can throw your Coke can away."
9027,48,Rick,No fuckin' way. It can't be.
9028,48,Rick,"Holy shit, holy shit, holy shit!"
9029,48,Morty,"Oh, look at that."
9030,48,Summer,What is it?
9031,48,Morty,A Gotron Ferret.
9032,48,Rick,"It's not a Gotron Ferret, Morty, it's THE Blue Gotron Ferret! (throws skeleton of former pilot out) Boob World is canceled."
9033,48,Morty,"No! Rick! No, you promised! You always do this."
9034,48,Rick,"Tell you what, Morty, I'll let you choose, do you really think Boob World —"
9035,48,Morty,Yes.
9036,48,Rick,Let me finish. — is more important —
9037,48,Morty,Yes!
9038,48,Rick,Let me finish! — than having all five of the only five Gotron Ferrets in the universe?
9039,48,Morty,Are you finished? Yes! So let's go.
9040,48,Rick,"Summer, help me hook the winch up to the ferret."
9041,48,Summer,Sure.
9042,48,Morty,What the hell? You said you were letting me choose.
9043,48,Rick,"Yeah, whether to break my fucking heart. You chose badly. (walks away with Summer)"
9044,48,Morty voiceover,That's how it all began. To my sister it was just another game. But what she didn't know —
9045,48,Summer voiceover,That was the moment everything changed.
9046,48,Morty voiceover,"Wait, what?"
9047,48,Summer voiceover,"I had gotten my first taste of respect, and my first voiceover."
9048,48,Morty voiceover,I can hear you. Can you hear me?
9049,48,Summer voiceover,"And I knew then and there, I wanted more of both."
9050,48,Morty voiceover,Hello?
9051,48,Rick,"Beth, Jerry, do something fun with us! A giant monster's attacking in the Nibblenug system. Your suits are in the bathroom."
9052,48,Morty,Mine smells skeleton-y.
9053,48,Jerry,I have a chiropractor appointment.
9054,48,Beth,What are you involving us in?
9055,48,Morty,"Rick's been collecting Gotron Ferrets, and now that he has all five, he can combine them into —"
9056,48,Rick,"Morty, for Christ's sake, spoilers!"
9057,48,Summer,"Spoilers, Morty! We don't need to sell this to anyone, there's a giant monster attacking."
9058,48,Beth,"In the Nibblenug system. Since when does this house care about alien lives, we don't even watch"
9059,48,Rick,Told you. Let's just get Gene from next door and a homeless guy.
9060,48,Summer,"No, hold on, fuck Gene, fuck the homeless. Your kids and their grandpa are asking you to do an activity with them, when did that stop being a parent's wettest dream?"
9061,48,Beth,I guess around the time our family created a giant incest baby and the government launched it into space.
9062,48,Summer,"Oh my god, we made a giant incest baby. Oh my god, you might be a clone. I exist because you guys failed to abort me. We get the family we get, not the one we want, and if you want to keep the one you got, get your asses into some anime spacesuits!"
9063,48,Jerry,Fair enough.
9064,48,Beth,Okay.
9065,48,Rick,"Good work, Summer-camp."
9066,48,Morty,"Yeah, I'm ""excitoked"" about this."
9067,48,Rick,Sure you are. Now.
9068,48,Morty voiceover,"Something new was forming, and I was at the bottom of it."
9069,48,Summer voiceover,"I let Morty have his voiceover, it's really all he had left."
9070,48,Morty voiceover,"Okay, can you hear me, or not?"
9071,48,Summer voiceover,"You mean, can I, Summer, hear you? No, my voiceover can hear your voiceover."
9072,48,Morty voiceover,What's the difference?
9073,48,Summer voiceover,"One would be telepathy, dumbass."
9074,48,Beth,Now what?
9075,48,Rick,Now we —
9076,48,"Rick, Morty, and Summer",Go Team Gotron!
9077,48,Jerry,Where are we zip lining through futuristic metallic tunnels to?
9078,48,Rick,Each robot ferret is on a different location on Earth. You're going to the center of a volcano.
9079,48,Jerry,Thank... you?
9080,48,Beth,"Okay, well, this isn't not fun."
9081,48,Rick,"Regroup on me, I'll shoot a portal to Nibblenug."
9082,48,Jerry,Did I just monorail from my kitchen to Hawaii just to regroup in outer space above my kitchen?
9083,48,Rick,"Uh, Summer?"
9084,48,Summer,"It's cool, Dad, shut up."
9085,48,Rick,"Everybody, attack one at a time."
9086,48,Beth,Is that the best way to —
9087,48,Rick,Tee up something awesome? Yes. Follow me.
9088,48,Rick,"Guys, we did our best, but there's only one hope. Activating linkdock, intermorphs, ratify, postatrinos, maximize."
9089,48,Rick,"Holy shit, I can't believe this is working. Go, Go-Team! It's Gotron Time!"
9090,48,Jerry,"Oh, my god. Hell, yes!"
9091,48,Summer,This is amazing!
9092,48,Rick,"Okay, now we can knock it around a little bit, but trust me, we're still building to something."
9093,48,Beth,How do we —
9094,48,Rick,"Just hit buttons, we're too big to fail!"
9095,48,Beth,"Wooah! I kicked him, that was me, right?"
9096,48,Morty,Uppercut!
9097,48,Jerry,I can't believe I almost went to the chiropractor.
9098,48,Rick,I've been waiting a long time for this. Form Luminous Energy Sword!
9099,48,Rick,"Got your ass, mamma-jamma!"
9100,48,Morty,"Oh, that was fantastic!"
9101,48,Jerry,(???)
9102,48,Summer,"(???) ...tits, Grandpa."
9103,48,Beth,Suck tits!
9104,48,Beth,I was a foot! I was a goddamn (???) foot!
9105,48,Summer,"We were like, ""Bwaaah""!"
9106,48,Jerry,"'Member when the sword was like, ""Bwaaah""?"
9107,48,Morty,I feel so alive!
9108,48,Morty voiceover,"These were the good times, when we felt like we could do anything. But anything is never quite everything, and pretty soon..."
9109,48,Rick,"Tch, that was nothing. Nothing compared to what I can do. There are infinite universes where I still don't have all five ferrets. Those versions of me would do anything to complete their collections."
9110,48,Morty,"Okay, but Rick? Remember what you told me to remind you? Sometimes enough is..."
9111,48,Rick,Sometimes enough is enough.
9112,48,Summer,"Morty, what are you doing?"
9113,48,Morty,"He gets obsessed, Summer."
9114,48,Summer,When are you going to find your shame?
9115,48,Morty,I have more?
9116,48,Summer,"Grandpa just gave everybody the high point of their lives, and before he did, every single one of you was trying to talk him out of it."
9117,48,Rick,"Wait, yeah. What the fuck?"
9118,48,Summer,"Now he says we can go higher, and big surprise, it's time to drag him down again."
9119,48,Beth,"Well, I vote."
9120,48,Summer,"No voting, no debate, it's not a democracy, it's a Rick-public. You're in or you're out."
9121,48,Beth,"Obviously, I'm in, I never said I wasn't in."
9122,48,Jerry,"Me, neither. Tell us what we're doin' next!"
9123,48,Rick,I want to put together a cookout.
9124,48,Jerry,That's it? I was honestly prepared to blow someone.
9125,48,Beth,Jerry.
9126,48,Jerry,"I said prepared, and someone."
9127,48,Morty voiceover,"Rick invited five versions of our family from different universes, each with incomplete Gotrons. I didn't have anyone to talk to, since the other four Mortys had been to Boob World."
9128,48,Morty 1,Did you walk on the beach?
9129,48,Morty 2,The beach that's all boobs?
9130,48,Morty 1,"No, the beach that's all sand. Yes, the boob one!"
9131,48,Morty voiceover,"Rick was in the garage with the heads of the five families. ...Ugh, and Summer."
9132,48,Summer voiceover,"In that first sit-down, it was Big Fat Rick; Ricardo Montoya; Hothead Rick, he got that name because he was prone to dramatic outbursts; and Little Ricky Wrap-it-up, who was always great at the end of a meeting. At the head of it all"
9133,48,Big Fat Rick,"Eh, don't get me wrong, C-137. We're happy for your good fortune, but we did not travel to your universe just to have it rubbed in our faces."
9134,48,Rick,"C'mon, Big Fat Rick, you know your face is too small to rub anything on."
9135,48,Big Fat Rick,My face is the same size as yours.
9136,48,Rick,"Wow, huh. Hold on."
9137,48,Rick,"I'll be damned. You're so fat, it's an optical illusion. Summer, give him the pitch."
9138,48,Summer,We're offering to help each of your families complete their full Gotrons.
9139,48,Big Fat Rick,Gabaloccia!
9140,48,Ricardo Montoya,(???) ...what?
9141,48,Little Ricky,Opa!
9142,48,Summer,In exchange for some concessions.
9143,48,Ricardo Montoya,Ever since I was a little boy in the slums I have dreamed of having a complete Gotron. But concessions? I hope you mean the kind from a counter. I hope she means ice cream!
9144,48,Big Fat Rick,Gabalo-guccia!
9145,48,Little Ricky,Opa!
9146,48,Rick,"We'd like you to move your families to this universe and let me make some modifications to the Gotrons, in the interest of us all working together."
9147,48,Hothead Rick,Wanna know what I think?
9148,48,Rick,"Sure, Hothead Rick. Just don't unexpectedly fly off the handle."
9149,48,Hothead Rick,I think you guys got a lotta nerve actin' better than us! This is the family that made a giant incest baby! Had the government launch it into space! It's still floatin' around out there somewhere!
9150,48,Rick,Are we ever gonna live that down?
9151,48,Hothead Rick,When I get a full Gotron it won't be by kissin' your ass! It'll be by takin' what's mine! Yours! (spits on the ground)
9152,48,Rick,"Hey, gross! No need."
9153,48,Jerry,And you were driving a ferret? 
9154,48,Hothead Rick,"We all are, moron! Gimme the key!"
9155,48,Hothead Rick,"You'll regret this, you level-headed fuck! (leaves through a portal)"
9156,48,Summer,"(closes the garage) Obviously, we predicted that might happen, which is why we have Yo-Yo Rick on standby."
9157,48,Rick,Anybody got beef with Yo-Yo?
9158,48,Ricardo Montoya,"Eh, I'm okay. I'm okay with that."
9159,48,Big Fat Rick,"Good, that's good."
9160,48,Rick,"Some people think he's lame, but to me, he's lame in a cool way, because he owns it. Cool. That concludes business. Little Ricky Wrap-it-up?"
9161,48,Little Ricky,"Raise 'em up, boys! Opa!"
9162,48,Summer voiceover,"And so we helped our people find their ferrets. How they got 'em, not our problem."
9163,48,Summer voiceover,"Then we got down to business. Here's how it worked. If a giant monster attacked our planet, y'all got the alert."
9164,48,Summer voiceover,We formed five Gotrons. And those Gotrons formed the Gogotron.
9165,48,Smith family,"Go, Gogotron!"
9166,48,Rick,I will never get sick of this!
9167,48,Summer voiceover,"If you were a giant monster at that time in our universe, you never had a chance!"
9168,48,Yo-Yo Rick,Mine needs a weapon like a yo-yo. And a yo-yo on the chest. Are you listening to me? I need you to respect this partnership!
9169,48,Summer voiceover,"I kept Rick removed from the ugly stuff. If you got in his way, I got you out of the way."
9170,48,Summer voiceover,And that made more room to move up.
9171,48,Rick,"The head of my right arm. (Summer is given a Gotron key, and embraces him)"
9172,48,Morty voiceover,"Me, I ended up the left foot of the left foot, I guess because our robot didn't have an asshole."
9173,48,Summer voiceover,"Well, it had one."
9174,48,Morty,"Bitch! When are you going to stop breaking my balls? You win, okay?"
9175,48,Summer,"We're not competing, Morty. And there's your answer. I could move you up if I could trust you to put family first."
9176,48,Morty,How is that putting family first?
9177,48,Rick,Show me all the blueprints! Show me all the blueprints!
9178,48,Summer,"I agree, that's an issue. Big Fat Rick, his flask stays full, or your locker gets emptied, thanks."
9179,48,Morty,"I know it feels good when he likes you, but that doesn't mean him liking you makes you good."
9180,48,Summer,"Solid babble, Morty, like a fortune cookie written by Borat."
9181,48,Morty,"Yeah, I'm not as smart as you, that's why I know you know what I mean."
9182,48,Summer,"You mean if I really loved my family, I'd give control of it back to your jealous ass? Green Ferret 4 needs a wash and we're out of detergent."
9183,48,Morty,I just bought a box.
9184,48,Summer,And Grandpa snorted it because you make him feel fenced in.
9185,48,Rick,Sum-sum! (points to nose and drinks)
9186,48,Summer,Get two boxes.
9187,48,Summer voiceover,"We evacuated one of the planets we saved and found a secret nightclub on it. A place no enemies could find us, unless you count my brother."
9188,48,Morty voiceover,"I didn't even have my own ferret anymore. Summer made me somethin' called an ""Associate Security Chief"", whatever the hell that means."
9189,48,Rick,"Look at this guy. Ha-ha. And look at this guy. Look at this guy over here! (grabs Little Ricky) Meow-meow-meow, meow, meow-meow!"
9190,48,Rick,"Oh, there she is, my baby princess, get up here. Stop the music!"
9191,48,Rick,"This is our queef — our queen. She saved my life, she set me free, we wouldn't have what we have without this crazy bitch. And she's got a special announcement. (lowers the mic to Summer) Summer, tell 'em what we talked about."
9192,48,Summer,Now? I don't think —
9193,48,Rick,"Okay, I'll do it, goddamn."
9194,48,Morty voiceover,"The new job did have some perks, like I got to be around the night Summer realized she was in over her head."
9195,48,Rick,"Yeah, okay. I've got 90 extra ferrets, which means I need 10 more, and then 4 of you get your own Gogotron, and 20% of you get a Gotron, 'cause we're all gonna have a fuckin' Gogogotron!"
9196,48,Summer,He's very excited. Um... (cues Little Ricky)
9197,48,Little Ricky,Opa! (raises his glass)
9198,48,Morty,"Oh, I hate my family."
9199,48,Anime Guy 1,You should. Get in.
9200,48,Anime Guy 1,"How's it going with your grandpa's compulsiveness? Is your sister still enabling it, huh?"
9201,48,Morty,Who are you people?
9202,48,Anime Guy 2,"Let's just say, we're the rightful owners of these ferrets."
9203,48,Morty,Then why were they scattered and buried across the universe?
9204,48,Kendra,"We mean, in a more general, cultural sense, ehh!"
9205,48,Anime Guy 1,"What your grandpa did is called appropriation! Not cool, heugh!"
9206,48,Kendra,"Look, Morty. We've been watching. We know you're the one that knows what's best. Work with us from the inside. Help us take over this operation. We're literally designed for it, mm-hmm?"
9207,48,Anime Guy 2,"Nobody will know it was you, then you can get back to what's important. (opens suitcase)"
9208,48,Morty,Are those Boob Bucks?
9209,48,Kendra,"Legal tender at every kiosk and ride, huh?"
9210,48,Morty,"I can't. Summer's treating me like shit, but, she's still my sister."
9211,48,Anime Guy 1,"That's really noble, Morty. If you were in our family, your loyalty would be rewarded. But you're not in our family, which means we can kill you."
9212,48,Morty,"Oh, yeah?"
9213,48,Morty voiceover,"And sure enough, just when I stuck my neck out for the family, it got stomped on, anyway."
9214,48,Summer,Rick!
9215,48,Morty,Mom! Dad!
9216,48,Hothead Rick,"Hothead Rick, baby!"
9217,48,Hothead Rick,Aaaugh! I set myself up for that! Aaugh!
9218,48,Rick,What the hell happened?
9219,48,Summer,Hothead Rick.
9220,48,Beth,How did he get so close to us?
9221,48,Summer,Morty was supposed to be security.
9222,48,Rick,Morty!
9223,48,Morty,"I stepped away, all right? But not to let that happen!"
9224,48,Jerry,"Morty! We're not attractive strangers next to you on a flight to Paris traveling alone to get over a breakup, so this is no time to be coy!"
9225,48,Little Ricky,Opa!
9226,48,Summer,Little Ricky!
9227,48,Little Ricky,"I'm all wrapped up, Summer. Ohh..."
9228,48,Morty,"Guys, I know you don't trust me, but what have we become? Why are we doing this anymore?"
9229,48,Jerry,"Because it's fun, you little rat! Now go home and play video games while we clean up these bodies, or your mother and I will hire people to break your knees!"
9230,48,Beth,"This is $16,000 we got from the Deep State for stepping on that trailer park. It should be enough for school, lunch, and home repairs. Now I gotta turn my back on you."
9231,48,Morty,No! (cries and drops the cash)
9232,48,Summer voiceover,"With Morty out of the way, things were looking up. But looks aren't everything."
9233,48,New Jerry,"Hi, Summer. Umm, my cockpit's not getting Wi-Fi..."
9234,48,Summer,"Dad, you know that's not what I do around here."
9235,48,New Jerry,"Oh, I'm not your dad. I'm a version of him, and this is my first day here, I'm not sure what you do around here."
9236,48,Summer,"Then, fuck off."
9237,48,New Jerry,"Oh, fuck you."
9238,48,Summer,Excuse me? I want your ID.
9239,48,Summer,Mom. Are you Mom? Can you control your working Jerrys?
9240,48,Working Beth,"Sweetie, we're all a little overwhelmed."
9241,48,Summer,"Good point. You're not a war-time mom, why don't you find your version of Dad and take a break, take a holiday?"
9242,48,Summer,"I don't have time to wait for your confirmation, so let's just say, if you're here in 10 minutes, I'll have you removed."
9243,48,Rick,And then the Gotrons make the Gotrons make the Gotrons make the Gotrons.
9244,48,Summer,"Couple of snags, but I know how to speed things up."
9245,48,Summer,Remember how we talked about how the best thing we could do for the family is recruit from outside the family?
9246,48,Rick,"Yes, way ahead of you. Summer, I want you to meet Kendra."
9247,48,Rick,"She's from a temp agency. She's got an entire workforce ready to go, and all of them have previous giant robot pilot experience. So, we'll be ready to go ahead of schedule."
9248,48,Summer,"Well, I don't know about that, but..."
9249,48,Rick,"Well, Kendra knows, so."
9250,48,Summer,So...
9251,48,Morty,You're here to break my legs?
9252,48,Jerry,"No, we're here to talk shit about your sister, because she just fired us."
9253,48,Morty,You're kidding.
9254,48,Beth,Arrogant little bitch.
9255,48,Jerry,Should we clip her?
9256,48,Beth,"No, she's not worth doing time."
9257,48,Jerry,You wouldn't do time. You brought her into the world.
9258,48,Beth,So I can take her out. You thought that was an actual lot (???)? It's a joke mothers say. What kind of fucked-up world have you been living in?
9259,48,Jerry,"Uh, one where your mother murdering you isn't a comedic premise?"
9260,48,Morty,"Guys. There's a little adjustment period, but pretty soon you're gonna return to normal, and you're not gonna wanna kill Summer, you're not even gonna be mad at her."
9261,48,Beth,"Nah, fuck her. She's my enemy."
9262,48,Jerry,Should we kill ourselves so we can get to hell before her and hide near the entrance?
9263,48,Beth,"Hmm, I like that."
9264,48,Summer,Rick fired me.
9265,48,Jerry,"Aww, baby..."
9266,48,Beth,"Aww, sweetie..."
9267,48,Summer,I'm sorry.
9268,48,Beth,"Are you okay, baby? What happened to us? We lost our minds."
9269,48,Summer,I did it. Morty was right. I got addicted to making Grandpa happy.
9270,48,Beth,It's only because your grandpa inflates the value of his happiness.
9271,48,Jerry,"Eh, that's a good point. I mean, look at me, I'm easy to make happy, which is why nobody gives a shit if I am."
9272,48,Summer,"I appreciate it, but there's something else, too. I've been really sensitive about family lately because of something I've been keeping secret."
9273,48,Beth,Oh.
9274,48,Jerry,"Okay, who's on the Supreme Court and what state do we live in, it's been years since I thought about this."
9275,48,Summer,"No, I'm not pregnant, but as you guys recall, and as a lot of people keep bringing up, Morty and I did accidentally create a giant incest baby, which the government did launch into space. And, I'm not sure how to tell you this, but, it is still alive, and I have been in contact with it."
9276,48,Summer,"There were soldiers waiting for me outside school last month, and they took me to the Pentagon and briefed me, and from there I was shuttled to a secret base on Mars. They had captured him and wanted to see if he'd respond to me. instinctively, being his mother. And he sure did, but what they didn't expect was that I'd respond to him. I was supposed to help discipline him so they could turn him into the ultimate weapon. Instead, I trained him to love, to believe in himself, and finally, to escape."
9277,48,Summer,"The government doesn't want anyone to know it happened, but it's only a matter of time before the story comes out, and when it does, all we're going to have is each other, and you guys are a couple, and Rick has Morty, but I'm the odd one out, so I wanted to make sure we stuck together. But instead I drove us apart and Rick replaced me with an anime girl, so all I got is myself and my giant tortured government-trained rogue incest monster baby out there in space somewhere."
9278,48,Jerry,"Aww, baby. Holy fuck. And then you have to wonder, what else are they doing with our taxes?"
9279,48,Morty,"Wait, Summer, what did you just say?"
9280,48,Summer,"Morty, a lot."
9281,48,Morty,"He replaced you with an anime girl? Big eyes, plus signs for teeth, ends sentences with weird sounds that don't fit?"
9282,48,Summer,"Yeah, and that's going to be his whole crew now, and they're about to run their first test on the Gogogotron."
9283,48,Morty,"Those people wanna steal the robot. They're gonna kill Rick! He's all alone, we've gotta go save him!"
9284,48,Summer,"Right. Or, you know, fuck him."
9285,48,Jerry,I'm good with that.
9286,48,Beth,Yep. Fuck him.
9287,48,Morty,"Guys! A great leader once told me, you get the family you get."
9288,48,Rick,Right. It works. Now we just gotta find a giant monster.
9289,48,Kendra,"My sensors have picked one up, Rick."
9290,48,Rick,"Okay, okay. Lock onto its location."
9291,48,Kendra,"Yeah, got it. Oh, it's you!"
9292,48,Rick,Huh?
9293,48,Rick,What the hell is this?
9294,48,Kendra,"Thanks for making the biggest robot ever, Rick. We'll take it from here. Haha!"
9295,48,Rick,You little assholes!
9296,48,Anime Guy 1,Ah! You son of a bitch!
9297,48,Rick,No!
9298,48,Rick,Deuugh!
9299,48,Kendra,"Lock and load, boys."
9300,48,Rick,Say hello to my little me. (starts shooting at the anime people with a Rick-shaped laser gun)
9301,48,Rick's gun,Bang-bang-bang-bang-bang-bang-bang-bang-bang-bang!
9302,48,Anime Guy 1,Deagh!
9303,48,Rick's gun,Bang-bang-bang-bang-bang-bang-bang-bang-bang-bang!
9304,48,Rick,Ah-ha-ha-ha-ha-ha!
9305,48,Rick's gun,Bang-bang-bang-bang-bang-bang-bang-bang-bang-bang!
9306,48,Rick,Ha-ha-ha-ha!
9307,48,Rick's gun,Bang-bang-bang-bang—
9308,48,Rick,Yaugh!
9309,48,Kendra,"Give up, old man. The G3 is ours. And last I checked, your family wasn't coming to save you, hmm?"
9310,48,Incest Baby,"Ga-ga, goo-goo!"
9311,48,Kendra,Holy mother of mercy!
9312,48,Rick,"My God, it's beautiful."
9313,48,Summer,"Yeah, family!"
9314,48,Kendra,Is that—
9315,48,Rick,"It's exactly what it looks like, yes."
9316,48,Anime Guy 1,"Congrats, man. I see the resemblance."
9317,48,Kendra,Form the energy sword. Activate the goddamn sword!
9318,48,Morty,"Oh, man. The sword? Maybe we didn't think this through."
9319,48,Beth,"They're not actually gonna attack a space baby, are they?"
9320,48,Summer,"I never thought I'd be the one to say this, but you need to watch more anime, Mom."
9321,48,Summer,"Whoa, easy now, Naruto."
9322,48,Naruto,Momma go bye-bye.
9323,48,Kendra,"What the hell is wrong with you people? You just have an incest space monster in your back pocket, huh?"
9324,48,Rick,Welcome to the Smith family.
9325,48,Summer,"Shit. Put that down, Naruto. Your great grandpa is in there."
9326,48,Morty,What do you say? One last zip line?
9327,48,Rick,"Heugh. (Summer secures his helmet) Incest space baby, nicely done."
9328,48,Morty voiceover,"After that, things pretty much went back to normal. Some version of it, anyway."
9329,48,Morty voiceover,"Rick said Gotrons were lame little kid bullshit, and we never talked about 'em again."
9330,48,Summer voiceover,"Except all those gigantic space bugs were runnin' loose, and there were no Gotrons left to fight them."
9331,48,Morty voiceover,"Yeah, millions die every day."
9332,48,Summer voiceover,You wanna know what they could never kill? Family.
9333,48,Jerry,Help! Help! I'm still out here! Aaagh!
9334,48,Morty voiceover,"Yep, nothin's more important than —"
9335,48,Morty,"Hey! Hey, whoa-whoa-whoa!"
9336,48,Summer,Eugh!
9337,48,Morty voiceover,"And just like that, I knew our goose was as cooked as —"
9338,48,Rick,Voiceovarians. Eugh.
9339,48,(Post-credit scene,Somatski (???) enters the bug meeting room)
9340,48,Sergeant,"Somatski, you're late!"
9341,48,Somatski,Won't happen again! Sir!
9342,48,Sergeant,"Bugs! Look to your left. Now look to your right. None of you are coming back. Not one, in the entire history of this program, not a single bug has returned. All right, bring it in."
9343,48,Sergeant,What are we?
9344,48,Bugs,Normal-sized bugs!
9345,48,Sergeant,What do we do?
9346,48,Bugs,Travel through an interdimensional gateway to planets and tiny people!
9347,48,Sergeant,Why do we do it?
9348,48,Bugs,To spread the cure for AIDS!
9349,48,Palicki,"Hey, Sarge, how do we know if these little people can understand us? I mean, do they even speak Buginese?"
9350,48,Sergeant,"Funny, Palicki. That's why we say it very loud. Guys, you'll still be the same civilized bug on their side. It's not like interdimensional travel strips us of our clothes and makes us screaming monsters. Or, maybe it does, impossible to know. Now get out of here!"
9351,48,Somatski (thinking),My clothes... Where'd they go?
9352,48,Somatski (in subtitles),"OWW! Stop shooting me! Okay, here goes. ONE PART LEMON JUICE! FOUR BAY LEAVES! A PINCH OF SEA SALT!"
9353,49,Rick,": Yeah, yeah. Wait what? Emergency numbers on the fridge; what does that even mean?
"
