show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,Sentiment
s6864,Movie,God's Own Country,Francis Lee,"Josh O'Connor, Alec Secareanu, Ian Hart, Gemma Jones",United Kingdom,"May 1, 2018",2017,TV-MA,105 min,"Dramas, Independent Movies, International Movies","In Yorkshire, a withdrawn gay farmer begins a torrid affair with a Romanian migrant worker who shows him the depths of his capacity for affection.",Positive
s6865,Movie,Gol Maal,Hrishikesh Mukherjee,"Amol Palekar, Bindiya Goswami, Deven Verma, Utpal Dutt, Shubha Khote, Manju Singh, Dina Pathak, Pushpa, David Abraham, Asrani",India,"December 31, 2019",1979,TV-PG,137 min,"Classic Movies, Comedies, International Movies","When circumstances at work compel Ram to pretend to have a twin, his lie works – until the boss wants his daughter to marry Ram’s fictitious brother.",Positive
s6867,Movie,GoldenEye,Martin Campbell,"Pierce Brosnan, Sean Bean, Izabella Scorupco, Famke Janssen, Joe Don Baker, Judi Dench, Robbie Coltrane, Gottfried John, Alan Cumming, Tchéky Karyo, Desmond Llewelyn, Samantha Bond, Michael Kitchen, Serena Gordon, Simon Kunz","United Kingdom, United States","December 31, 2019",1995,PG-13,130 min,Action & Adventure,"Pierce Brosnan takes his first turn as debonair secret agent James Bond, who investigates the destruction of a Russian satellite weapons base.",Negative
s6868,Movie,Goldie,Sam de Jong,"Slick Woods, George Sample III, Shaquila Angela Griszell, Danny Hoch, Khris Davis, Jazmyn Davis, Alana Tyler-Tomkins, Fran Jaye",United States,"June 22, 2020",2019,TV-MA,89 min,Dramas,"When a bold teen mounts a gritty pursuit to dance in a music video, she must also evade child services so she can keep her younger sisters together.",Positive
s6870,Movie,Goldstone,Ivan Sen,"Aaron Pedersen, Alex Russell, Jacki Weaver, Cheng Pei-pei, David Gulpilil, Michelle Lim Davidson, David Wenham, Tommy Lewis, Tommy Caldwell",Australia,"December 10, 2018",2016,R,110 min,Thrillers,"In the Australian outback, an Indigenous cop on a missing persons case unearths a trafficking ring and runs afoul of political-industrial interests.",Negative
s6871,Movie,Golmaal: Fun Unlimited,Rohit Shetty,"Ajay Devgn, Tusshar Kapoor, Arshad Warsi, Sharman Joshi, Paresh Rawal, Rimi Sen, Sushmita Mukherjee, Vrajesh Hirjee",India,"December 31, 2019",2006,TV-14,148 min,"Comedies, International Movies","Between thwarting crooks and wooing the belle next door, four pranksters get in over their heads when they bamboozle their way into a couple’s bungalow.",Neutral
s6873,Movie,Gone are the Days,Mark Landre Gould,"Lance Henriksen, Tom Berenger, Meg Steedle, Danny Trejo",United States,"January 1, 2019",2018,R,100 min,Independent Movies,"As a notorious outlaw comes to grips with his past, he reconnects with his estranged daughter and gets one more shot to make things right.",Positive
s6875,Movie,Good Kids,Chris McCoy,"Nicholas Braun, Zoey Deutch, Mateo Arias, Israel Broussard, Dayo Okeniyi, Julia Garner, Kevin Chapman, Ashley Judd",United States,"January 19, 2017",2016,R,90 min,"Comedies, Independent Movies",Four overachieving friends spend the summer after finishing high school doing everything possible to enjoy the party life and ruin their reputations.,Positive
s6876,Movie,Good Kill,Andrew Niccol,"Ethan Hawke, January Jones, Bruce Greenwood, Zoë Kravitz, Jake Abel, Ryan Montano, Dylan Kenin, Stafford Douglas",United States,"April 2, 2017",2014,R,103 min,Dramas,"As Tommy Egan pilots armed drones over Afghanistan from the safe comfort of Las Vegas, the remote nature of his work begins to raise moral questions.",Positive
s6877,Movie,Good Kisser,Wendy Jo Carlton,"Kari Alison Hodge, Rachel Paulson, Julia Eringer",United States,"August 20, 2020",2019,TV-MA,75 min,"Comedies, Dramas, Independent Movies","Hoping to give their relationship a boost, Jenna and Kate arrange to spend an evening with a third woman, but things take a turn once the sparks fly.",Positive
s6878,Movie,Good Luck,Tarek Abdel Moaty,"Ahmed Eid, May Kassab, Diaa El Merghany, Samy Maghawry, Badria Tolba, Hassan Abdulfattah, Ahmed Safwat, Sayed Sadek, Laila Gamal",Egypt,"June 21, 2019",2012,TV-MA,99 min,"Dramas, International Movies","Seeking an apartment to share with his wife, an apolitical man starts to question his own modest goals as revolution swirls around him.",Positive
s6879,Movie,"Good Night, and Good Luck",George Clooney,"David Strathairn, Patricia Clarkson, George Clooney, Jeff Daniels, Robert Downey Jr., Frank Langella, Ray Wise, Robert John Burke, Tate Donovan, Alex Borstein, Matt Ross, Grant Heslov","United States, France, United Kingdom, Japan","June 2, 2019",2005,PG,93 min,Dramas,Veteran television newsman Edward R. Murrow faces off against Sen. Joseph McCarthy and his crusade to quell the threat of communism in America.,Neutral
s6880,Movie,Good People,Henrik Ruben Genz,"James Franco, Kate Hudson, Tom Wilkinson, Omar Sy, Sam Spruell, Anna Friel, Thomas Arnold, Oliver Dimsdale, Diana Hardcastle, Michael Jibson, Diarmaid Murtagh","United States, United Kingdom, Denmark, Sweden","September 8, 2017",2014,R,90 min,"Action & Adventure, Thrillers",A struggling couple can't believe their luck when they find a stash of money in the apartment of a neighbor who was recently murdered.,Neutral
s6881,Movie,GoodFellas,Martin Scorsese,"Robert De Niro, Ray Liotta, Joe Pesci, Lorraine Bracco, Paul Sorvino, Frank Sivero, Tony Darrow, Mike Starr, Frank Vincent, Chuck Low",United States,"January 1, 2021",1990,R,145 min,"Classic Movies, Dramas",Former mobster Henry Hill recounts his colorful yet violent rise and fall in a New York crime family – a high-rolling dream turned paranoid nightmare.,Negative
s6882,Movie,Gook,Justin Chon,"Simone Baker, Justin Chon, David So, Curtiss Cook Jr., Sang Chon, Ben Munoz, Omono Okojie, Isaiah Jarel",United States,"March 6, 2018",2017,TV-MA,95 min,"Dramas, Independent Movies","Amidst the looting and chaos of the LA riots, two Korean-American brothers fight to save their struggling shoe store while contemplating their future.",Neutral
s6883,Movie,Goon,Michael Dowse,"Seann William Scott, Jay Baruchel, Liev Schreiber, Alison Pill, Marc-André Grondin, Kim Coates, Eugene Levy, Nicholas Campbell, Richard Clarkin, Jonathan Cherry","United States, Canada","August 15, 2017",2011,R,92 min,"Comedies, Sports Movies","When he's seen dispatching a rude opposing hockey player in the stands, Doug Glatt is hired by a rival team ... for his fighting skills.",Negative
s6884,Movie,Goosebumps 2: Haunted Halloween,Ari Sandel,"Jeremy Ray Taylor, Madison Iseman, Caleel Harris, Wendi McLendon-Covey, Chris Parnell, Ken Jeong, Jack Black","United States, United Kingdom","April 25, 2019",2018,PG,90 min,"Children & Family Movies, Comedies","Three teens spend their Halloween trying to stop a magical book, which brings characters from the ""Goosebumps"" novels to life.",Positive
s6885,Movie,Gosford Park,Robert Altman,"Eileen Atkins, Bob Balaban, Alan Bates, Charles Dance, Stephen Fry, Michael Gambon, Richard E. Grant, Tom Hollander, Derek Jacobi, Kelly Macdonald, Helen Mirren, Jeremy Northam, Clive Owen, Ryan Phillippe, Maggie Smith, Geraldine Somerville, Kristin Scott Thomas, Sophie Thompson, Emily Watson, James Wilby","United States, United Kingdom, Italy","November 1, 2019",2001,R,137 min,"Comedies, Dramas, International Movies","In this witty whodunit, wealthy guests and their servants gather for a weekend stay at the home of Sir William McCordle, who is soon found murdered.",Positive
s6887,Movie,Gothika,Mathieu Kassovitz,"Halle Berry, Robert Downey Jr., Charles S. Dutton, John Carroll Lynch, Bernard Hill, Penélope Cruz, Dorian Harewood, Bronwen Mantel","United States, France, Canada, Spain","January 1, 2021",2003,R,98 min,"Horror Movies, Thrillers","After a car crash, a criminal psychiatrist awakens to find that she's a patient in the same mental institution that currently employs her.",Negative
s6888,Movie,Gour Hari Dastaan: The Freedom File,Ananth Narayan Mahadevan,"Vinay Pathak, Konkona Sen Sharma, Ranvir Shorey, Tannishtha Chatterjee, Rajit Kapoor, Vikram Gokhale, Vipin Sharma, Rahul Vohra, Saurabh Shukla, Asrani",India,"October 15, 2017",2015,TV-14,109 min,"Dramas, Independent Movies, International Movies",A former freedom fighter is forced to navigate the corridors of a disinterested bureaucracy to prove that he fought in India's freedom movement.,Negative
s6889,Movie,Gran Torino,Clint Eastwood,"Clint Eastwood, Bee Vang, Ahney Her, Christopher Carley, John Carroll Lynch, Brian Haley, Geraldine Hughes, Brian Howe, William Hill, Dreama Walker","Germany, United States","October 1, 2020",2008,R,117 min,Dramas,A newly widowed Korean War veteran faces his racism and his past when the son of the Hmong family next door tries to steal his beloved 1972 Gran Torino.,Positive
s6892,Movie,Grand Masti,Indra Kumar,"Riteish Deshmukh, Vivek Oberoi, Aftab Shivdasani, Suresh Menon, Manjari Fadnis, Sonalee Kulkarni, Karishma Tanna, Kainaat Arora, Bruna Abdullah, Maryam Zakaria, Pradeep Singh Rawat",India,"March 1, 2018",2013,TV-MA,93 min,"Comedies, International Movies, Music & Musicals","Leaving their wives at home, three randy friends look forward to some raunchy extramarital fun at their college reunion.",Negative
s6893,Movie,Grass,Tanuj Chopra,"Emily Chang, Pia Shah, Anthony Ma",United States,"February 14, 2019",2017,TV-MA,57 min,"Comedies, Independent Movies",Good girl Cam recruits her pot-loving bestie Jinky to help deliver a backpack full of weed for her drug-dealing fiancé.,Positive
s6894,Movie,Grease,Randal Kleiser,"John Travolta, Olivia Newton-John, Stockard Channing, Jeff Conaway, Barry Pearl, Michael Tucci, Kelly Ward, Didi Conn, Jamie Donnelly, Dinah Manoff, Eve Arden, Dody Goodman, Sid Caesar, Joan Blondell, Frankie Avalon",United States,"November 1, 2019",1978,PG,110 min,"Classic Movies, Comedies, Music & Musicals",John Travolta and Olivia Newton-John star in this hit musical comedy about a greaser and the good girl he falls for – much to his friends' chagrin.,Positive
s6897,Movie,Green Room,Jeremy Saulnier,"Anton Yelchin, Imogen Poots, Patrick Stewart, Alia Shawkat, Joe Cole, Callum Turner, Macon Blair, David W. Thompson, Mark Webber, Eric Edelstein, Kai Lennox",United States,"November 12, 2018",2015,R,95 min,"Horror Movies, Thrillers","At the end of their low-budget tour, a punk band accepts a gig at an isolated rural club, only to discover that their hosts are neo-Nazis.",Neutral
s6898,Movie,Green White Green (And All the Beautiful Colours in My Mosaic of Madness),Abba T. Makama,"Ifeanyi Dike Jr., Jamal Ibrahim, Samuel Robinson, Cristabel Goddy, Okey Uzoeshi, Bimbo Manuel, Meg Otanwa, Eric Didie, Donatus Ekwuazi, Omoye Uzamere",Nigeria,"January 1, 2018",2016,TV-MA,102 min,"Comedies, Independent Movies, International Movies","Three young Nigerian bohemians, each from one of the country's major ethnic groups, explore the directions in which their lives could go.",Positive
s6903,Movie,Guy Martin: Last Flight of the Vulcan Bomber,James Woodroffe,"Guy Martin, Kevin Stone, Shaun Dooley",United Kingdom,"July 26, 2019",2015,TV-G,57 min,"Documentaries, International Movies",Guy Martin assists in preparing the last airworthy Vulcan bomber for a farewell tour while revealing the stories behind the iconic aircraft.,Positive
s6904,Movie,Héroes,Esteban Vidal,"Fabrizio Copano, Juanita Ringeling, Fernando Alarcón, Delfina Guzmán, Paty Cofré, Andrés Rillón, Julio Jung, Nicolás Oyarzún",Chile,"August 19, 2018",2015,TV-MA,91 min,"Comedies, International Movies","When an earthquake hits Chile, rescue workers must put aside their differences to save the country from a businessman's evil scheme.",Negative
s6905,Movie,Hükümet Kadin,Sermiyan Midyat,"Demet Akbağ, Sermiyan Midyat, Mahir İpek, Gülhan Tekin, Burcu Gönder, Cezmi Baskın, Renan Bilek, Ayberk Attila, Rıza Akın, Bülent Çolak",Turkey,"March 10, 2017",2013,TV-MA,100 min,"Comedies, International Movies","When an uneducated mother of eight suddenly becomes mayor, she uses the skills she's learned as a housewife to keep her town running like clockwork.",Neutral
s6906,Movie,Hükümet Kadin 2,Sermiyan Midyat,"Demet Akbağ, Sermiyan Midyat, Mahir İpek, Gülhan Tekin, Burcu Gönder, Mine Şenhuy Teber, Osman Alkaş, Bülent Çolak, Olgun Toker, Doğukan Polat",Turkey,"March 10, 2017",2013,TV-14,101 min,"Comedies, International Movies","In 1949, with freedoms threatened, housewife Hükümet is unaware of her future life in politics as she faces off with liar and mayoral hopeful Faruk.",Neutral
s6909,Movie,Hadi İnşallah,Ali Taner Baltacı,"Büşra Pekin, Murat Boz, Cezmi Baskın, Şinasi Yurtsever, İdil Dizdar, Hülya Gülsen Irmak, Canan Özer, Şenay Bozoklar, Emrah Kaman, Müjde Uzman",Turkey,"April 4, 2018",2014,TV-14,95 min,"Comedies, International Movies, Romantic Movies",A young woman recovering poorly from a bad romance gets a new lease on life after encountering a handsome man during a job interview.,Negative
s6910,Movie,Hairspray,Adam Shankman,"Nikki Blonsky, John Travolta, Michelle Pfeiffer, Christopher Walken, Amanda Bynes, James Marsden, Queen Latifah, Zac Efron, Brittany Snow, Allison Janney, Elijah Kelley, Jerry Stiller","United States, United Kingdom, Canada","January 1, 2020",2007,PG,116 min,"Children & Family Movies, Comedies, Music & Musicals","In 1962, ambitious plus-size teen Tracy Turnblad tries to integrate a racially divided Baltimore one Watusi at a time.",Positive
s6911,Movie,HALO Legends,"Shinji Aramaki, Mamoru Oshii, Hideki Futamura, Toshiyuki Kanno, Tomoki Kyoda, Koichi Mashimo, Yasushi Muraki, Daisuke Nishio, Frank O'Connor, Koji Sawai, Joseph Chou, Hiroshi Yamazaki","Andy McAvin, James Faulkner, Luci Christian, John Swasey","United States, Japan","May 1, 2017",2009,PG-13,117 min,"Action & Adventure, Anime Features, Sci-Fi & Fantasy","This anthology features seven independent anime shorts from renowned directors, delving into the futuristic universe of the video game franchise Halo.",Negative
s6912,Movie,Halo: The Fall of Reach,Ian Kirby,"Jen Taylor, Steve Downes, Michelle Lukes, Britt Baron, Travis Willingham, John Bently, Todd Haberkorn, Cole Jensen",United States,"March 7, 2016",2015,TV-14,65 min,"Action & Adventure, Sci-Fi & Fantasy",Witness the origins of Master Chief and the Spartan program as a group of children transform into enhanced soldiers and fight a powerful alien threat.,Positive
s6913,Movie,Hamara Dil Aapke Paas Hai,Satish Kaushik,"Anil Kapoor, Aishwarya Rai Bachchan, Sonali Bendre, Puru Rajkumar, Anupam Kher, Satish Kaushik, Mukesh Rishi, Jaspal Bhatti, Razak Khan, Himani Shivpuri, Smita Jaykar, Tanaaz Currim Irani",India,"March 1, 2018",2000,TV-14,158 min,"Dramas, International Movies, Music & Musicals","Love blooms when kind-hearted Avinash takes in Preeti, a woman shunned by society, but the unorthodox living situation creates quite a stir among the neighbors.",Positive
s6914,Movie,Hamburger Hill,John Irvin,"Anthony Barille, Michael Boatman, Don Cheadle, Michael Dolan, Don James, Dylan McDermott, Michael A. Nickles, Harry O'Reilly, Daniel O'Shea, Tim Quill, Tommy Swerdlow, Courtney B. Vance, Steven Weber, Tegan West",United States,"November 23, 2019",1987,R,110 min,"Action & Adventure, Dramas",The Vietnam War's horrors come brutally to life through the eyes of American soldiers trying to take a heavily fortified hill under Vietcong control.,Negative
s6915,Movie,Hamza's Suitcase,Akram Farouk,"Hamada Helal, Yousra El Lozy, Ahmed Fathy, Mohammed Tharwat, Samia Trabelsi, Diaa El-Merghani, Abdalah Mishrif, Mohamed Metwalli, Samy Maghawry, Bayoumi Fouad, Inas al-Najjar, Taher Abu Lela",Egypt,"May 2, 2019",2017,TV-14,79 min,"Comedies, International Movies","When a con man tries to retrieve a bag of money, he swoons for a woman with ties to a notorious crew of criminals.",Negative
s6916,Movie,Hangman,Johnny Martin,"Al Pacino, Karl Urban, Brittany Snow, Joe Anderson, Sarah Shahi, Sloane Warren, Chelle Ramos, Steve Coulter, Michael Rose",United States,"May 6, 2020",2017,R,99 min,Thrillers,"A homicide detective, a criminal profiler and a journalist team up to nab a serial killer whose murders are inspired by the classic game of Hangman.",Negative
s6917,Movie,Hank: Five Years from the Brink,Joe Berlinger,"Henry Paulson, Wendy Paulson",United States,"August 25, 2018",2013,TV-14,86 min,Documentaries,"From Joe Berlinger, director of the ""Paradise Lost"" trilogy, comes this documentary about controversial former U.S. Treasury Secretary Henry Paulson.",Positive
s6919,Movie,Hans Zimmer: Live in Prague,Tim Van Someren,Hans Zimmer,United Kingdom,"March 1, 2018",2017,TV-G,138 min,"International Movies, Music & Musicals","In this concert film, Oscar-winning composer Hans Zimmer performs his most iconic movie scores to a sell-out crowd at the O2 Arena in Prague.",Positive
s6921,Movie,Happy Hunting,"Joe Dietsch, Louie Gibson","Martin Dingle-Wall, Ken Lally, Kenny Wormald, Connor Williams, Gary Sturm, C.J. Baker, Jeremy Lawson, Liesel Hanson, Kenneth Billings, Michael Tipps",United States,"January 1, 2018",2017,TV-MA,91 min,"Horror Movies, Independent Movies","On the run from his meth-dealing employers, a drifter with a drinking problem becomes prey in a desert town's twisted hunting contest.",Negative
s6922,Movie,Happy Times,Luis Javier M. Henaine,"Luis Arrieta, Cassandra Ciangherotti, Humberto Busto, Iván Arana, Bárbara de Regil, Miguel Rodarte",Mexico,"February 8, 2017",2014,NR,79 min,"Comedies, International Movies, Romantic Movies","Desperate to break up with his clingy girlfriend, a nerdy cartoonist hires a mysterious agency to do the deed. But the agency has unusual methods.",Negative
s6925,Movie,Hard Tide,"Robert Osman, Nathanael Wiseman","Nathanael Wiseman, Mem Ferda, Alexandra Newick, Oliver Stark, Kat Gellin, Andy Lucas, Ralph Brown, Beverly Hills",United Kingdom,"September 6, 2017",2015,TV-MA,79 min,"Dramas, Independent Movies",A drug dealer who's been emulating his father's successful criminal career is forced to go on the run with a young girl in this fact-based thriller.,Positive
s6926,Movie,Hardcore Henry,Ilya Naishuller,"Sharlto Copley, Danila Kozlovsky, Haley Bennett, Andrey Dementiev, Dasha Charusha, Svetlana Ustinova, Tim Roth, Ilya Naishuller","Russia, United States, China","August 1, 2020",2015,R,96 min,"Action & Adventure, International Movies, Sci-Fi & Fantasy","Shot entirely like a first-person shooter video game, this film tracks Henry, a cyborg racing to save his wife from a villain with paranormal powers.",Negative
s6928,Movie,Harold & Kumar Escape from Guantanamo Bay,"Jon Hurwitz, Hayden Schlossberg","John Cho, Kal Penn, Rob Corddry, Jack Conley, Roger Bart, Neil Patrick Harris, Danneel Ackles, Eric Winter, Paula Garcés, Jon Reep, Missi Pyle",United States,"October 1, 2019",2008,R,101 min,"Comedies, Cult Movies",Harold and Kumar jump on a plane to catch up with Harold's love interest but must change their plans when Kumar is accused of being a terrorist.,Positive
s6929,Movie,Harold & Kumar Go to White Castle,Danny Leiner,"John Cho, Kal Penn, Paula Garcés, Neil Patrick Harris, David Krumholtz, Eddie Kaye Thomas, Christopher Meloni, Ryan Reynolds, Fred Willard","United States, Canada, Germany","January 1, 2020",2004,R,88 min,"Comedies, Cult Movies",Buddies Harold and Kumar set out to satisfy a stoner craving for hamburgers but end up on an epic journey when they can't find White Castle.,Positive
s6930,Movie,Harold and Lillian: A Hollywood Love Story,Daniel Raim,"Harold Michelson, Lillian Michelson, Mel Brooks, Francis Ford Coppola, Danny DeVito",United States,"November 25, 2018",2015,TV-14,95 min,Documentaries,"Storyboard artist Harold Michelson and his film researcher wife, Lillian, recall the influence they had on 60 years of Hollywood's biggest hits.",Neutral
s6932,Movie,Harriet the Spy: Blog Wars,Ron Oliver,"Jennifer Stone, Kristin Booth, Wesley Morgan, Doug Murray, Shauna MacDonald, Jason Blicker, Jayne Eastwood, Melinda Shankar, Alexander Conti, Vanessa Morgan","United States, Canada","April 15, 2018",2010,TV-G,87 min,"Children & Family Movies, Comedies",Intrepid writer Harriet Welsch is determined to become the class blogger despite stiff competition from her snooty archrival.,Negative
s6934,Movie,Harry and Snowman,Ron Davis,Harry DeLeyer,United States,"January 15, 2017",2015,TV-PG,83 min,"Documentaries, Sports Movies","With only a strong will and a cheap horse, a former agent of the Dutch underground in World War II sets out to become a champion show jumper.",Positive
s6935,Movie,Harry Benson: Shoot First,"Justin Bare, Matthew Miele",Harry Benson,United States,"May 1, 2017",2016,NR,90 min,Documentaries,"This film chronicles the career of photographer Harry Benson, who earned global renown with his candid shots of the Beatles and other celebrities.",Positive
s6937,Movie,Haseena Maan Jaayegi,David Dhawan,"Sanjay Dutt, Govinda, Karisma Kapoor, Pooja Batra, Kader Khan, Paresh Rawal, Satish Kaushik, Aruna Irani, Anupam Kher, Ashish Vidyarthi, Aashif Sheikh, Asrani, Razak Khan, Shakti Kapoor, Bindu, Mahavir Shah, Mohan Joshi, Anil Dhawan",India,"March 1, 2018",1999,TV-PG,151 min,"Action & Adventure, Comedies, Dramas","A millionaire opens the door to comic complications when he punishes his spoiled sons for trying to make money through shady, get-rich-quick schemes.",Neutral
s6940,Movie,Haunting on Fraternity Row,Brant Sersen,"Jacob Artist, Jayson Blair, Shanley Caswell, Claudia Lee, Ashton Moio, Cameron Moulene, Molly Tarlov, Chester Rushing",United States,"March 1, 2019",2018,TV-MA,99 min,"Horror Movies, Independent Movies","When a fraternity's last big luau serves up horrible deaths to its partygoers, the brothers learn firsthand about their house’s frightening history.",Negative
s6941,Movie,Have You Seen the Listers?,Eddie Martin,Anthony Lister,Australia,"February 1, 2019",2017,TV-MA,86 min,"Documentaries, International Movies",This documentary paints a candid picture of Australian street artist Anthony Lister as he navigates his burgeoning career and personal hardships.,Positive
s6943,Movie,Havenhurst,Andrew C. Erin,"Julie Benz, Belle Shouse, Josh Stamberg, Danielle Harris, Douglas Tait, Matt Lasky, Dendrie Taylor, Toby Huss, Jennifer Blanc, Fionnula Flanagan",United States,"June 10, 2017",2016,TV-MA,85 min,"Horror Movies, Thrillers","An alcoholic with a tragic past rents an apartment in a building for those in recovery, but soon learns the truth about residents who get ""evicted.""",Negative
s6944,Movie,Haywire,Steven Soderbergh,"Gina Carano, Michael Fassbender, Ewan McGregor, Bill Paxton, Channing Tatum, Antonio Banderas, Mathieu Kassovitz, Michael Angarano, Michael Douglas, Anthony Brandon Wong","Ireland, United States","March 1, 2020",2011,R,93 min,Action & Adventure,A last-minute mission in Dublin turns deadly for stunning secret operative Mallory Kane when she realizes she's been betrayed.,Negative
s6945,Movie,He Named Me Malala,Davis Guggenheim,Malala Yousafzai,"United States, United Arab Emirates","June 1, 2018",2015,PG-13,89 min,Documentaries,"This documentary tells the story of a teenage Pakistani girl shot for her advocacy of women's education, her survival, and her continued efforts.",Neutral
s6946,Movie,He's Out There,Quinn Lasher,"Yvonne Strahovski, Anna Pniowsky, Abigail Pniowsky, Ryan McDonald, Justin Bruening, Julian Bailey",United States,"January 12, 2019",2018,R,89 min,"Horror Movies, Thrillers","While vacationing at a remote lake house, a mother and her daughters become pawns in the twisted game of an ax-wielding psychopath.",Negative
s6947,Movie,Head Count,Elle Callahan,"Isaac Jay, Ashleigh Morghan, Bevin Bru, Billy Meade, Hunter Peterson, Chelcie May, Tory Freeth, Michael Herman, Amaka Obiechie, Sam Marra, Cooper Rowe",United States,"September 13, 2019",2018,TV-MA,90 min,"Horror Movies, Independent Movies",A group of college students on a weekend getaway accidentally summon a supernatural entity intent on using them for its deadly ritual.,Negative
s6948,Movie,Head On,Ana Kokkinos,"Alex Dimitriades, Paul Capsis, Julian Garner, Tony Nikolakopoulos, Elena Mandalis, Eugenia Fragos, Damien Fotiou, Andrea Mandalis, Maria Mercedes, Dora Kaskanis, Alex Papps, Vassili Zappa",Australia,"August 25, 2018",1998,TV-MA,104 min,"Dramas, Independent Movies, LGBTQ Movies","This edgy drama follows 19-year-old Ari, a gay Greek-Australian whose roiling ethnic- and sexual-identity struggles lead to a wild, 24-hour odyssey.",Positive
s6949,Movie,Heal,Kelly Noonan,"Kelly Noonan, Deepak Chopra, Michael Beckwith, Joe Dispenza, Dr. Jeffrey Thompson, Gregg Braden, Joan Borysenko, Marianne Williamson",United States,"February 1, 2019",2017,TV-14,107 min,Documentaries,"Stories from spiritual leaders, physicians and those with chronic illnesses reveal the powerful connection between the human psyche and physical health.",Positive
s6950,Movie,Heartbreakers,David Mirkin,"Sigourney Weaver, Jennifer Love Hewitt, Ray Liotta, Jason Lee, Gene Hackman, Anne Bancroft, Jeffrey Jones, Nora Dunn, Ricky Jay, Zach Galifianakis",United States,"December 31, 2019",2001,PG-13,124 min,"Comedies, Romantic Movies","In this stylish comedy, a mother-daughter con team makes money the old-fashioned way: They use their feminine wiles to swindle it.",Positive
s6951,Movie,Heartthrob,Chris Sivertson,"Aubrey Peeples, Keir Gilchrist, Peter Facinelli, Felicity Price, Ione Skye, Jimmy Bennett, Taylor Dearden",United States,"January 1, 2018",2017,TV-MA,87 min,Thrillers,"A shy, brilliant boy and a popular girl fall into an unexpected romance. But as their bond deepens, his attraction begins taking on dark overtones.",Positive
s6953,Movie,Hedgehogs,Huang Jianming,"Anthony Padilla, Ian Hecox, Jenn McAllister, Jon Heder, Chevy Chase","United States, China","April 1, 2019",2016,PG,94 min,Children & Family Movies,"When a hedgehog suffering from memory loss forgets his identity, he ends up on a big city journey with a pigeon to save his habitat from a human threat.",Neutral
s6955,Movie,Hell and Back,"Tom Gianas, Ross R. Shuman","Nick Swardson, Mila Kunis, Bob Odenkirk, T.J. Miller, Rob Riggle, Susan Sarandon, Danny McBride, Jennifer Coolidge, John Farley, Maria Bamford",United States,"September 6, 2018",2015,R,86 min,"Action & Adventure, Comedies, Independent Movies","When best friends break a blood oath, one of them is cast away to hell, and the other two must save him from the misfits of the underworld.",Positive
s6957,Movie,Hell or High Water,David Mackenzie,"Jeff Bridges, Chris Pine, Ben Foster, Gil Birmingham, Marin Ireland, Katy Mixon, Dale Dickey, Kevin Rankin, William Sterchi",United States,"January 1, 2019",2016,R,102 min,"Dramas, Independent Movies","In a desperate bid to save their family ranch, two brothers stage a series of clever bank robberies with a pair of Texas Rangers in hot pursuit.",Negative
s6958,Movie,Hellboy,Guillermo del Toro,"Ron Perlman, John Hurt, Selma Blair, Rupert Evans, Karel Roden, Jeffrey Tambor, Doug Jones, Brian Steele, Ladislav Beran, Biddy Hodson, Corey Johnson, Kevin Trainor",United States,"December 1, 2018",2004,PG-13,122 min,"Action & Adventure, Cult Movies, Sci-Fi & Fantasy","This fast-paced action flick tells the dark story of Hellboy, a charismatic demon who's put on Earth by the Nazis to terrorize the rest of the world.",Positive
s6959,Movie,Her,Spike Jonze,"Joaquin Phoenix, Scarlett Johansson, Amy Adams, Rooney Mara, Olivia Wilde, Chris Pratt, Matt Letscher, Portia Doubleday",United States,"July 29, 2018",2013,R,126 min,"Dramas, Romantic Movies, Sci-Fi & Fantasy",Love comes to a lonely writer in the sleekest of packages when he finds himself falling for the advanced operating system he bought to run his life.,Positive
s6960,Movie,Her Only Choice,Christel Gibson,"Denise Boutte, Timon Kyle Durrett, Leon, Tamara Tunie, Vanessa Bell Calloway, Tiffany Snow, Keith Arthur Bolden, Elise Neal, Jeryl Prescott",United States,"May 2, 2019",2018,TV-14,87 min,Dramas,A woman must decide if she’s willing to end her pregnancy to save her own life after being diagnosed with breast cancer.,Positive
s6961,Movie,Hera Pheri,Prakash Mehra,"Amitabh Bachchan, Vinod Khanna, Saira Banu, Sulakshana Pandit, Shreeram Lagoo, Pinchoo Kapoor, P. Jairaj, Yunus Parvez",India,"December 31, 2019",1976,TV-14,156 min,"Action & Adventure, Comedies, Dramas",The bond between two crooks and best friends is threatened when one learns that the other's father had a hand in his own tragic past.,Positive
s6962,Movie,Here Alone,Rod Blackhurst,"Lucy Walters, Gina Piersanti, Adam David Thompson, Shane West, Ryken A. Whitfield, Abel McSurely Bradshaw, Rebecca Spiro",United States,"July 1, 2017",2016,TV-MA,97 min,Horror Movies,"When she finally encounters two other survivors, a woman alone in a world decimated by a zombie epidemic struggles to trust her new companions.",Positive
s6963,Movie,Hero,Corey Yuen,"Takeshi Kaneshiro, Yuen Biao, Valerie Chow, Jessica Hester Hsuan, Tak Yuen, Wah Yuen, Corey Yuen","Hong Kong, China","August 1, 2018",1997,TV-MA,89 min,"Action & Adventure, International Movies","A pugilist from Shantung struggles to rise to the top of the Shanghai triad ladder, where his stellar martial arts talents can shine.",Positive
