Applicant_ID,Applicant_Income,Coapplicant_Income,Employment_Status,Age,Marital_Status,Dependents,Credit_Score,Existing_Loans,DTI_Ratio,Savings,Collateral_Value,Loan_Amount,Loan_Term,Loan_Purpose,Property_Area,Education_Level,Gender,Employer_Category,Loan_Approved
518.0,9114.0,,Unemployed,25.0,Married,,648.0,0.0,0.42,2314.0,38893.0,31436.0,24.0,Personal,Rural,Not Graduate,Female,MNC,No
519.0,15323.0,8595.0,Salaried,56.0,Single,0.0,572.0,2.0,0.26,4412.0,40642.0,22380.0,60.0,Education,Rural,Graduate,Male,Private,No
,3353.0,9579.0,Salaried,59.0,Single,0.0,758.0,3.0,0.15,3883.0,12529.0,25796.0,12.0,Business,Semiurban,Not Graduate,Male,Private,No
521.0,12975.0,3453.0,Salaried,36.0,Single,1.0,678.0,4.0,0.31,11384.0,30868.0,9031.0,24.0,Home,Urban,Graduate,Female,MNC,Yes
522.0,13023.0,6675.0,Unemployed,53.0,Single,3.0,628.0,3.0,,10051.0,26309.0,22947.0,,Car,Semiurban,Not Graduate,,,No
523.0,2667.0,955.0,Salaried,41.0,,3.0,581.0,,0.57,8216.0,23284.0,4188.0,36.0,Personal,Rural,Graduate,Male,Private,
524.0,11337.0,6295.0,,29.0,Single,1.0,558.0,0.0,0.34,,47723.0,26669.0,,Education,,Graduate,Male,Private,No
525.0,15659.0,1712.0,Contract,26.0,Married,2.0,564.0,1.0,0.26,7902.0,35268.0,36713.0,60.0,Business,Semiurban,Graduate,Male,MNC,No
526.0,5719.0,4703.0,Salaried,55.0,Married,,705.0,3.0,0.48,13187.0,3464.0,,12.0,Business,Urban,Graduate,,Unemployed,No
527.0,9483.0,6563.0,Salaried,59.0,Married,2.0,701.0,3.0,0.35,17573.0,18643.0,,48.0,Home,Urban,Graduate,Male,Business,Yes
528.0,2539.0,9465.0,Self-employed,42.0,Married,1.0,737.0,1.0,0.26,12288.0,29265.0,24171.0,72.0,Personal,Rural,Graduate,Male,Government,No
,6964.0,5631.0,Unemployed,25.0,Single,1.0,712.0,3.0,0.51,14210.0,15954.0,11807.0,60.0,Home,Rural,Graduate,Male,Business,No
530.0,6835.0,9633.0,Salaried,,Single,1.0,763.0,3.0,0.53,6884.0,23880.0,11204.0,72.0,Car,Urban,Not Graduate,Female,Government,No
,8042.0,9989.0,Salaried,37.0,Married,,576.0,4.0,0.44,19541.0,19043.0,28066.0,60.0,Car,Urban,Graduate,Female,,No
532.0,16837.0,1394.0,Salaried,32.0,,0.0,760.0,4.0,0.12,10559.0,255.0,38367.0,12.0,Car,,Graduate,Male,Unemployed,Yes
533.0,9312.0,9461.0,,43.0,Single,1.0,658.0,1.0,0.38,18125.0,1502.0,23658.0,48.0,,Rural,Graduate,Female,Private,Yes
534.0,7320.0,4732.0,Self-employed,36.0,Married,3.0,625.0,0.0,0.48,3688.0,4656.0,38081.0,12.0,Personal,Semiurban,Graduate,Male,Private,No
535.0,15216.0,3714.0,Salaried,23.0,Single,0.0,697.0,3.0,0.17,14114.0,10302.0,35986.0,36.0,Home,Rural,Not Graduate,Male,MNC,Yes
536.0,4779.0,529.0,Salaried,50.0,Married,0.0,614.0,0.0,0.21,5369.0,5430.0,14786.0,72.0,Home,Urban,Not Graduate,Male,Business,No
537.0,19308.0,2958.0,Salaried,42.0,Married,1.0,762.0,1.0,0.54,,41366.0,30283.0,24.0,Car,,Not Graduate,Male,Private,No
538.0,3581.0,7904.0,Self-employed,,Married,2.0,726.0,1.0,,4023.0,27425.0,1056.0,,Personal,Urban,Not Graduate,Female,Private,Yes
,14677.0,,Self-employed,49.0,Married,2.0,,4.0,0.48,15982.0,48744.0,33911.0,36.0,Personal,Urban,Graduate,Male,Government,No
540.0,7713.0,6895.0,Contract,57.0,Single,2.0,678.0,3.0,0.34,17100.0,1860.0,9559.0,36.0,Education,Semiurban,Graduate,Male,Government,Yes
541.0,18639.0,9131.0,Salaried,43.0,Single,1.0,559.0,2.0,0.32,3967.0,6158.0,27058.0,72.0,Personal,Urban,Graduate,Female,Government,No
542.0,,525.0,Contract,33.0,Single,2.0,596.0,1.0,,7423.0,5806.0,23745.0,60.0,Personal,Rural,Not Graduate,Male,Private,No
543.0,12136.0,6477.0,Contract,52.0,Married,3.0,672.0,3.0,0.51,6450.0,20738.0,1615.0,36.0,Home,Semiurban,Not Graduate,Male,Unemployed,No
544.0,,1.0,Salaried,43.0,Married,3.0,608.0,0.0,0.28,12213.0,17106.0,9062.0,84.0,Personal,Semiurban,Graduate,Male,Private,No
545.0,7124.0,374.0,Salaried,37.0,Single,3.0,645.0,4.0,0.37,3215.0,9474.0,29214.0,48.0,Personal,Urban,Graduate,Male,Government,No
546.0,3015.0,4648.0,Salaried,41.0,Single,3.0,739.0,0.0,0.44,390.0,16997.0,39745.0,36.0,Home,Urban,Not Graduate,Male,Government,No
547.0,,2365.0,,22.0,Married,0.0,652.0,1.0,0.45,19421.0,32599.0,11681.0,48.0,Personal,Urban,Graduate,Male,Private,No
548.0,10415.0,1525.0,Salaried,57.0,Married,3.0,673.0,1.0,0.58,232.0,,7984.0,12.0,Home,Rural,Not Graduate,Male,Private,No
549.0,15550.0,1646.0,Salaried,26.0,Single,2.0,635.0,0.0,0.37,19515.0,10170.0,28579.0,60.0,,Semiurban,Graduate,Male,Unemployed,No
550.0,16512.0,13.0,Salaried,38.0,Married,1.0,695.0,1.0,0.3,7634.0,,26274.0,48.0,Business,Urban,Graduate,,MNC,Yes
551.0,6158.0,4599.0,Contract,50.0,Married,2.0,661.0,3.0,0.58,11498.0,,38739.0,36.0,Home,Urban,Graduate,Female,Private,No
552.0,8970.0,2278.0,Salaried,42.0,Married,3.0,723.0,1.0,0.42,10916.0,,28399.0,60.0,Home,Semiurban,Graduate,Female,MNC,No
553.0,8938.0,3155.0,Contract,53.0,Married,0.0,709.0,4.0,0.25,233.0,25792.0,32481.0,84.0,Personal,Rural,,,,
554.0,15772.0,8321.0,Self-employed,50.0,Single,3.0,,3.0,0.16,1391.0,30216.0,1944.0,60.0,Home,Semiurban,Graduate,Female,Business,No
555.0,12344.0,3814.0,Contract,37.0,Single,1.0,769.0,2.0,0.52,11084.0,7232.0,29457.0,48.0,Car,Urban,Not Graduate,Female,Private,No
556.0,9266.0,3216.0,Self-employed,52.0,Married,,567.0,1.0,0.28,9447.0,12674.0,10114.0,48.0,Car,Urban,Graduate,Female,MNC,No
557.0,10702.0,8219.0,Salaried,34.0,Married,1.0,716.0,1.0,0.43,14184.0,16052.0,19130.0,24.0,Education,Urban,Not Graduate,Male,Private,No
558.0,2384.0,2113.0,Self-employed,,Married,1.0,726.0,4.0,0.34,11882.0,48542.0,13312.0,24.0,Home,Urban,Graduate,Female,Government,No
559.0,2404.0,9444.0,Salaried,56.0,Married,1.0,770.0,,0.2,14838.0,5913.0,33596.0,60.0,Personal,,Not Graduate,Male,MNC,No
560.0,10175.0,4356.0,Salaried,54.0,Married,,631.0,0.0,0.4,17273.0,46870.0,39551.0,72.0,Personal,Urban,Graduate,Female,Private,No
561.0,17158.0,5543.0,Unemployed,29.0,Single,3.0,721.0,0.0,0.13,7902.0,48157.0,10751.0,72.0,Business,Urban,Graduate,Male,Government,Yes
562.0,,4555.0,Salaried,48.0,Married,1.0,621.0,0.0,0.31,12879.0,27913.0,7907.0,24.0,Education,Semiurban,Graduate,Female,Private,No
563.0,11860.0,7062.0,Salaried,31.0,Married,2.0,603.0,4.0,0.37,17129.0,10567.0,29114.0,36.0,Personal,Urban,Graduate,Male,Business,No
,7989.0,3374.0,Contract,34.0,Married,0.0,772.0,0.0,0.32,9911.0,38379.0,26009.0,,Business,Rural,Not Graduate,,Private,Yes
565.0,17106.0,6430.0,Contract,59.0,Married,2.0,711.0,0.0,0.47,,9432.0,20310.0,60.0,Personal,Urban,Graduate,Male,Government,No
566.0,19844.0,3466.0,Self-employed,39.0,Married,,620.0,2.0,0.51,731.0,319.0,,12.0,Business,Semiurban,Graduate,Male,Unemployed,No
567.0,5636.0,,Salaried,35.0,Married,2.0,713.0,0.0,0.49,799.0,24469.0,19996.0,24.0,Car,Urban,Not Graduate,Male,Private,
568.0,12916.0,629.0,,48.0,Single,3.0,695.0,1.0,0.12,7025.0,45454.0,7047.0,48.0,Car,Rural,Graduate,Male,Private,Yes
,6809.0,269.0,Salaried,44.0,Married,1.0,587.0,4.0,0.2,14481.0,26490.0,29767.0,84.0,Personal,Urban,Not Graduate,Male,Business,No
570.0,,5724.0,,28.0,Married,3.0,736.0,3.0,0.37,7624.0,,17347.0,60.0,Education,Urban,Graduate,Male,MNC,Yes
571.0,17444.0,5897.0,Unemployed,29.0,Single,2.0,686.0,2.0,0.57,14961.0,4791.0,37527.0,24.0,Home,Rural,Not Graduate,Female,Unemployed,No
572.0,7997.0,3432.0,Contract,53.0,Single,1.0,750.0,4.0,0.52,,31736.0,25102.0,36.0,Education,Urban,Graduate,Male,Private,No
573.0,4048.0,,,53.0,Married,0.0,787.0,4.0,0.52,8232.0,329.0,5263.0,84.0,Education,Urban,Not Graduate,Male,Private,No
574.0,14338.0,6276.0,,39.0,Single,2.0,,1.0,0.25,3367.0,8851.0,2902.0,60.0,Home,Semiurban,Graduate,Female,MNC,Yes
575.0,19100.0,5895.0,Contract,23.0,Married,1.0,728.0,0.0,0.31,13262.0,44078.0,31823.0,60.0,Car,Semiurban,Graduate,Male,MNC,Yes
576.0,6544.0,7115.0,Contract,30.0,Married,0.0,584.0,1.0,0.34,5229.0,23126.0,31540.0,72.0,Car,Urban,Graduate,Male,Business,No
577.0,6976.0,,Salaried,21.0,Married,0.0,631.0,0.0,0.18,18799.0,21300.0,36335.0,48.0,Home,Urban,Graduate,Male,Private,No
578.0,14775.0,575.0,Contract,49.0,Single,3.0,682.0,0.0,0.12,13747.0,10164.0,11190.0,60.0,Business,,Graduate,Female,Private,Yes
579.0,12015.0,7029.0,Salaried,54.0,Single,2.0,691.0,4.0,0.57,19333.0,24509.0,28690.0,48.0,Education,Urban,Graduate,Male,Private,No
580.0,5419.0,,Self-employed,33.0,Married,0.0,769.0,0.0,0.22,4261.0,5703.0,3994.0,24.0,Personal,Semiurban,Graduate,Male,Unemployed,Yes
581.0,16430.0,9499.0,Contract,21.0,Married,1.0,707.0,,0.22,3466.0,27109.0,38997.0,36.0,Car,Rural,Not Graduate,Female,Private,Yes
582.0,9239.0,3192.0,Self-employed,,Single,0.0,553.0,2.0,0.14,13785.0,43417.0,3010.0,84.0,Personal,Urban,Graduate,Male,Government,No
583.0,16489.0,3178.0,Salaried,49.0,Married,0.0,716.0,2.0,0.56,3088.0,22554.0,8377.0,,Home,Semiurban,Not Graduate,Female,,No
584.0,18633.0,6052.0,Self-employed,33.0,Married,3.0,761.0,4.0,0.39,13015.0,27676.0,14036.0,36.0,Personal,Rural,Graduate,Male,Private,Yes
585.0,12357.0,2734.0,Self-employed,49.0,Single,3.0,741.0,1.0,,1115.0,23804.0,27467.0,60.0,Personal,Rural,Graduate,Male,Private,No
586.0,19154.0,6116.0,Unemployed,59.0,Single,1.0,702.0,3.0,0.56,4578.0,45440.0,1048.0,60.0,Education,Urban,Not Graduate,Female,Business,No
587.0,6363.0,,Salaried,44.0,Single,3.0,705.0,0.0,0.27,2590.0,36923.0,,24.0,Home,Urban,,Male,Private,No
588.0,12176.0,9847.0,Salaried,46.0,Single,0.0,753.0,3.0,0.41,,29802.0,17038.0,72.0,Personal,Rural,Graduate,Female,Private,No
589.0,19461.0,9771.0,Contract,37.0,Married,0.0,743.0,1.0,,3573.0,24795.0,33576.0,72.0,Car,Urban,Graduate,Female,Private,Yes
590.0,10427.0,2203.0,Salaried,27.0,Single,3.0,784.0,1.0,0.19,,2611.0,8878.0,72.0,Home,Urban,Graduate,Male,MNC,Yes
591.0,10580.0,1390.0,Self-employed,33.0,Single,0.0,755.0,4.0,0.52,10639.0,,28609.0,48.0,Car,Urban,,Female,Unemployed,No
592.0,6858.0,1742.0,Self-employed,25.0,Married,0.0,699.0,2.0,0.48,9422.0,16479.0,25070.0,72.0,Business,Urban,Graduate,Male,Business,No
593.0,12040.0,1925.0,Contract,46.0,Married,1.0,708.0,2.0,0.28,10858.0,9180.0,22996.0,36.0,Personal,,Graduate,Female,MNC,Yes
594.0,17254.0,619.0,Self-employed,23.0,Married,3.0,572.0,1.0,0.29,4975.0,9304.0,19161.0,84.0,Home,Rural,Graduate,Male,Government,No
595.0,13470.0,1274.0,Self-employed,27.0,Married,0.0,597.0,4.0,0.37,4925.0,14610.0,3228.0,84.0,Car,Urban,Graduate,Male,Business,No
596.0,3252.0,956.0,Salaried,59.0,Single,3.0,697.0,4.0,0.1,10786.0,8437.0,27365.0,48.0,Personal,Urban,,Male,Unemployed,No
597.0,8996.0,1939.0,Salaried,21.0,Single,1.0,674.0,0.0,0.22,19814.0,43118.0,26188.0,24.0,Education,Rural,Not Graduate,Male,Government,
598.0,14173.0,3953.0,Salaried,37.0,Married,3.0,715.0,2.0,0.2,14716.0,12521.0,9888.0,,Car,Urban,Graduate,Male,Private,Yes
599.0,6673.0,968.0,Salaried,45.0,Married,0.0,,1.0,0.23,1995.0,24028.0,24130.0,84.0,Car,Rural,Graduate,Female,Unemployed,No
600.0,17781.0,9508.0,Self-employed,23.0,Single,3.0,,3.0,0.5,13844.0,,19790.0,36.0,Business,Rural,Graduate,Female,MNC,No
601.0,15051.0,9235.0,Contract,35.0,Married,0.0,756.0,2.0,0.24,3891.0,27301.0,25824.0,84.0,Education,Urban,,Male,Private,Yes
602.0,8881.0,281.0,,49.0,Married,0.0,637.0,0.0,0.2,15522.0,38015.0,34405.0,12.0,Business,Rural,Graduate,,Unemployed,No
603.0,8949.0,6262.0,Contract,52.0,Married,0.0,766.0,4.0,0.35,7145.0,21740.0,25474.0,24.0,Education,Rural,Graduate,Female,Private,Yes
604.0,11521.0,1058.0,Unemployed,46.0,Married,1.0,550.0,1.0,0.53,8498.0,36845.0,18333.0,24.0,Car,Urban,Graduate,Male,Private,No
605.0,10017.0,4293.0,Contract,,Married,3.0,684.0,2.0,0.22,9554.0,21282.0,37355.0,12.0,Business,Urban,Graduate,Male,Business,Yes
606.0,8941.0,5178.0,,45.0,Married,1.0,734.0,3.0,0.14,2102.0,10858.0,34879.0,48.0,Personal,,Graduate,Male,Private,Yes
607.0,12209.0,6980.0,Self-employed,48.0,Married,3.0,,0.0,0.28,3030.0,44159.0,9367.0,84.0,Education,Urban,Not Graduate,Male,Business,
608.0,19715.0,9200.0,Salaried,29.0,Married,1.0,689.0,0.0,,8524.0,43714.0,1722.0,84.0,Car,Semiurban,Graduate,Male,,No
,11550.0,1229.0,Salaried,21.0,Married,2.0,655.0,2.0,0.38,8107.0,15186.0,32145.0,84.0,Home,Rural,Graduate,Female,Private,Yes
610.0,6637.0,9227.0,Salaried,49.0,Married,0.0,682.0,3.0,0.51,16626.0,34185.0,38634.0,72.0,Education,Urban,Graduate,Female,,No
611.0,6854.0,4585.0,Unemployed,,Single,0.0,657.0,0.0,0.58,18268.0,31194.0,11139.0,72.0,Education,Urban,Graduate,Male,Government,No
612.0,12320.0,8467.0,Contract,36.0,Single,1.0,727.0,1.0,0.5,14935.0,25230.0,3128.0,72.0,Personal,Urban,,Female,Private,No
613.0,6892.0,2740.0,Salaried,27.0,Married,2.0,591.0,0.0,0.4,9624.0,27018.0,21617.0,72.0,Education,Urban,Graduate,Male,Unemployed,No
614.0,9043.0,2289.0,Salaried,34.0,Married,0.0,651.0,3.0,0.35,15823.0,49262.0,29080.0,72.0,Education,Rural,Graduate,Male,Government,Yes
615.0,18521.0,1239.0,Contract,49.0,Single,3.0,673.0,,0.12,7863.0,24665.0,36285.0,12.0,Personal,Semiurban,Not Graduate,Male,,Yes
616.0,,5370.0,Salaried,39.0,Married,,689.0,4.0,0.59,3109.0,41722.0,18533.0,24.0,Personal,Semiurban,Not Graduate,Male,Private,No
617.0,9941.0,125.0,Salaried,39.0,,0.0,652.0,2.0,0.29,18570.0,46359.0,33624.0,48.0,Business,Urban,Graduate,Male,MNC,Yes
618.0,16388.0,7473.0,Contract,22.0,Single,0.0,695.0,3.0,,12482.0,40159.0,28956.0,36.0,Car,Semiurban,Not Graduate,,Government,Yes
619.0,7569.0,9400.0,Salaried,35.0,Single,1.0,743.0,0.0,0.43,1550.0,44132.0,34077.0,72.0,Car,Semiurban,Not Graduate,Male,Private,No
620.0,6300.0,5342.0,Salaried,23.0,Single,1.0,623.0,0.0,0.24,646.0,43139.0,4952.0,12.0,Business,Semiurban,Graduate,Male,Private,No
621.0,8269.0,7351.0,Self-employed,31.0,,3.0,756.0,4.0,0.39,13407.0,21516.0,23796.0,84.0,Car,Urban,Graduate,Female,Government,Yes
622.0,5818.0,6638.0,Contract,,Single,3.0,771.0,4.0,0.39,12700.0,35272.0,32746.0,48.0,Education,Rural,Graduate,Female,Private,
623.0,14015.0,6570.0,Self-employed,38.0,Married,0.0,657.0,1.0,0.32,537.0,24673.0,22249.0,48.0,Business,Rural,Graduate,Male,Business,Yes
624.0,14234.0,3249.0,Salaried,22.0,Single,0.0,,4.0,0.52,14166.0,5239.0,1015.0,48.0,Business,,Not Graduate,Female,Unemployed,No
625.0,8254.0,9110.0,Salaried,52.0,Married,1.0,566.0,1.0,0.23,6572.0,,26957.0,12.0,Car,Semiurban,Graduate,Female,Private,No
626.0,19144.0,7595.0,Salaried,28.0,Married,0.0,745.0,0.0,0.32,234.0,26415.0,17005.0,36.0,Home,Urban,Graduate,,MNC,Yes
627.0,9350.0,6294.0,Self-employed,42.0,Single,0.0,620.0,1.0,0.37,14067.0,37888.0,22292.0,72.0,Car,Urban,Graduate,Male,Unemployed,No
628.0,17183.0,6527.0,Contract,26.0,Married,1.0,611.0,1.0,0.43,9696.0,27195.0,32876.0,48.0,Home,Semiurban,Graduate,Male,Unemployed,No
,8238.0,5757.0,Salaried,32.0,Married,0.0,590.0,2.0,0.49,14150.0,39161.0,15817.0,12.0,Business,Urban,Graduate,Female,Unemployed,No
630.0,8090.0,1969.0,Contract,56.0,Single,,772.0,4.0,0.3,17758.0,29323.0,26470.0,84.0,Home,Semiurban,Graduate,Male,MNC,Yes
631.0,13637.0,891.0,Salaried,35.0,Married,2.0,792.0,1.0,0.42,1909.0,34964.0,10759.0,24.0,Education,Rural,Graduate,Male,Government,No
,14647.0,4470.0,Salaried,,Married,3.0,796.0,0.0,0.18,12150.0,36234.0,7412.0,84.0,Personal,Urban,Not Graduate,Male,Government,Yes
633.0,11911.0,7175.0,Salaried,38.0,Married,1.0,780.0,3.0,0.57,80.0,30763.0,21504.0,12.0,Home,Urban,Not Graduate,Female,Government,No
634.0,10472.0,9556.0,Salaried,22.0,Single,2.0,668.0,1.0,0.29,2083.0,,9507.0,12.0,Personal,Rural,Not Graduate,Female,MNC,Yes
635.0,5266.0,8320.0,Self-employed,33.0,,3.0,711.0,4.0,0.46,13378.0,18105.0,22050.0,12.0,Education,Rural,Not Graduate,Male,Private,No
636.0,2666.0,9206.0,Self-employed,35.0,Married,3.0,747.0,2.0,0.11,15217.0,,5820.0,48.0,Personal,Semiurban,Not Graduate,Male,Private,Yes
637.0,6188.0,9991.0,Salaried,40.0,Single,3.0,791.0,0.0,,18074.0,29739.0,8835.0,12.0,Education,Semiurban,Graduate,Female,Private,Yes
638.0,19055.0,6812.0,Self-employed,49.0,Married,2.0,,2.0,0.34,17140.0,48205.0,,24.0,Personal,Urban,Graduate,Male,MNC,Yes
639.0,12161.0,7519.0,Salaried,49.0,Single,2.0,594.0,3.0,0.54,2670.0,31969.0,35617.0,48.0,Personal,Urban,Graduate,Male,,No
640.0,13314.0,4612.0,Contract,23.0,Married,3.0,607.0,1.0,0.36,3751.0,14497.0,,84.0,Car,Semiurban,Graduate,Male,Government,No
641.0,14891.0,9710.0,Unemployed,39.0,Married,0.0,728.0,1.0,0.56,11744.0,1816.0,,24.0,Home,Rural,Graduate,Female,Private,No
642.0,6777.0,1198.0,Salaried,23.0,Single,0.0,675.0,4.0,0.34,5261.0,26483.0,7840.0,60.0,Personal,Urban,Not Graduate,Female,Business,Yes
643.0,5900.0,5238.0,Self-employed,34.0,Married,2.0,711.0,,,14691.0,43481.0,38834.0,84.0,Business,Semiurban,Graduate,Female,,No
644.0,15716.0,6089.0,Salaried,24.0,Married,2.0,593.0,0.0,0.16,6852.0,22159.0,32440.0,12.0,Car,Semiurban,,Male,,No
645.0,8981.0,6257.0,Salaried,31.0,Married,2.0,564.0,3.0,0.5,1494.0,3849.0,36183.0,72.0,Home,,,Male,Private,No
646.0,8376.0,7705.0,Salaried,51.0,Single,3.0,627.0,2.0,0.22,17285.0,21612.0,31636.0,72.0,Car,Urban,Graduate,Male,Unemployed,No
647.0,18907.0,3719.0,Contract,52.0,Married,0.0,619.0,3.0,0.55,672.0,39617.0,3389.0,48.0,Home,Rural,Not Graduate,Female,Government,No
648.0,12160.0,302.0,Self-employed,47.0,Married,2.0,727.0,1.0,0.56,8630.0,33826.0,1763.0,72.0,Education,Rural,Graduate,Male,,No
649.0,,,,,Married,2.0,,2.0,0.57,10268.0,44498.0,24925.0,,Personal,Semiurban,Graduate,Male,Business,No
,18282.0,4440.0,Contract,22.0,Married,1.0,791.0,4.0,0.36,444.0,18706.0,27549.0,48.0,Business,Semiurban,Graduate,Female,Government,Yes
651.0,12488.0,4909.0,Self-employed,29.0,Married,3.0,709.0,3.0,0.44,9157.0,24563.0,24457.0,84.0,Car,Rural,Not Graduate,Male,Private,No
652.0,7240.0,3072.0,Contract,48.0,Single,1.0,744.0,2.0,0.49,11982.0,4359.0,22423.0,12.0,,Rural,Graduate,Male,Government,No
653.0,12453.0,3124.0,Self-employed,51.0,Single,0.0,552.0,2.0,0.17,8655.0,30669.0,11518.0,36.0,Car,Semiurban,Graduate,Female,,No
654.0,12478.0,9519.0,Self-employed,54.0,Married,1.0,763.0,2.0,0.4,18582.0,12809.0,33360.0,36.0,Car,Urban,Not Graduate,Male,Government,No
655.0,14394.0,8125.0,Salaried,35.0,Married,1.0,635.0,0.0,0.12,,,29173.0,24.0,Personal,Urban,Graduate,Male,Business,No
656.0,6432.0,3291.0,Salaried,45.0,Married,1.0,623.0,3.0,0.35,11957.0,29454.0,10395.0,12.0,Home,Semiurban,Graduate,Male,Unemployed,No
657.0,15568.0,4033.0,Unemployed,56.0,Married,3.0,600.0,2.0,0.18,4008.0,7254.0,20207.0,72.0,Personal,Urban,Graduate,Male,MNC,No
658.0,16178.0,,Salaried,28.0,Single,0.0,616.0,,0.19,11696.0,45590.0,39055.0,12.0,Education,Urban,Not Graduate,,Business,No
659.0,19660.0,703.0,Unemployed,29.0,Married,1.0,625.0,2.0,0.28,9104.0,24785.0,27639.0,60.0,Personal,Urban,Graduate,Female,Business,No
660.0,2302.0,8133.0,Self-employed,57.0,Married,3.0,642.0,4.0,0.32,496.0,2093.0,29924.0,36.0,Personal,Urban,,Male,Unemployed,No
661.0,19022.0,574.0,Salaried,59.0,Single,0.0,725.0,4.0,0.41,1463.0,44498.0,8433.0,72.0,Education,Urban,Graduate,Female,Unemployed,No
662.0,2055.0,5704.0,Salaried,52.0,Married,2.0,694.0,,0.14,12459.0,40985.0,31104.0,84.0,Personal,Urban,Graduate,Male,Unemployed,No
663.0,15013.0,7848.0,Salaried,37.0,Single,1.0,556.0,1.0,0.35,16877.0,32009.0,38594.0,84.0,Home,Semiurban,Graduate,Male,Business,No
664.0,10717.0,5208.0,Unemployed,55.0,Married,0.0,562.0,2.0,0.19,17810.0,16558.0,,36.0,Business,Rural,Graduate,Male,Private,No
665.0,10150.0,6924.0,Salaried,57.0,Single,1.0,669.0,1.0,0.39,9884.0,17718.0,11528.0,12.0,Education,Rural,Graduate,Female,Private,Yes
666.0,4125.0,3828.0,Salaried,39.0,Single,,615.0,3.0,,18177.0,16705.0,29190.0,72.0,Car,Urban,Graduate,Male,Private,No
,13479.0,3230.0,Salaried,49.0,Single,0.0,553.0,1.0,0.38,2723.0,22082.0,1497.0,24.0,Home,,Graduate,Female,Unemployed,No
668.0,17745.0,,Salaried,27.0,Single,3.0,687.0,3.0,0.47,17042.0,12342.0,8641.0,84.0,Business,Rural,Graduate,Female,MNC,No
669.0,18748.0,7114.0,,48.0,Married,0.0,780.0,3.0,0.27,4761.0,12239.0,5643.0,12.0,,Rural,Graduate,Female,Government,Yes
670.0,8809.0,9539.0,Salaried,29.0,Married,3.0,637.0,3.0,0.48,7630.0,46622.0,6056.0,24.0,Home,Urban,Graduate,Female,Government,No
671.0,6621.0,3173.0,Contract,48.0,Single,0.0,566.0,1.0,0.32,16375.0,46665.0,33899.0,72.0,Car,Urban,Graduate,Male,Private,No
672.0,17034.0,1667.0,Salaried,26.0,Married,3.0,601.0,2.0,0.34,8741.0,32274.0,,36.0,Business,Semiurban,Not Graduate,Female,Government,No
673.0,15623.0,9829.0,Salaried,49.0,Married,2.0,683.0,1.0,0.42,4350.0,11419.0,18241.0,60.0,Home,Rural,Graduate,Female,Business,No
674.0,7126.0,4114.0,Salaried,37.0,Married,2.0,760.0,2.0,0.11,207.0,42832.0,9712.0,48.0,,Rural,Graduate,Female,Government,Yes
,7122.0,3553.0,Salaried,36.0,Married,2.0,618.0,2.0,0.43,4190.0,15003.0,9221.0,36.0,Education,Rural,Graduate,Male,Private,No
,19302.0,7761.0,Unemployed,43.0,Married,0.0,773.0,3.0,0.41,1883.0,30866.0,32346.0,24.0,Car,Urban,Graduate,Female,Government,No
677.0,7870.0,1000.0,Self-employed,51.0,Married,2.0,751.0,1.0,0.25,2886.0,21988.0,16660.0,12.0,Personal,Rural,Not Graduate,Male,Private,Yes
678.0,3531.0,9042.0,Salaried,23.0,,1.0,686.0,2.0,0.14,16861.0,43027.0,39915.0,,Car,Urban,Graduate,Male,Unemployed,No
679.0,10172.0,1388.0,Self-employed,41.0,Married,,768.0,4.0,0.15,8953.0,24908.0,,72.0,Car,Rural,Graduate,Female,Private,Yes
680.0,9673.0,5450.0,,46.0,Married,3.0,754.0,,0.56,8381.0,5674.0,38372.0,36.0,Car,Semiurban,Graduate,Female,Unemployed,No
681.0,8882.0,,Salaried,56.0,Married,3.0,760.0,4.0,0.44,13795.0,5002.0,18942.0,84.0,Home,Rural,Graduate,Male,Private,No
682.0,3906.0,1367.0,Unemployed,,Married,3.0,570.0,1.0,0.16,17139.0,27567.0,,84.0,Business,Urban,Graduate,Female,Private,No
683.0,5086.0,8189.0,Contract,,Single,0.0,573.0,1.0,0.28,9638.0,910.0,2607.0,60.0,Car,Urban,Graduate,Male,Business,No
684.0,15503.0,9013.0,Unemployed,32.0,Married,1.0,779.0,1.0,0.4,4931.0,29072.0,,72.0,Car,Rural,Not Graduate,Male,MNC,No
685.0,10152.0,454.0,Salaried,33.0,Married,2.0,553.0,2.0,0.52,9855.0,33717.0,4574.0,24.0,Personal,Semiurban,Not Graduate,Male,Government,No
686.0,7750.0,9816.0,Self-employed,31.0,Single,1.0,701.0,0.0,0.12,5724.0,21809.0,8274.0,72.0,Personal,Rural,Graduate,Male,Private,Yes
687.0,14772.0,,Salaried,36.0,Married,1.0,736.0,2.0,0.22,12420.0,26651.0,16748.0,,Education,Rural,Graduate,Female,Private,Yes
688.0,12267.0,,,28.0,Married,3.0,776.0,2.0,0.54,4060.0,44291.0,21175.0,12.0,Education,Urban,Not Graduate,Male,Business,
689.0,3062.0,7232.0,Contract,22.0,Married,3.0,552.0,3.0,,4765.0,43989.0,12826.0,48.0,Personal,Rural,Graduate,Male,Private,No
690.0,19680.0,4806.0,Salaried,50.0,Single,3.0,617.0,3.0,,19996.0,16484.0,,84.0,Business,Rural,Graduate,Male,Private,No
