Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index
2,83,Yes,9,2,61.0
6,96,Yes,5,6,83.0
5,95,Yes,6,7,82.0
7,90,Yes,5,7,78.0
3,98,Yes,7,7,78.0
3,88,Yes,5,0,70.0
2,73,Yes,6,6,48.0
3,50,No,4,1,26.0
1,70,No,4,9,46.0
5,57,Yes,5,3,42.0
5,62,Yes,9,4,46.0
7,99,No,6,0,91.0
4,61,Yes,8,3,47.0
3,82,Yes,4,3,61.0
1,57,Yes,7,8,31.0
8,79,Yes,6,8,71.0
3,86,Yes,6,9,66.0
2,80,No,4,0,52.0
4,86,Yes,8,7,71.0
3,78,Yes,7,3,60.0
1,59,Yes,8,3,32.0
3,52,No,7,4,33.0
2,84,No,4,1,56.0
8,40,Yes,6,0,32.0
6,91,Yes,7,4,76.0
9,43,Yes,6,6,40.0
8,63,Yes,5,9,60.0
3,75,No,5,8,54.0
5,75,No,4,1,59.0
7,84,Yes,4,7,74.0
5,41,Yes,9,6,29.0
8,67,No,4,1,61.0
5,65,No,5,4,50.0
1,62,Yes,7,6,36.0
5,54,Yes,8,2,41.0
4,75,Yes,4,1,60.0
6,66,No,8,5,56.0
3,45,No,8,9,23.0
5,74,No,5,5,63.0
2,78,No,9,3,54.0
6,77,Yes,7,0,64.0
6,74,No,5,4,64.0
5,75,No,4,0,58.0
6,49,No,5,7,38.0
7,69,Yes,5,1,60.0
5,92,No,5,8,79.0
1,80,No,4,8,57.0
8,77,No,4,2,69.0
4,68,Yes,5,5,51.0
9,91,No,5,8,86.0
6,98,Yes,8,6,90.0
1,82,Yes,7,3,57.0
3,78,No,8,2,61.0
3,89,Yes,9,1,71.0
4,43,No,7,9,30.0
6,44,Yes,9,9,34.0
7,43,Yes,7,0,34.0
4,75,No,5,9,58.0
6,98,No,8,0,85.0
1,84,Yes,7,3,55.0
8,55,Yes,9,3,51.0
7,64,Yes,7,8,53.0
9,53,Yes,4,9,51.0
3,50,No,7,0,31.0
2,68,Yes,5,3,44.0
1,73,Yes,6,2,48.0
3,61,No,4,8,41.0
5,53,Yes,6,4,40.0
2,95,No,5,8,72.0
3,63,No,6,9,41.0
4,98,No,7,5,78.0
7,78,Yes,6,8,70.0
3,65,No,8,0,41.0
9,82,No,5,3,78.0
8,75,No,8,3,70.0
4,78,Yes,6,9,61.0
1,55,Yes,8,9,33.0
1,97,Yes,4,5,71.0
1,77,Yes,6,9,51.0
1,98,No,9,0,72.0
8,71,No,8,9,69.0
3,45,No,7,4,21.0
6,73,Yes,6,2,61.0
3,95,No,9,0,76.0
5,47,Yes,4,5,30.0
7,69,Yes,7,2,59.0
2,66,Yes,6,3,45.0
6,46,No,7,8,39.0
6,66,No,6,1,53.0
3,64,Yes,6,0,43.0
6,95,No,5,9,85.0
5,85,Yes,8,5,70.0
2,80,No,6,0,56.0
9,54,Yes,4,0,52.0
8,64,Yes,9,6,65.0
3,61,Yes,8,1,39.0
8,57,No,5,3,48.0
9,51,No,8,3,47.0
3,62,No,8,1,41.0
3,90,No,6,5,72.0
2,84,No,4,9,61.0
8,78,Yes,6,1,74.0
1,64,No,4,7,38.0
8,49,Yes,4,3,42.0
7,69,No,7,0,60.0
7,49,No,6,6,35.0
3,73,No,5,5,52.0
1,85,Yes,9,5,61.0
4,52,No,8,2,32.0
9,93,Yes,7,9,95.0
5,68,No,5,6,53.0
1,77,Yes,9,5,54.0
5,80,Yes,9,9,70.0
8,84,Yes,6,9,78.0
8,48,Yes,4,8,42.0
5,52,No,6,2,33.0
9,76,No,9,2,75.0
1,53,Yes,6,3,26.0
4,76,No,7,2,58.0
3,48,Yes,5,3,29.0
2,47,No,9,5,29.0
8,78,No,7,0,70.0
7,79,No,5,1,67.0
9,93,Yes,7,9,93.0
2,42,No,8,5,21.0
4,94,Yes,4,5,74.0
6,95,No,4,0,82.0
3,86,Yes,4,5,65.0
8,79,No,8,8,75.0
3,72,Yes,9,7,55.0
2,71,Yes,9,9,54.0
3,46,Yes,8,4,26.0
6,58,No,4,3,48.0
2,73,Yes,4,5,49.0
8,53,No,5,4,49.0
1,89,Yes,5,5,64.0
7,86,Yes,6,9,81.0
2,85,Yes,7,2,64.0
6,95,No,5,6,82.0
2,96,No,5,7,74.0
2,58,No,5,4,32.0
8,90,No,5,4,83.0
2,93,No,8,3,68.0
7,98,No,6,9,90.0
3,65,No,5,4,44.0
8,56,Yes,9,9,51.0
7,93,Yes,7,7,86.0
8,67,No,5,4,62.0
7,58,No,8,8,48.0
6,66,No,9,0,56.0
7,87,No,4,6,79.0
5,91,No,4,4,74.0
7,96,Yes,6,3,82.0
1,58,No,4,2,32.0
1,72,No,5,9,46.0
9,90,No,8,6,88.0
5,46,Yes,6,1,35.0
5,68,Yes,9,4,56.0
3,94,Yes,5,1,74.0
5,82,Yes,4,6,67.0
3,44,No,7,5,23.0
9,69,Yes,5,9,67.0
9,88,Yes,7,6,86.0
6,82,Yes,9,8,70.0
1,95,Yes,7,1,68.0
7,97,Yes,9,8,91.0
7,47,No,6,6,42.0
4,81,Yes,8,1,62.0
8,51,Yes,4,9,44.0
6,81,Yes,4,1,67.0
4,52,No,5,3,35.0
4,65,No,4,1,46.0
2,57,No,6,0,31.0
2,81,No,4,5,59.0
4,90,No,5,9,71.0
5,91,No,4,4,74.0
8,88,No,8,2,80.0
6,59,No,9,0,49.0
4,55,Yes,7,8,39.0
7,76,Yes,7,7,67.0
8,42,No,9,5,38.0
2,66,Yes,7,5,47.0
7,54,No,8,3,41.0
2,97,Yes,6,1,75.0
2,73,Yes,5,3,53.0
8,84,No,8,1,81.0
2,61,Yes,5,6,37.0
9,79,No,6,8,77.0
1,62,No,8,1,36.0
9,98,Yes,4,8,95.0
1,88,No,6,8,65.0
2,43,Yes,7,7,18.0
6,90,Yes,8,0,80.0
6,93,No,6,4,81.0
1,96,No,6,9,73.0
7,80,No,8,3,74.0
8,62,No,7,6,57.0
2,86,No,9,7,64.0
8,99,Yes,7,9,97.0
9,48,No,6,7,42.0
6,63,Yes,5,1,48.0
5,60,No,9,2,46.0
9,80,Yes,9,9,79.0
9,85,Yes,6,9,83.0
1,94,Yes,8,6,70.0
3,92,Yes,8,3,73.0
9,55,Yes,8,5,56.0
2,95,No,7,7,71.0
4,94,Yes,4,7,76.0
4,64,No,8,6,49.0
2,65,Yes,8,1,43.0
3,88,No,9,1,67.0
3,84,Yes,5,2,63.0
1,48,Yes,5,3,18.0
6,54,No,6,0,43.0
8,78,No,6,4,72.0
3,72,Yes,6,6,57.0
5,40,Yes,8,9,25.0
1,44,No,5,4,15.0
7,95,Yes,6,6,88.0
1,48,Yes,5,4,24.0
9,83,No,8,9,81.0
8,45,Yes,9,7,40.0
7,67,Yes,8,6,60.0
7,84,No,6,0,73.0
5,65,Yes,8,0,52.0
5,67,No,8,4,53.0
5,79,No,5,1,65.0
1,54,Yes,4,8,30.0
8,45,Yes,7,1,39.0
1,66,No,6,8,43.0
4,77,No,4,9,59.0
9,43,Yes,9,1,38.0
9,50,No,6,3,44.0
5,60,Yes,4,2,44.0
4,69,No,8,5,53.0
3,57,No,6,3,37.0
3,74,No,4,8,52.0
5,42,Yes,7,8,30.0
1,51,No,8,9,22.0
5,66,No,6,8,51.0
6,92,No,9,2,82.0
7,69,No,9,2,63.0
9,60,Yes,6,3,58.0
3,77,No,4,8,58.0
2,60,Yes,6,5,38.0
3,99,No,8,8,80.0
9,77,No,5,7,70.0
7,79,Yes,9,6,72.0
9,54,Yes,4,4,48.0
2,57,No,7,8,36.0
5,91,No,6,3,73.0
4,68,No,8,3,51.0
2,87,Yes,6,7,63.0
9,77,No,7,3,74.0
9,99,Yes,8,6,98.0
6,60,No,7,3,45.0
6,56,Yes,8,0,45.0
8,80,Yes,5,9,74.0
6,90,Yes,9,8,81.0
1,57,No,8,3,30.0
4,96,No,7,2,77.0
7,94,Yes,4,2,86.0
2,76,Yes,9,8,58.0
9,99,Yes,5,7,99.0
8,77,No,6,9,69.0
8,51,No,5,6,47.0
7,50,No,5,6,42.0
4,87,Yes,6,3,73.0
2,91,No,8,2,71.0
3,88,No,5,3,68.0
6,59,No,9,5,47.0
5,48,Yes,5,3,31.0
8,40,No,4,3,31.0
6,97,No,9,1,86.0
6,42,No,4,6,27.0
1,60,No,9,5,32.0
4,62,No,7,1,41.0
5,48,Yes,6,4,33.0
3,93,Yes,9,5,75.0
9,58,Yes,9,4,57.0
1,84,Yes,8,3,59.0
6,94,No,8,8,87.0
6,85,No,7,2,72.0
5,91,Yes,8,1,78.0
5,58,Yes,8,8,46.0
5,62,Yes,4,7,47.0
6,66,No,8,8,58.0
8,66,No,8,9,63.0
2,78,No,7,2,56.0
6,75,Yes,7,0,62.0
1,51,Yes,5,0,23.0
4,94,Yes,8,2,73.0
3,66,No,8,3,46.0
9,85,No,9,1,80.0
3,73,Yes,8,7,59.0
6,72,Yes,4,2,60.0
1,67,No,9,3,41.0
6,70,No,8,5,61.0
4,71,Yes,4,9,51.0
8,89,Yes,5,5,82.0
9,59,No,9,1,55.0
4,79,Yes,6,5,64.0
6,74,Yes,8,3,61.0
1,70,No,9,4,44.0
4,97,Yes,7,6,81.0
7,70,No,9,6,64.0
1,77,Yes,7,5,53.0
8,61,No,8,9,55.0
6,84,Yes,4,5,72.0
5,80,Yes,7,5,65.0
9,48,Yes,9,3,44.0
2,91,No,9,2,70.0
5,48,Yes,7,0,34.0
6,54,Yes,5,2,41.0
7,52,No,5,2,43.0
5,61,Yes,5,8,48.0
9,55,No,7,2,46.0
1,71,No,7,7,47.0
7,41,No,9,7,37.0
7,65,Yes,8,2,56.0
4,53,No,8,9,40.0
9,98,Yes,4,9,96.0
5,77,No,7,5,63.0
4,73,Yes,8,7,58.0
7,47,No,8,7,36.0
4,75,No,5,9,61.0
3,60,Yes,5,9,39.0
9,95,No,5,8,90.0
8,85,Yes,6,8,79.0
1,82,No,8,7,58.0
7,95,Yes,5,6,89.0
9,67,No,5,9,64.0
8,85,No,7,2,78.0
8,83,Yes,9,6,79.0
6,87,No,5,3,72.0
4,45,Yes,7,1,26.0
8,59,Yes,4,7,52.0
3,70,No,5,1,49.0
9,72,No,9,0,66.0
2,83,No,7,4,59.0
2,46,Yes,9,9,28.0
7,47,Yes,5,8,39.0
4,48,No,4,4,31.0
8,41,Yes,5,1,33.0
9,56,No,7,9,57.0
7,91,No,4,3,83.0
5,84,No,4,7,69.0
8,76,Yes,4,6,71.0
4,81,Yes,6,4,62.0
2,83,No,7,3,58.0
6,56,Yes,6,4,46.0
9,92,No,9,6,93.0
1,77,No,4,4,48.0
7,74,Yes,6,7,68.0
9,99,No,5,6,97.0
9,86,No,6,6,82.0
3,78,No,8,8,57.0
5,69,No,9,7,55.0
8,45,No,4,7,37.0
8,43,Yes,4,5,35.0
4,90,Yes,9,6,72.0
1,76,No,9,7,51.0
1,74,Yes,7,4,50.0
4,97,No,5,9,82.0
6,96,No,9,1,84.0
8,48,No,9,6,46.0
6,45,No,7,9,34.0
9,52,Yes,9,2,55.0
9,98,Yes,6,9,95.0
2,61,No,8,7,40.0
1,67,Yes,8,5,42.0
2,69,No,8,3,45.0
5,91,Yes,9,1,80.0
4,75,No,8,6,60.0
4,41,No,5,0,21.0
9,97,No,6,6,95.0
8,75,Yes,8,9,72.0
6,47,Yes,4,9,35.0
1,84,No,9,6,58.0
2,81,Yes,6,9,59.0
6,89,Yes,5,2,77.0
2,48,Yes,8,3,23.0
5,40,Yes,5,3,26.0
5,52,Yes,9,3,39.0
6,89,Yes,8,8,79.0
6,54,Yes,4,5,39.0
6,71,Yes,6,9,61.0
2,73,Yes,4,8,47.0
3,82,Yes,8,3,63.0
6,70,Yes,7,6,61.0
8,53,Yes,6,9,51.0
1,93,Yes,5,8,68.0
1,86,No,8,9,66.0
2,53,No,4,2,29.0
6,87,Yes,9,2,78.0
9,94,Yes,7,5,94.0
4,68,Yes,9,7,56.0
3,86,No,8,0,68.0
8,58,No,5,3,50.0
9,66,Yes,4,7,62.0
5,48,Yes,6,5,31.0
9,76,Yes,7,1,73.0
2,76,Yes,8,7,57.0
3,82,Yes,8,0,60.0
7,67,No,8,0,56.0
7,91,Yes,8,6,88.0
6,96,No,4,9,84.0
6,63,Yes,6,2,48.0
2,67,Yes,5,7,41.0
6,75,No,7,8,65.0
4,91,No,8,7,74.0
3,57,Yes,9,0,38.0
2,64,No,8,0,40.0
1,74,Yes,6,5,49.0
5,43,No,6,0,30.0
2,53,No,4,7,29.0
2,78,Yes,4,5,57.0
7,65,Yes,9,4,58.0
8,47,No,9,5,40.0
8,63,Yes,4,3,60.0
4,55,No,7,0,41.0
1,59,No,9,6,34.0
7,54,Yes,4,9,46.0
1,46,No,8,8,24.0
4,97,Yes,4,3,79.0
8,56,Yes,7,3,52.0
2,61,No,4,8,36.0
6,61,Yes,4,3,52.0
6,93,No,8,9,84.0
9,51,No,9,3,50.0
5,57,Yes,8,7,47.0
4,95,Yes,8,3,81.0
5,85,No,4,8,70.0
5,86,Yes,8,7,77.0
8,54,No,6,4,49.0
8,76,No,5,8,70.0
2,55,No,5,7,28.0
7,44,No,8,9,36.0
8,41,No,9,3,34.0
6,91,Yes,7,3,80.0
5,67,No,8,0,51.0
9,96,No,9,3,95.0
3,80,No,8,7,60.0
4,93,No,4,4,78.0
9,66,No,9,5,65.0
6,70,No,7,3,57.0
8,80,Yes,8,4,75.0
7,75,Yes,6,9,69.0
2,86,No,9,7,62.0
3,82,No,5,8,63.0
1,40,No,9,2,11.0
9,89,Yes,6,9,91.0
7,68,No,6,3,58.0
1,40,No,6,0,15.0
3,47,No,7,4,24.0
4,96,No,7,3,80.0
4,55,No,9,5,36.0
5,97,No,7,5,83.0
3,67,Yes,5,9,49.0
3,61,No,4,5,41.0
1,57,No,9,2,33.0
7,61,No,8,6,52.0
1,80,No,8,2,52.0
2,51,No,9,5,31.0
4,58,No,4,9,38.0
4,64,No,8,0,45.0
5,89,No,9,7,79.0
2,98,No,9,6,78.0
4,44,Yes,6,8,24.0
1,98,Yes,5,2,72.0
2,73,Yes,8,7,52.0
1,78,No,5,1,50.0
4,98,Yes,9,8,83.0
4,49,Yes,4,0,32.0
7,86,Yes,9,9,84.0
9,96,Yes,8,6,95.0
9,46,No,5,9,43.0
5,99,Yes,6,0,82.0
1,76,Yes,6,5,54.0
1,86,No,9,0,59.0
6,91,Yes,4,3,78.0
2,99,No,7,6,79.0
8,91,Yes,8,1,87.0
9,54,Yes,9,2,53.0
4,81,Yes,6,3,65.0
5,63,No,6,5,48.0
8,65,Yes,4,8,61.0
3,65,Yes,6,3,41.0
5,85,No,8,5,75.0
3,65,Yes,4,6,44.0
3,97,Yes,5,3,79.0
3,49,Yes,4,5,29.0
7,56,Yes,8,2,44.0
7,92,Yes,8,4,85.0
7,53,No,5,9,40.0
8,41,No,9,3,36.0
5,87,No,4,6,72.0
5,52,Yes,8,5,36.0
4,66,Yes,8,6,51.0
7,48,Yes,5,5,38.0
4,46,Yes,7,1,28.0
2,87,Yes,4,6,59.0
4,49,No,8,7,30.0
8,95,No,6,6,88.0
9,93,No,5,3,87.0
3,48,Yes,7,3,27.0
7,61,No,7,4,51.0
9,62,No,5,8,59.0
4,46,No,7,4,23.0
3,87,No,8,1,71.0
5,48,Yes,7,4,33.0
1,66,Yes,4,2,38.0
3,63,No,6,9,45.0
8,68,No,8,7,67.0
8,56,No,5,9,49.0
4,59,No,6,9,44.0
2,46,No,9,1,22.0
8,82,No,8,3,79.0
8,79,No,6,4,74.0
4,46,No,7,3,26.0
3,67,No,9,4,49.0
2,58,Yes,5,9,33.0
9,59,No,5,3,53.0
1,83,Yes,4,2,53.0
7,78,Yes,7,0,69.0
5,79,No,4,3,65.0
8,46,No,4,8,37.0
4,45,Yes,7,0,28.0
7,64,Yes,8,6,56.0
5,80,No,9,2,64.0
5,98,Yes,4,7,83.0
9,52,No,6,5,50.0
9,78,No,9,0,77.0
9,79,Yes,8,9,79.0
6,61,No,7,4,49.0
6,88,Yes,5,7,77.0
5,56,No,8,2,40.0
9,87,No,4,3,83.0
8,61,Yes,6,6,53.0
7,73,Yes,9,5,66.0
7,47,No,7,6,42.0
6,88,No,5,8,76.0
5,84,Yes,9,8,75.0
4,57,No,6,1,40.0
3,63,Yes,5,2,45.0
3,99,Yes,7,3,73.0
6,93,Yes,9,5,84.0
4,99,No,8,4,84.0
6,81,Yes,4,5,71.0
3,41,No,7,7,23.0
4,41,Yes,6,1,24.0
9,66,No,8,5,64.0
5,53,No,9,8,38.0
7,87,Yes,5,4,74.0
2,78,Yes,8,0,58.0
5,92,Yes,8,7,78.0
9,92,No,6,3,88.0
3,95,No,4,7,76.0
9,51,No,8,3,48.0
6,71,Yes,8,7,59.0
4,67,Yes,4,8,46.0
7,94,Yes,4,4,84.0
8,67,Yes,5,4,61.0
6,85,Yes,9,1,76.0
5,64,No,5,8,49.0
6,43,Yes,4,3,30.0
5,65,No,7,2,47.0
8,75,Yes,4,1,70.0
1,89,Yes,5,2,69.0
7,42,Yes,6,3,35.0
2,40,Yes,6,8,20.0
9,56,Yes,9,5,55.0
1,46,No,8,9,19.0
6,87,Yes,6,4,74.0
9,44,No,5,8,42.0
1,58,No,6,7,34.0
4,78,No,7,5,59.0
4,85,No,4,2,67.0
9,73,Yes,4,6,70.0
5,74,Yes,5,9,61.0
5,88,Yes,8,5,76.0
6,55,Yes,4,7,44.0
1,79,Yes,6,5,50.0
1,89,No,7,9,68.0
9,86,Yes,8,3,87.0
3,78,Yes,8,9,60.0
4,66,No,8,6,47.0
1,80,Yes,4,6,55.0
9,77,Yes,9,7,73.0
8,89,No,8,1,87.0
2,89,Yes,5,5,66.0
8,64,No,6,2,56.0
7,65,No,9,7,59.0
6,95,Yes,7,3,83.0
1,53,No,6,3,26.0
7,53,Yes,5,1,41.0
7,53,Yes,5,5,45.0
9,64,Yes,9,5,63.0
1,75,No,6,0,50.0
2,43,No,4,7,15.0
9,86,No,5,2,79.0
9,54,No,8,0,49.0
6,71,No,7,9,63.0
6,57,No,7,0,42.0
4,53,No,5,0,32.0
4,97,No,8,4,84.0
5,40,No,6,4,26.0
3,81,No,7,0,62.0
1,59,No,8,4,33.0
1,49,Yes,8,6,28.0
7,49,No,4,4,36.0
1,98,Yes,5,8,73.0
1,63,Yes,8,3,37.0
3,73,Yes,6,8,53.0
4,67,Yes,7,7,48.0
4,66,No,4,0,48.0
2,79,Yes,6,3,54.0
1,40,Yes,7,6,12.0
3,72,Yes,5,0,46.0
4,43,No,6,7,24.0
3,46,Yes,7,1,26.0
8,48,Yes,4,7,42.0
1,55,No,7,3,28.0
2,44,No,8,7,20.0
7,73,No,4,0,61.0
4,99,No,6,4,80.0
8,62,No,9,8,62.0
3,82,No,5,6,59.0
6,89,No,4,2,74.0
9,64,No,4,3,59.0
1,96,No,4,9,68.0
1,90,Yes,7,6,66.0
8,52,No,8,5,43.0
3,63,Yes,9,3,44.0
5,50,Yes,5,2,34.0
1,91,No,5,1,62.0
5,90,No,8,9,77.0
6,56,No,7,8,44.0
8,76,No,7,2,69.0
3,52,Yes,8,6,35.0
3,66,Yes,8,0,50.0
9,59,No,6,7,50.0
4,72,Yes,7,0,54.0
4,81,No,4,1,59.0
7,71,Yes,5,0,60.0
2,47,Yes,7,3,25.0
8,95,No,8,1,94.0
6,68,No,4,0,53.0
3,79,Yes,6,0,59.0
9,58,No,9,1,53.0
5,45,Yes,6,5,29.0
8,83,No,4,1,73.0
7,99,No,4,1,87.0
8,78,No,8,7,72.0
7,87,No,9,4,82.0
3,80,No,8,7,60.0
2,60,No,5,7,38.0
7,96,No,9,1,89.0
3,61,Yes,9,6,45.0
3,81,No,5,8,57.0
2,49,Yes,6,7,27.0
4,49,No,4,8,31.0
8,91,Yes,6,7,86.0
1,68,No,8,3,45.0
1,55,No,7,9,30.0
5,40,Yes,8,6,28.0
5,56,No,7,8,43.0
1,69,No,4,8,43.0
6,65,No,4,3,52.0
1,92,No,9,6,68.0
5,85,No,4,5,73.0
9,58,Yes,5,2,56.0
5,92,No,5,9,78.0
6,60,Yes,7,5,49.0
8,56,Yes,6,7,52.0
1,85,Yes,9,1,62.0
2,79,Yes,6,2,59.0
9,60,Yes,7,7,60.0
3,92,Yes,5,3,71.0
6,80,Yes,8,3,68.0
5,79,Yes,9,1,68.0
2,84,No,7,9,63.0
7,88,Yes,6,0,77.0
4,58,No,7,6,43.0
1,99,Yes,7,3,77.0
4,46,Yes,4,5,28.0
6,56,No,5,7,47.0
7,40,Yes,9,6,34.0
7,76,No,4,6,64.0
7,96,Yes,5,5,88.0
3,45,No,7,3,21.0
6,65,No,5,3,53.0
8,41,Yes,6,8,34.0
4,98,Yes,9,4,83.0
8,71,Yes,4,8,67.0
2,96,Yes,9,8,75.0
9,87,No,7,3,88.0
9,93,No,6,1,87.0
8,44,No,5,1,32.0
1,76,No,5,8,50.0
2,70,No,6,8,50.0
6,51,No,5,2,38.0
5,74,No,4,4,57.0
9,69,Yes,8,4,64.0
5,87,Yes,5,1,71.0
2,45,Yes,7,1,19.0
4,54,Yes,5,9,38.0
9,54,Yes,9,0,52.0
1,55,Yes,7,1,27.0
1,59,Yes,5,6,32.0
7,52,Yes,5,0,45.0
3,83,No,7,0,61.0
2,81,Yes,4,8,57.0
9,85,Yes,8,1,83.0
3,70,Yes,8,3,48.0
2,73,No,4,2,50.0
8,68,Yes,5,3,61.0
6,42,No,8,6,29.0
6,48,No,4,9,37.0
7,50,Yes,4,1,39.0
7,50,No,8,1,39.0
6,64,Yes,7,8,54.0
4,61,Yes,6,5,46.0
9,81,Yes,7,6,78.0
6,97,No,5,4,83.0
4,85,Yes,7,4,64.0
3,48,Yes,9,3,26.0
4,59,Yes,6,7,41.0
3,98,No,6,6,76.0
2,60,No,4,9,35.0
5,49,No,9,1,39.0
2,61,No,5,1,39.0
6,68,Yes,4,5,54.0
3,48,Yes,7,0,28.0
6,44,No,7,6,30.0
9,79,Yes,8,7,81.0
1,50,No,4,9,24.0
6,40,Yes,9,7,32.0
9,92,Yes,4,2,87.0
4,81,No,4,6,66.0
2,40,No,4,0,13.0
4,97,Yes,6,2,76.0
1,93,No,8,5,68.0
3,78,Yes,5,8,57.0
9,99,Yes,5,4,98.0
5,85,Yes,5,4,69.0
6,44,Yes,6,8,34.0
3,88,No,8,8,68.0
5,61,Yes,9,5,47.0
8,65,Yes,8,4,60.0
6,92,Yes,6,9,83.0
4,45,No,9,1,25.0
2,71,Yes,4,7,50.0
9,87,No,7,7,87.0
1,50,No,4,6,22.0
1,49,No,5,7,22.0
4,86,No,4,2,62.0
7,78,No,6,2,72.0
1,94,No,5,1,66.0
9,73,No,7,0,71.0
4,70,Yes,9,2,53.0
3,51,Yes,9,2,32.0
1,90,No,5,6,65.0
4,83,No,4,9,65.0
9,55,No,8,8,50.0
6,77,Yes,8,0,66.0
6,42,No,9,7,29.0
1,41,Yes,8,0,13.0
2,91,Yes,5,2,66.0
6,44,No,8,3,32.0
2,50,Yes,6,7,26.0
3,97,No,9,0,75.0
4,64,No,7,1,46.0
5,74,No,8,4,62.0
9,74,Yes,6,5,69.0
4,61,No,6,4,43.0
9,76,Yes,5,2,74.0
3,61,No,9,9,43.0
8,94,No,5,6,86.0
1,50,No,7,0,24.0
9,71,No,7,1,67.0
9,74,No,4,8,71.0
2,70,Yes,7,3,48.0
4,84,No,9,7,64.0
8,92,No,9,8,88.0
7,47,No,5,6,39.0
1,59,Yes,6,0,35.0
5,81,No,4,4,67.0
7,73,No,7,5,65.0
4,43,No,6,7,27.0
1,57,No,5,9,32.0
9,90,Yes,8,7,89.0
5,43,No,4,8,30.0
2,59,Yes,9,8,37.0
8,97,Yes,6,3,91.0
2,48,Yes,5,5,26.0
3,55,Yes,5,2,32.0
1,65,No,4,0,34.0
2,77,No,4,5,51.0
7,64,Yes,7,0,56.0
2,43,Yes,7,8,26.0
6,80,Yes,9,5,73.0
3,98,No,9,0,80.0
4,84,Yes,4,2,69.0
8,80,Yes,4,0,73.0
3,77,Yes,6,1,55.0
6,92,Yes,7,5,82.0
1,58,Yes,5,6,32.0
7,53,No,7,0,41.0
8,60,Yes,7,9,55.0
8,54,No,4,4,43.0
3,42,No,4,5,20.0
1,76,No,7,3,50.0
9,92,No,8,5,90.0
6,89,No,8,4,82.0
9,85,Yes,9,6,85.0
7,55,No,7,3,49.0
1,53,No,8,0,24.0
1,48,Yes,9,1,25.0
6,86,No,9,5,76.0
5,46,Yes,7,9,33.0
9,53,Yes,9,1,48.0
2,45,Yes,4,4,21.0
8,60,Yes,4,3,58.0
5,54,Yes,4,6,40.0
2,91,No,5,3,67.0
6,47,Yes,4,6,35.0
8,73,Yes,4,7,68.0
4,79,No,7,6,66.0
2,40,No,8,1,16.0
5,71,No,8,0,57.0
2,97,No,4,4,73.0
2,88,Yes,4,6,64.0
6,90,No,4,0,77.0
9,44,Yes,9,7,46.0
4,69,No,7,2,50.0
6,61,No,7,6,50.0
7,59,No,7,2,51.0
6,55,No,8,3,43.0
8,46,No,5,7,40.0
4,46,Yes,8,1,30.0
1,89,Yes,7,5,63.0
7,89,Yes,6,9,82.0
3,41,No,5,8,20.0
6,86,Yes,4,9,73.0
2,53,No,9,8,32.0
9,70,No,8,4,67.0
1,89,Yes,9,2,69.0
6,80,Yes,5,5,67.0
6,53,No,6,8,44.0
5,44,No,5,5,29.0
5,50,Yes,8,3,38.0
1,79,No,7,4,52.0
5,44,Yes,4,6,25.0
2,68,Yes,7,9,46.0
7,50,No,7,2,42.0
3,44,No,8,8,24.0
4,88,No,7,0,70.0
3,93,No,7,7,78.0
3,71,Yes,8,4,51.0
4,75,No,8,9,61.0
5,54,Yes,6,8,38.0
1,58,Yes,7,1,34.0
4,61,No,5,0,42.0
8,73,Yes,4,9,68.0
7,95,No,9,6,87.0
9,56,No,4,9,53.0
5,51,Yes,8,8,39.0
4,64,Yes,9,4,45.0
8,95,Yes,8,3,89.0
9,56,No,6,3,53.0
7,49,No,7,7,39.0
7,67,Yes,8,0,59.0
5,96,No,8,0,81.0
4,57,No,4,7,40.0
1,90,Yes,7,1,64.0
7,57,No,6,9,53.0
1,84,Yes,8,5,56.0
1,71,Yes,8,1,44.0
5,53,Yes,8,4,41.0
9,95,No,4,2,91.0
6,55,Yes,8,6,46.0
3,89,Yes,8,8,65.0
3,97,Yes,4,1,76.0
7,57,Yes,8,6,50.0
6,55,No,7,7,45.0
9,56,Yes,7,9,55.0
6,46,No,4,7,33.0
5,51,Yes,7,6,37.0
7,73,No,9,3,63.0
1,49,No,9,3,24.0
7,44,No,9,9,37.0
3,60,No,6,8,39.0
9,42,Yes,8,9,41.0
6,58,Yes,6,8,46.0
9,84,No,7,4,78.0
5,83,No,4,6,69.0
7,74,No,9,6,71.0
4,45,Yes,4,8,28.0
7,53,No,6,6,45.0
1,43,No,7,7,20.0
7,84,Yes,8,6,81.0
8,90,Yes,7,3,85.0
5,57,Yes,9,1,42.0
2,68,Yes,7,2,46.0
5,74,Yes,4,6,60.0
6,91,Yes,5,8,82.0
2,77,No,9,1,55.0
6,55,No,8,6,44.0
6,59,Yes,9,3,47.0
1,63,No,9,6,41.0
1,74,Yes,8,4,48.0
3,83,No,9,6,62.0
3,90,Yes,4,5,64.0
4,58,Yes,7,1,40.0
2,95,No,4,6,70.0
9,43,No,7,4,39.0
7,72,Yes,5,8,63.0
7,41,Yes,9,0,32.0
6,52,Yes,5,0,37.0
3,97,Yes,6,1,75.0
6,84,Yes,7,7,72.0
8,69,Yes,4,8,63.0
8,73,No,4,6,64.0
9,69,No,9,0,69.0
1,90,No,4,6,63.0
1,93,No,6,7,65.0
3,63,No,8,6,44.0
3,87,Yes,4,4,65.0
8,83,Yes,9,6,81.0
