Age,Salary,Contribution Rate,Years to Retirement,Fund Balance,Risk Tolerance,Expected Return,Investment Strategy
62,130110.0258845033,0.09582011787920008,6,74492.73111263635,Low,0.09144261128787948,Conservative
26,127967.70085822803,0.09221207921853364,36,258212.68848213353,Medium,0.04559761684640717,Conservative
51,41165.74206179494,0.18102128802909118,11,49087.49760496315,Medium,0.05618429595687709,Aggressive
60,72343.06146917061,0.17970106678771308,24,439226.80544000264,Medium,0.07402165406290181,Conservative
35,127212.67927561208,0.1300841333902071,1,15850.942216202213,Low,0.09084044237521192,Conservative
42,33113.92522667326,0.052849841835829046,39,58804.16621334562,High,0.08192936553610529,Balanced
25,72609.52336971654,0.08424869943807142,25,221608.65236841375,Medium,0.032436872288018635,Conservative
59,68961.49070330345,0.145851889132015,39,352649.54355690506,Low,0.03549580531557478,Conservative
59,72475.53872734186,0.06521126021455514,4,15809.061146398455,Low,0.02545735244884834,Aggressive
55,121053.61492633114,0.15509333970791708,7,101587.59416813773,Low,0.06971831270059593,Conservative
52,128933.26018326271,0.051794339443811524,8,56900.02727301665,High,0.05522657466798045,Balanced
63,184529.6590433779,0.15238051630539057,38,1130923.931174666,Low,0.09006690204630435,Aggressive
25,95625.27833445727,0.17668088642890695,19,165702.4703112578,Medium,0.09915269258453249,Aggressive
49,187518.41591433142,0.12038265794691745,10,260517.62880165176,Medium,0.09028459352168458,Conservative
62,140832.23864730896,0.17436214851650567,39,1233781.6392632842,Medium,0.02372985340316519,Aggressive
44,185152.26730309447,0.16722915998658044,21,725622.4879296084,High,0.0955487006577386,Aggressive
27,171690.2572856082,0.1507128725251516,15,531706.9818328801,Low,0.028239114523981285,Aggressive
26,146889.01537930686,0.11677239220967506,37,492749.1678738993,Medium,0.05577639785071116,Balanced
42,90538.0029182231,0.09078560666022409,9,51189.818259853906,Medium,0.043786408941587876,Balanced
34,70988.77610648714,0.17912959432533032,24,365395.5964984557,Medium,0.03251559862628617,Conservative
29,67806.54403704547,0.14728855694944226,18,123781.10229070025,High,0.033698994333510035,Balanced
33,191869.5523675678,0.16970252528758645,3,57740.45028103298,Medium,0.04766671671571715,Conservative
26,192957.55333199087,0.1327950391593338,18,275175.87631071435,Low,0.022031526430414533,Aggressive
58,153221.33349913254,0.0757799651740887,2,29454.905938767188,Low,0.02517251474003796,Balanced
62,180245.31729300114,0.19691569092703048,16,300264.6786198592,High,0.07714239165023709,Balanced
55,186229.3477234403,0.07741081271864561,13,147952.19716037938,High,0.0700986139122144,Balanced
34,116964.55340828307,0.1866862251537355,9,123648.36673839322,High,0.027948620741166323,Balanced
36,136940.14740627928,0.0812207969067461,5,69787.98716717947,Low,0.05458755466151208,Aggressive
60,101188.26464643648,0.10606241626196539,30,323092.81769118045,High,0.06861674647226158,Aggressive
45,101143.42992849473,0.116012516680614,30,248345.40479487582,High,0.02781147928606232,Balanced
30,36532.91616958448,0.18820639842922182,8,68779.88758472994,Low,0.09775974047546897,Aggressive
27,103749.64828241694,0.18322978563695952,11,261464.49578204236,Medium,0.087880240212445,Aggressive
34,144493.26795724116,0.1734831466928654,25,641106.4718744672,High,0.038179729822458444,Aggressive
29,101736.96823811709,0.10650127212436016,1,8406.422859839098,Medium,0.06150906742448653,Conservative
50,178309.6450690826,0.05067398702433803,3,29445.693691587177,Medium,0.06061474435883572,Balanced
45,86535.70190919309,0.1522374980161279,31,585444.1475283547,Medium,0.0467368669916786,Conservative
50,52555.94791534441,0.11164307516978059,27,87391.72946585184,Medium,0.08077087286206368,Conservative
62,167964.9774239401,0.16355872892561535,5,105348.76093833371,High,0.0726628770973835,Aggressive
50,144571.14611586064,0.16922780691253253,29,556934.2955544462,High,0.08913738656973715,Conservative
32,71109.31199449892,0.11595851043761364,27,251980.55835310873,High,0.020408024428697075,Aggressive
29,121196.71352717961,0.16221538479754227,12,271582.31105247984,Low,0.06832022086541835,Aggressive
39,98314.89756094471,0.17599059207795165,35,427735.7008593248,Low,0.09942058714920424,Conservative
40,189606.1619940618,0.18927141974022504,9,231288.49638998782,Medium,0.08313635979555874,Balanced
25,133246.45545650693,0.13736829987340915,9,235275.97596227174,Low,0.047545273756497905,Balanced
40,56926.17440178857,0.1667718153589824,4,47707.60310566102,Medium,0.03248805034145924,Aggressive
61,115365.23694828748,0.12418473053144709,28,575349.866026064,Medium,0.054262364331607665,Conservative
27,176634.66152905463,0.05624945006449431,35,462385.10524012864,High,0.05394155442985213,Balanced
55,144154.43390551847,0.07328321416987751,11,104830.71262325766,High,0.06682188570623304,Conservative
37,173216.85293677155,0.06923367638595052,21,156621.98443160206,Low,0.025285270796686403,Conservative
40,72567.88335715885,0.07576483851732184,38,235994.21393275488,High,0.05097532168877429,Conservative
45,181019.73409808212,0.05153191244192649,1,7947.622336928167,Low,0.08838353412291432,Aggressive
26,158453.92641010927,0.17880602348977293,13,340850.25625804765,High,0.07148978932633465,Aggressive
51,153915.33842447336,0.13402239799235188,9,171892.28181847528,High,0.054775781978121815,Aggressive
62,88911.98185979915,0.10747250045169016,2,27453.593712693943,Low,0.04481998888466622,Balanced
50,180901.8708392898,0.11146683073654629,7,80296.01558398244,Medium,0.04238241560246926,Conservative
62,138456.4941568468,0.11950266405783044,16,183488.62920173275,Low,0.07987349813073139,Aggressive
49,174812.71106667642,0.06108252506293889,3,35491.84792977135,High,0.05429432076431702,Conservative
35,91365.1475176662,0.09119981173698805,20,230602.8458774396,Medium,0.039698101356389806,Conservative
32,54760.855480940605,0.17774396556381272,29,400241.16466566187,High,0.08501772668111936,Aggressive
32,86497.3206374548,0.16155128543209768,18,266290.4486351934,High,0.041248602113798896,Balanced
57,107394.93905378102,0.13451083073808617,14,108110.17117245638,High,0.025155160381316505,Aggressive
31,120679.2537747337,0.12210559770049446,19,241586.5291176513,Medium,0.06384742550467613,Conservative
62,116837.56667096137,0.08884597774863492,29,427119.7394811455,High,0.042324191846867594,Conservative
45,122829.28071421594,0.12068824544706583,9,133408.9935591487,Low,0.02039068243414033,Balanced
32,173089.9800879011,0.13967829141002225,22,652425.8871144282,Low,0.060124714331132645,Aggressive
45,58917.21185198888,0.1568956927147371,23,163537.21749764145,Low,0.09156352441529174,Conservative
44,83728.72017870806,0.07499602816284857,11,36263.5628704215,Medium,0.07153072231202583,Conservative
32,181063.44337402674,0.17196654027061664,8,268613.9487900712,Low,0.02145234649713311,Conservative
55,125277.89477491615,0.10187169155507339,14,238523.45204986178,High,0.05030131938431153,Conservative
53,129176.27796282725,0.1254887124935533,28,676410.0331017396,Medium,0.039763285773781756,Aggressive
33,111270.63258437188,0.1411856474894499,17,359639.4964915357,High,0.07363540162325806,Aggressive
39,123325.68794764364,0.12321427343315501,19,304303.15565516264,High,0.05655278468640609,Aggressive
54,63673.554195217206,0.13579353562311786,0,0.0,High,0.03381869428434797,Aggressive
50,122967.3729010818,0.06672851970243068,2,21730.672702353295,Low,0.05650303079770411,Aggressive
34,199519.43174488985,0.11482331826629529,7,83360.16102510873,Low,0.09451153697928437,Balanced
53,126228.08739711133,0.09207012064043396,38,641089.3145047897,Medium,0.05286387369709389,Aggressive
40,37548.419153025156,0.06290392308303053,30,73070.5700797238,Medium,0.08962649382720494,Conservative
60,165394.05953961215,0.07874738384479915,7,132384.25139234774,Low,0.05803520586496029,Aggressive
44,97400.82288297589,0.14036668496411878,14,242035.89466692047,Low,0.08061195304707151,Balanced
61,56124.94524526552,0.07950296039771755,21,61124.8313880813,High,0.08286794532786353,Conservative
46,176628.36705853752,0.07715960151786401,31,281062.82964512333,Low,0.0808596165922488,Balanced
31,63655.45344094449,0.13292456485799548,4,28892.069586743783,High,0.0710798727500283,Conservative
47,186530.45627595065,0.1857053760060478,8,211714.57913677176,Low,0.09619906267235184,Conservative
64,105105.40337524294,0.16830392759597448,14,232622.15708901192,High,0.09428622819298674,Aggressive
53,156274.44190744899,0.1857633665779776,36,1153670.4976890848,Low,0.044222698326407434,Balanced
40,122989.29455754848,0.1374470303444773,32,506637.4594114754,Low,0.07557289437305462,Balanced
62,73626.55666558874,0.11148943406879108,21,95915.91718042271,Medium,0.07318320599071867,Conservative
52,144085.3296643062,0.15944620483129152,10,339009.52642998495,Medium,0.036020884105322386,Aggressive
62,192845.13365132516,0.08920460422739765,5,79572.87161266874,High,0.04120544739314463,Conservative
55,160838.2843545401,0.06170809370081056,16,214551.2278048985,Medium,0.044860319782687924,Balanced
38,132683.05941778029,0.10169221890967035,4,30977.081618251552,Medium,0.04652690858325803,Conservative
57,198406.77840519563,0.09488550462305262,38,937201.0744683391,Low,0.0883490164033806,Aggressive
33,75105.5334482564,0.15133083917257134,8,61230.17003964876,High,0.08058825503248769,Balanced
51,40598.052944606054,0.13270440182177218,28,177914.56752006145,Medium,0.08461875380834763,Conservative
48,35462.24723970828,0.07073944760836784,22,64118.66532046424,Medium,0.09304199041745104,Aggressive
37,150816.93952499572,0.18627562696557048,35,1386225.1616257508,Low,0.06114736459173631,Balanced
50,171139.502004809,0.13900084107572064,30,585680.8711312669,Low,0.08683456131616374,Aggressive
53,137967.09137236953,0.11865263381356654,19,189406.5911435874,Low,0.0756271010155032,Conservative
52,183854.52156534372,0.19057923906779806,22,1051882.1175947203,High,0.05718347084487328,Balanced
52,148655.92804778647,0.06459527731968513,6,47911.19416412944,Low,0.03550831977484321,Aggressive
32,93062.2898895335,0.16843894072095766,35,401894.38852099184,High,0.054421718957525414,Balanced
47,60813.909577079874,0.10469982585800142,3,18838.17941256076,Low,0.036526285524646,Conservative
53,187190.07135505657,0.15430846263859577,23,429263.65663301735,Medium,0.04297328416214546,Conservative
29,47611.51549957151,0.1896088141471518,13,93530.27935505548,High,0.042681162209944404,Aggressive
31,122308.02863688892,0.12765696207281263,24,331735.29208682524,Low,0.08088266584700256,Balanced
60,83381.34729649697,0.0533958235143121,6,20763.049345123247,Low,0.06062311414302038,Conservative
51,76140.55127834433,0.0543272345258507,14,55030.552264635546,Medium,0.08345142392398056,Aggressive
26,139791.92482587238,0.09958412286280649,12,147783.2608962227,Medium,0.09019258441855485,Aggressive
49,69310.27935647615,0.1672487329092593,18,265952.3601512513,Medium,0.06893357655663145,Aggressive
33,185782.06814620725,0.09323920146103742,11,270269.1047508311,Low,0.05257639906602306,Balanced
51,99027.4645468511,0.10017029013293266,25,149023.09657055422,Medium,0.08854177524029196,Conservative
25,145153.80894404542,0.16766910697963533,32,1030601.127684067,Medium,0.06540281756835281,Conservative
47,153718.47194585938,0.06742837608789214,14,207764.05812492163,High,0.08855493897017465,Balanced
34,146100.08808630615,0.17702194429443285,36,1104814.1818273296,High,0.04123377987177224,Conservative
49,183578.04095181398,0.08986887733311599,5,123439.30326380343,High,0.0652606997095134,Aggressive
27,69292.24681301968,0.05768346065433624,24,80104.33740647239,Low,0.03693986059438614,Aggressive
30,44629.2725966372,0.06760140596055339,16,64216.75501398481,High,0.07586857427687764,Balanced
30,39429.16853505839,0.19288323301082355,35,312419.5277103446,Low,0.06695128045474308,Aggressive
26,179233.50558075422,0.11769859325658029,8,138965.3431575882,Medium,0.06447998051005997,Conservative
42,195458.79848966096,0.08846571589976872,27,562424.7420969893,Low,0.07112863858023717,Conservative
47,81429.51200480116,0.12819064252687928,34,358323.9275517474,Low,0.05003223317081476,Balanced
26,147897.36700774476,0.15235199800907007,2,31048.552394363134,Medium,0.03535812065959048,Aggressive
36,31515.173309197315,0.0978197612066104,10,20774.40818451136,High,0.08451301641858305,Conservative
46,62067.35671971792,0.15879068047415362,19,227219.41584069,High,0.050749581787452286,Conservative
61,147176.64501847443,0.08783780763608032,22,344683.71796986996,High,0.09911489057178449,Conservative
44,41200.81368358958,0.06685058480660609,29,82332.69976484269,Medium,0.05848017438622599,Aggressive
63,109646.70848637016,0.13245623305536425,36,523582.209394956,Low,0.05920112844461507,Conservative
48,142639.1549435713,0.07266780138411955,35,246707.463491883,Medium,0.07422547519244536,Aggressive
44,160212.88912193794,0.191072731804871,11,312923.58856227173,Medium,0.07333897432911488,Conservative
25,107148.70533314298,0.05006735421977762,35,257497.4747266509,Medium,0.03444149993037197,Aggressive
25,137148.28671437834,0.163354414994982,34,1031934.3403771232,Medium,0.04178482355672622,Conservative
41,121727.85702555042,0.09192098059353665,33,428667.39065997984,Low,0.03852131177024043,Aggressive
25,38891.98125416459,0.17691302926585506,3,30907.67986265781,High,0.02427240949206988,Balanced
54,156276.7968341739,0.05902263256105629,23,295561.3415511913,High,0.02179289014821195,Balanced
27,59301.52570051375,0.19295008974493577,35,258400.72810545366,Medium,0.0715993186265343,Balanced
35,35406.94030975303,0.06520923257495202,27,56051.44760818571,Low,0.05988731616462212,Conservative
48,106698.54576902329,0.16818241325531683,38,430920.14180347614,Medium,0.09156764999894215,Aggressive
46,177158.38983785675,0.1276013320453407,1,21839.080381744963,Low,0.04406169672879069,Conservative
50,55641.00440237486,0.11455921878163776,4,32543.626533086852,Medium,0.083001083107371,Aggressive
37,32185.780799885746,0.09202336788654075,27,52443.2831720274,High,0.028252322712317115,Aggressive
25,48696.47008012091,0.1762054302873598,12,142137.90101067745,High,0.08531533287800092,Conservative
48,91822.04943637314,0.07996270962994252,35,274728.4361909688,Medium,0.09369322163943036,Aggressive
34,128629.21789852165,0.1581861912489289,8,203301.84010986754,High,0.07018698269241358,Balanced
59,62812.062777601735,0.11686874765420097,38,152070.7505941569,Medium,0.07887680953178604,Conservative
48,166333.880853837,0.19977425107209051,29,572250.692136997,Low,0.09902358232167004,Balanced
52,158060.51049334393,0.1417098530254659,26,652752.593988388,Low,0.050254963653587066,Balanced
60,148296.81482177885,0.06562844057356526,12,156287.2520325406,Low,0.022348897062363288,Balanced
40,112869.86741364248,0.11292817837279995,38,665438.6480099089,Low,0.07460824375440271,Conservative
64,92086.8823727775,0.059944847057779374,27,177118.8663205344,Medium,0.02106638136576187,Balanced
40,93849.72556401783,0.0928483451583672,17,103833.17817629271,High,0.06546490130705897,Conservative
41,115521.99094247466,0.10149751923216571,33,268925.76081855147,Low,0.06779823465327516,Conservative
39,43143.49677005127,0.17797649125094045,20,212136.65552142618,High,0.06676005691629043,Balanced
40,145991.92868740042,0.1756981214911304,0,0.0,Medium,0.033273512189500976,Aggressive
39,89756.28248158135,0.051733582997510186,22,121163.19954904068,High,0.02613408656479323,Aggressive
58,68208.99224957706,0.12984179225076387,33,302053.1918824341,High,0.09261949498656524,Conservative
35,77315.60198476861,0.08353156334049237,35,208278.03685978803,High,0.0633281071612759,Balanced
25,60650.02849865703,0.09801396470683338,8,44718.92490222626,Medium,0.04584672666675063,Conservative
39,183266.57453972407,0.05324769282883028,7,98721.61760660388,Medium,0.08173962342198206,Aggressive
50,58736.37778163368,0.16246187981679697,29,376752.51447199483,Medium,0.09373234238818813,Conservative
28,180097.44021212665,0.1925884663628602,35,1657041.4668284627,High,0.05233730285960349,Conservative
29,127281.37731463672,0.08289005604707778,35,334780.2495182111,Low,0.02786441722597406,Aggressive
59,177466.66241610624,0.10126593005717488,17,185440.37846342832,Low,0.07540933139600636,Balanced
37,110590.91687393707,0.08096509920947964,1,13411.66110883947,High,0.09260221113479537,Aggressive
34,187697.7323117825,0.1895072995462293,10,229549.1194066139,Low,0.09843256523426691,Balanced
35,65953.42641341954,0.05140339518611402,35,120507.02041731066,Low,0.08508335145774282,Balanced
42,124297.59798403668,0.13757934219365528,30,392267.5763700471,High,0.041457334868645716,Aggressive
58,51392.57738732375,0.18061459416832248,30,281459.02291022317,Medium,0.04865761905954097,Conservative
63,106027.44848440193,0.07794607611730203,23,153003.1038188368,Low,0.030939176741802257,Conservative
47,126883.62842996321,0.13849929370431235,20,490957.96223865467,Medium,0.07701964602666467,Aggressive
31,132964.78776943925,0.05759721572973274,31,348599.63683844334,Low,0.03354035217234724,Balanced
63,92139.89547423745,0.17218777003517144,29,418716.50923381594,High,0.054557287282404096,Aggressive
27,42977.05916829698,0.09116436841594074,7,15637.92710847988,High,0.06254044767919112,Conservative
36,141405.43213505094,0.19831301257928913,32,1043932.66849922,Medium,0.05060261751524127,Conservative
31,113033.41627705723,0.18830144307346658,38,709019.5822179038,Medium,0.0319756828484388,Balanced
50,53269.40732833368,0.1598773954899071,0,0.0,Medium,0.043185635588862105,Aggressive
57,189098.91479903692,0.12452639620572377,32,444111.46107598854,Medium,0.07062120277653676,Conservative
61,192463.67257118537,0.1649883667791353,12,235918.8756687531,High,0.07814589269387172,Aggressive
39,175623.0675713327,0.06959135713141433,21,307842.49709937297,High,0.06917088913782972,Aggressive
26,173457.61108799157,0.09652994594212569,4,84298.57981757482,High,0.09726016030460816,Aggressive
31,46774.11689756955,0.05403445828652856,11,26997.989853646002,Medium,0.06909042070458182,Balanced
56,198881.41862903652,0.14675369624146103,28,635199.5457741121,High,0.03802716270036451,Conservative
28,98064.71557683437,0.17083064571222717,2,27132.61877920594,High,0.05928423331155616,Balanced
44,57730.589697409305,0.19194283302697518,35,324994.4517537357,Low,0.08689835010983402,Conservative
60,168057.2937969276,0.1529760777575362,10,186460.90217282865,Low,0.04606412997462826,Conservative
56,68374.23063871983,0.1598136860334094,25,368966.4320016214,Low,0.07896246116408798,Aggressive
52,119449.80451383056,0.1843183667352427,1,12441.187837023148,Medium,0.08281535441602822,Aggressive
37,51762.73108458418,0.19045670432871897,28,250444.65912989588,Medium,0.09471721785380582,Conservative
25,110689.77295690104,0.12369463248045588,28,478291.6988078,High,0.052094030982048636,Aggressive
59,124884.05387850018,0.06646810845624115,35,146375.52801445892,High,0.04075393934307579,Aggressive
54,105807.07319172825,0.1199625964808236,18,314841.90314792807,Medium,0.06063586054559607,Aggressive
60,41812.76020795101,0.13341107943084346,9,60561.43112868549,Low,0.0994946645986857,Balanced
49,112439.63519906977,0.14473171570933163,10,93308.47711069045,High,0.09217039766928926,Balanced
40,109720.2833849387,0.19839268359639106,6,182195.21576935836,Low,0.042716405094837206,Conservative
43,74475.44713941455,0.18763448229361562,12,165561.1185411947,High,0.03573725883901707,Aggressive
25,186672.2719417642,0.10945463041185928,1,23542.720607262745,Low,0.058156636231560366,Aggressive
29,101024.69655870354,0.06701805294060648,29,271353.78869362304,High,0.03326196096695397,Aggressive
46,176899.68535338546,0.08221873973340066,21,421853.73651392496,Low,0.08064250404354638,Balanced
48,48642.85103768512,0.07606994342501308,0,0.0,Low,0.022929008039505767,Conservative
61,84209.13831505085,0.1034019090723495,26,167007.01798913357,Medium,0.03797805949091701,Aggressive
60,59976.2451405668,0.18147339259178485,6,49463.07772156915,High,0.021457664608577353,Balanced
60,99429.83393419272,0.11569527592230791,0,0.0,Low,0.03813906029953147,Balanced
28,48978.23681904936,0.1350916057096786,24,226989.49283924527,Medium,0.02418498010483332,Aggressive
60,104975.91699375548,0.07687503122580723,3,13853.750774535858,High,0.07388418584196967,Aggressive
42,90158.02638620017,0.12392724214765949,29,166875.6784525833,Medium,0.0656219061307972,Balanced
40,67963.55803658089,0.18104415821004383,7,113945.5029186975,Low,0.03711311021379026,Balanced
42,139170.50003155356,0.16601948952771156,20,409699.335550644,High,0.036406174696276335,Conservative
46,191654.95298513144,0.06217860736985324,3,27758.459770229005,Low,0.04329548065491806,Balanced
26,65209.290503429766,0.17931084031251726,3,24146.914144693874,Low,0.08385703360761111,Balanced
45,151004.44278273656,0.09107421461298898,7,81489.22999693046,Medium,0.032040261453828295,Conservative
60,156204.7511736463,0.1498574374009951,25,861119.4488683266,Low,0.029736065313749584,Balanced
63,114680.48779239661,0.0719574357714097,28,341292.8523831088,High,0.06064402679153122,Balanced
63,182603.61883709638,0.15119665551287034,15,344359.55843851453,Medium,0.08919601071117952,Conservative
53,194286.31123102282,0.0553552143285745,18,283349.457378442,Low,0.03792888035294055,Conservative
50,91581.89684915441,0.1400967051605327,0,0.0,Low,0.028500503326444243,Aggressive
45,140675.66066054188,0.14689102561420164,36,1007603.5181812233,Low,0.05933508497322647,Balanced
41,142576.1450430191,0.08667450710885963,33,290358.63742605154,Medium,0.07857239055453334,Aggressive
40,98618.03946292578,0.19054641345657203,28,697940.4437920427,High,0.06946578705121445,Conservative
55,83854.48266408441,0.05689585808007192,26,105901.23591715253,Medium,0.053453253235125994,Balanced
33,188736.5136987283,0.18375639901774088,29,699734.1722714019,Low,0.023231844464013322,Conservative
55,164296.8633831548,0.10728462314637965,5,126450.93440421304,Medium,0.04404746312513423,Balanced
38,49458.976215672505,0.1570872112553759,35,194206.74756170932,Low,0.09354011386729452,Aggressive
61,50380.29216943079,0.14773226410219034,38,421930.0817755309,Medium,0.037828996867619945,Balanced
26,186832.27070498053,0.07523693240419933,1,8554.532674179738,Low,0.06911637149483968,Conservative
38,43839.66005457715,0.09784989133847882,13,28441.90960894112,Medium,0.09259541887130478,Balanced
57,147031.6288613382,0.1294510221368801,7,182635.9817516257,Low,0.05904875769510841,Aggressive
59,68548.90198055,0.17697654055769102,2,26364.386054763498,Low,0.05570230930083317,Aggressive
63,35981.50826607517,0.19322901139032034,34,217864.00023022934,Medium,0.03128511598031355,Aggressive
44,40138.38283361533,0.053087995000586266,26,32242.269738773604,Medium,0.09844893112317449,Conservative
26,93498.75762552556,0.1028837383206513,33,341217.7079159867,Low,0.034133568799334844,Balanced
43,43190.036787191995,0.1502215886873694,27,156561.1056358731,High,0.05851662054907836,Balanced
61,131428.66398868719,0.12915941498640007,30,500916.81726831273,Low,0.03370635279541222,Conservative
42,140033.26693359285,0.1914533173785139,16,484889.88146315323,Low,0.04787067886788958,Aggressive
40,93489.65723711831,0.05254541518039217,18,100797.66171055511,High,0.09072070517136796,Conservative
28,156289.27287211962,0.1156609097926454,10,264026.0907914955,Low,0.0714656574157454,Balanced
36,113307.22842882814,0.15032057717069336,8,157386.72776522744,Medium,0.020787539859201898,Balanced
53,103138.84557835395,0.08263755708019341,29,207476.465592462,Medium,0.09734099756261529,Balanced
31,99187.97509432126,0.1588807079172423,5,65371.1497159259,High,0.0827125995682457,Balanced
38,103288.10284874136,0.06218429423319628,13,81590.66387557863,Low,0.09980287864653517,Balanced
36,194540.90048885116,0.11765577942219732,30,521404.3915708714,Medium,0.08102933633732669,Aggressive
59,145839.2002065344,0.15143524342860573,10,193563.2554883102,Low,0.08118829262208654,Conservative
29,83585.674017387,0.09001356923607225,4,40391.39309730885,High,0.07595030400651116,Aggressive
41,154756.17793494608,0.061076962651289424,30,385575.5216736489,Medium,0.05385968799133818,Balanced
56,86145.45601489572,0.19355324146991643,1,18804.509814610858,High,0.0451956196403519,Aggressive
34,51371.53432339495,0.1870734543192894,38,395442.15780444304,Low,0.0620149678477033,Conservative
41,110811.26076746035,0.18895548674175994,16,310591.7303031341,Low,0.03425900551831243,Balanced
29,157674.0560535304,0.19677535749465924,37,1303984.288732793,Low,0.07779449175139103,Aggressive
33,94202.18485084461,0.07770470816170574,35,334608.73161076906,High,0.09978553040525001,Conservative
57,177759.6041480483,0.07366639966886679,2,32418.99174346686,Medium,0.06807476019312211,Aggressive
60,95781.95969491918,0.05513218793115156,28,79172.36506013427,High,0.08851660212658352,Aggressive
60,89472.6343361444,0.1837734181426674,32,647778.917911638,Medium,0.03378630143740964,Conservative
42,199701.46535675533,0.1629144261703928,13,515971.0652754574,Low,0.08600563599975584,Balanced
33,112020.24390831112,0.14498936166777415,37,359960.0777702114,Low,0.09259467239203248,Aggressive
53,166887.60565129603,0.1891514238779206,28,574738.5537238064,High,0.08710940500908376,Balanced
38,166847.96953018682,0.1362614921738746,22,644171.8766801812,Medium,0.07018076286492832,Conservative
49,187482.7873068605,0.06945961290883221,16,220650.76071167926,Low,0.09411040440709552,Balanced
39,44432.15925655162,0.07652967124025119,10,44940.38857955858,Low,0.09691736025501808,Aggressive
30,76107.4469925632,0.06982758955071448,27,98253.1062812792,High,0.08522909166308011,Aggressive
53,160517.1755628938,0.09614870190845488,6,49135.51533794403,High,0.06376917081804148,Conservative
39,125642.25370775604,0.10692452496704208,39,346814.64747788716,Medium,0.08682392662339823,Aggressive
53,125134.54020027077,0.16952585970270312,7,141451.6826825841,Low,0.04975525644494326,Aggressive
28,58256.601317940935,0.07868808671680153,28,131344.55120876787,Medium,0.04772731389707803,Conservative
42,77796.01239936806,0.15880477292655532,24,402565.27167518105,Medium,0.047832595323925114,Balanced
63,118626.79457184486,0.12368427531717616,6,107066.5288659295,Medium,0.035937458861570216,Balanced
40,77120.8319946856,0.19994898816924095,21,482625.56854330696,High,0.06983558907752666,Balanced
35,65748.07475878156,0.16648736915673037,8,50678.35421394245,Medium,0.0729182522243566,Balanced
38,44918.52948089934,0.19534294829799392,10,55298.86133642686,Medium,0.0887711694523377,Aggressive
27,56473.42202696875,0.10135272524529926,33,110374.99100337629,Medium,0.0755608596413198,Balanced
62,160707.5196236354,0.06845752897493869,26,297043.2725628722,High,0.08239497137276333,Conservative
42,152192.46069940162,0.12588437077178088,21,308532.3938843362,High,0.0751065693100714,Conservative
44,37791.72633928097,0.0686359210795211,2,6140.379821967421,Low,0.07576364060263523,Balanced
49,64558.294508498875,0.12386775572930973,39,197317.9091509108,High,0.04724387515361235,Aggressive
62,125277.40894456176,0.09049115392630708,7,47866.54369197529,High,0.09727078197506955,Conservative
37,84846.73352025144,0.12365708186421302,5,50369.79794221793,Medium,0.0711032689971516,Conservative
28,169952.43245552017,0.19244543054329488,24,687543.1190240495,Low,0.06697092183153056,Aggressive
38,163448.18230256496,0.09335510963352459,1,20281.359245586475,High,0.08777733702392447,Conservative
57,181568.69485287863,0.1990151074054342,15,724986.0081887915,Low,0.053676483909554346,Balanced
52,125698.3093558697,0.08439942041061282,20,131004.3409771985,Medium,0.027700199664215337,Balanced
61,89853.00156754674,0.08121625684955501,14,134073.9060843854,High,0.03920820592073607,Balanced
32,133030.99835143602,0.13171827844987838,33,615349.4261377106,Medium,0.08464733527851202,Aggressive
58,45153.23555672783,0.17630674074741287,19,151793.78487410425,Medium,0.07854515073665425,Conservative
29,31629.623016049492,0.16242552787726144,30,91667.15979701138,Low,0.02937510274245736,Conservative
29,32905.89842046041,0.15853054029439478,14,90533.03411688504,High,0.025572217884465964,Aggressive
55,99282.29944881675,0.09239494117281964,27,138607.81184059015,Low,0.06975249553165586,Balanced
33,68773.19099752075,0.05337751641054857,5,14274.307410988666,Medium,0.09509186000992859,Balanced
56,56747.409986008104,0.07426224352163786,2,5018.523214684552,High,0.03399365469309998,Aggressive
57,134605.42265508897,0.10242099517087588,37,525792.0733392711,Medium,0.06392177276677004,Conservative
27,199166.1572442408,0.19575256258553014,22,982287.0518192378,Low,0.08495739547203772,Balanced
54,60218.044614641185,0.18796661869608194,2,31486.129376990026,Low,0.062295411997544015,Balanced
36,122891.64211636959,0.0800966880899149,7,85016.85348725787,Medium,0.04809011239936743,Conservative
53,50353.67737998194,0.15884337169770438,1,11686.421289649861,Low,0.08324584883269563,Balanced
27,188820.19498226364,0.13685252853550722,6,195501.60474176708,Low,0.08169807587120415,Conservative
50,79598.37865699946,0.057476397513158944,16,58419.30937570676,Medium,0.08643883138090022,Conservative
54,179317.76940737432,0.10575584169478847,6,119197.77180795281,High,0.09560815048383121,Balanced
33,78122.99467256406,0.1229110610548854,32,294345.88821792504,High,0.0320504891130064,Balanced
50,167028.92163174233,0.1501361185025153,35,935598.1786867266,High,0.047262465227258466,Conservative
26,65594.82668578136,0.09423576740216652,3,19880.97104065248,Medium,0.09887898513116752,Aggressive
27,79774.20312608554,0.19007279435817237,15,273410.1811183898,Medium,0.0675629004045656,Aggressive
28,62720.812118617774,0.11778185850555045,20,86143.25222478423,Low,0.07361039492018943,Balanced
49,74924.17923444146,0.08727944361754478,17,138599.14929928124,High,0.09072762039562382,Conservative
37,171927.1784066636,0.09746421308708716,27,291250.3218515329,Low,0.07528352820741882,Conservative
63,138635.52458293858,0.16278281429284464,15,178127.5991740178,Medium,0.07465869111945146,Conservative
