race	age	engnat	gender	hand	source	country	E1	E2	E3	E4	E5	E6	E7	E8	E9	E10	N1	N2	N3	N4	N5	N6	N7	N8	N9	N10	A1	A2	A3	A4	A5	A6	A7	A8	A9	A10	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	O1	O2	O3	O4	O5	O6	O7	O8	O9	O10
13	17	2	2	2	5	US	4	3	3	2	3	3	3	3	3	3	3	3	3	2	3	4	2	3	3	1	3	4	2	3	3	4	3	4	4	4	2	2	4	2	1	4	2	2	2	3	2	1	2	2	3	3	3	2	4	2
5	17	1	2	1	5	US	3	3	5	3	5	3	5	5	2	3	2	4	3	3	2	2	5	4	3	3	4	2	1	5	4	5	5	5	4	5	5	1	5	1	5	1	5	3	5	3	4	1	5	1	4	1	5	4	5	5
13	22	2	2	1	5	PH	2	5	2	3	4	5	1	5	1	5	2	3	4	5	3	1	3	2	2	2	5	4	1	5	3	5	3	4	5	3	4	1	4	2	5	2	4	3	5	3	3	4	3	2	3	3	4	1	3	2
13	46	2	2	1	1	NO	1	4	3	4	2	1	3	3	3	4	4	2	3	2	3	4	5	3	4	3	2	5	1	4	2	4	2	3	5	3	3	3	3	3	1	4	4	3	1	3	4	1	5	1	5	1	5	4	5	5
1	18	2	2	1	1	GH	1	2	2	4	3	4	1	4	1	4	2	3	3	1	3	4	4	4	4	1	1	4	1	4	2	2	3	3	4	4	2	4	3	1	2	4	2	2	3	3	3	1	3	4	3	1	4	2	2	3
3	17	1	2	1	2	US	5	1	5	1	5	1	5	3	5	1	5	1	4	2	3	4	5	5	5	4	3	3	3	3	5	4	3	3	3	3	3	5	3	3	1	3	2	3	2	4	3	2	5	3	4	1	5	4	5	5
3	18	1	2	1	1	GB	1	2	2	1	1	4	1	4	1	5	4	2	5	1	4	5	4	4	4	5	1	5	2	5	1	5	1	2	5	3	4	4	4	4	3	4	3	4	4	4	4	2	5	2	3	1	4	4	4	2
6	18	1	2	1	5	US	2	2	4	3	3	2	3	2	3	3	5	3	5	1	4	5	4	5	4	5	1	4	4	2	3	4	2	4	5	2	3	2	5	4	3	4	5	2	3	3	4	4	4	1	3	2	2	3	4	4
3	17	1	2	2	5	US	5	1	4	2	4	1	5	4	1	5	4	3	4	1	3	2	4	2	4	1	1	5	1	4	1	4	1	4	5	4	5	2	4	1	1	2	5	3	4	4	3	4	4	4	4	1	3	3	4	4
3	17	1	2	1	1	US	3	4	3	4	2	3	2	5	3	5	5	2	5	2	3	2	2	2	4	2	1	5	1	3	2	3	2	3	3	4	5	2	5	1	3	2	5	1	5	5	5	2	4	2	5	2	5	5	5	4
13	16	2	2	1	1	US	1	5	2	5	2	5	2	5	1	5	4	3	4	2	2	2	1	1	2	4	4	5	2	3	2	3	3	3	3	3	4	4	4	4	1	5	3	2	2	3	4	1	5	1	3	1	5	3	4	5
13	18	1	2	1	1	GB	2	1	5	4	5	2	5	4	3	5	4	4	5	2	4	5	5	2	5	5	1	2	5	5	1	5	1	5	5	5	4	3	5	2	5	1	5	2	5	4	2	2	4	1	4	2	4	2	3	4
3	17	1	2	1	1	US	3	3	3	2	4	2	5	4	3	4	2	3	4	3	3	2	5	4	4	2	4	2	4	2	3	2	4	3	3	3	2	4	5	3	1	3	4	4	4	3	4	1	4	1	4	1	5	4	3	4
3	17	1	1	1	2	US	1	3	3	4	1	1	1	4	3	3	5	4	4	1	1	2	4	3	5	3	3	3	4	3	3	3	2	2	4	2	3	4	4	4	1	4	5	4	4	4	4	1	4	1	3	3	5	4	5	4
3	47	1	2	2	1	US	5	1	5	1	5	1	5	1	5	1	5	2	5	2	5	5	5	5	5	3	2	4	5	2	3	3	3	3	2	4	1	5	3	5	1	5	4	5	1	1	5	2	5	3	5	1	5	5	3	5
3	38	1	2	1	1	GB	3	2	5	1	5	1	4	2	4	3	2	4	3	5	3	3	1	1	3	1	2	5	1	4	2	2	1	4	3	5	4	2	4	2	4	2	5	1	5	5	4	2	4	1	3	2	4	4	4	4
3	18	1	2	1	1	US	2	3	3	3	4	2	3	3	3	4	4	1	5	3	3	3	3	3	4	2	1	4	1	5	3	4	2	4	4	4	5	1	5	2	4	2	2	2	4	3	3	5	3	4	4	2	2	3	3	3
3	55	1	2	1	1	GB	3	1	3	1	3	1	3	5	2	3	2	4	2	4	3	1	2	3	2	1	1	5	1	5	1	5	1	5	5	5	3	5	4	2	2	3	4	1	3	4	4	2	4	2	4	2	5	2	4	4
1	27	1	2	2	1	GB	2	3	3	3	2	3	2	5	1	5	1	2	2	5	4	1	1	1	1	1	1	5	1	5	1	5	1	5	5	3	4	4	5	3	4	3	5	1	4	4	4	3	5	1	5	1	3	2	5	5
3	23	1	2	1	1	GB	4	1	5	3	5	4	4	3	2	4	2	3	5	2	3	4	2	3	3	3	1	5	1	5	5	5	1	5	5	5	4	2	3	3	3	3	4	3	3	3	5	3	5	3	3	2	3	3	5	4
11	17	1	2	2	5	US	3	1	5	1	5	2	4	5	5	4	5	3	5	3	3	1	5	5	5	1	2	4	5	4	2	2	2	5	2	5	5	4	5	2	1	1	5	2	5	5	5	1	3	1	4	2	5	5	5	4
3	16	1	2	1	5	US	2	3	3	4	4	1	1	3	3	5	5	1	5	2	5	5	5	5	5	1	1	5	3	5	1	5	1	5	5	5	5	2	5	1	5	1	5	1	5	5	4	2	5	3	5	1	5	3	5	5
1	26	1	2	1	1	GB	3	2	4	3	4	3	4	3	3	4	5	2	5	3	3	5	5	5	5	3	1	4	3	5	1	5	2	5	5	4	3	3	3	3	4	2	5	2	3	4	4	4	3	3	3	4	2	4	5	3
6	17	1	2	1	5	US	3	1	5	1	5	1	4	2	4	2	5	4	4	4	4	4	5	4	5	1	2	5	3	4	2	4	2	3	4	3	1	4	4	3	1	3	4	4	4	4	3	1	4	1	4	1	4	4	4	5
9	18	2	2	1	5	US	3	2	5	4	5	4	3	1	4	4	4	3	4	3	3	5	4	4	3	4	4	5	3	2	2	4	4	3	2	2	4	3	3	3	5	4	4	3	4	4	5	1	2	3	3	4	5	4	3	3
4	17	1	2	1	1	US	4	3	5	2	3	2	5	3	4	2	4	4	2	4	4	4	3	2	3	2	1	5	1	5	1	5	1	4	5	4	3	3	1	4	1	4	3	2	1	3	3	3	4	2	3	2	2	2	2	4
3	50	1	2	1	1	GB	3	1	4	1	4	1	4	3	3	4	4	3	4	4	3	2	1	1	2	1	1	5	1	5	1	5	1	2	5	4	4	4	4	3	4	2	4	1	3	4	4	4	5	4	3	4	3	4	3	4
3	24	2	2	1	5	GB	2	4	4	4	2	4	4	3	2	4	2	4	4	2	2	3	2	2	2	2	3	4	3	4	2	4	2	4	4	4	3	3	4	2	4	2	4	3	4	4	3	2	3	2	3	3	4	2	4	3
3	18	1	1	1	1	US	5	1	5	1	5	1	5	1	5	1	1	5	1	5	2	1	1	1	1	1	1	5	2	5	1	4	1	5	5	5	4	2	4	1	4	1	3	2	4	5	4	1	5	1	5	1	5	4	5	5
13	17	2	1	1	1	US	4	4	5	3	1	2	1	5	3	5	2	5	5	1	5	1	2	1	1	1	2	4	2	2	2	3	4	3	1	3	1	1	4	3	2	4	4	4	2	2	1	3	4	1	3	1	2	1	2	4
3	18	1	1	1	1	US	3	4	3	4	4	2	2	4	3	4	2	5	5	2	1	1	1	1	2	1	1	4	4	4	1	4	1	5	4	4	4	1	5	2	2	2	2	2	3	5	5	1	5	1	5	5	5	3	5	5
3	46	1	1	1	1	US	2	3	4	2	3	3	2	4	4	4	3	3	3	1	3	4	3	3	3	2	1	5	4	5	1	5	1	5	5	3	5	1	5	2	4	1	5	1	5	4	3	2	3	4	4	4	3	4	4	5
3	18	1	1	1	1	US	2	1	5	1	5	1	4	2	4	1	5	3	5	3	4	4	3	2	4	2	1	5	1	5	1	5	1	5	5	4	4	2	4	3	4	2	4	2	5	4	4	2	5	2	4	2	4	4	4	5
3	17	1	1	1	1	US	3	4	3	3	4	4	3	4	4	4	3	4	4	2	4	3	3	2	4	2	4	4	1	4	2	4	3	3	3	3	2	3	3	3	3	2	4	2	4	3	4	2	4	2	3	3	4	4	4	4
3	24	1	2	1	2	GB	4	2	4	3	4	3	5	3	2	2	4	3	5	1	5	5	5	5	4	4	1	5	2	5	2	5	1	4	5	4	3	2	5	3	2	4	4	3	3	4	4	3	5	3	3	1	4	3	5	4
12	43	2	2	1	2	GB	3	4	5	5	5	3	1	5	5	5	3	4	3	3	4	1	5	1	1	1	1	5	1	5	1	5	5	3	5	1	3	4	3	1	3	5	5	1	5	3	3	3	3	3	5	3	3	3	3	3
3	17	1	1	3	1	GB	5	1	5	1	5	1	5	5	5	5	1	5	1	5	5	1	5	5	4	1	5	5	5	1	5	1	1	1	3	5	4	1	5	1	5	5	1	5	5	2	5	1	5	1	5	1	5	5	5	5
1	20	1	2	1	2	US	4	1	1	1	5	1	5	1	5	1	5	2	5	5	1	4	4	5	4	1	2	4	1	5	2	4	1	5	4	5	4	4	5	1	5	2	4	1	5	4	3	2	5	2	4	1	4	4	5	4
4	18	2	2	1	1	PK	5	1	1	5	3	5	1	5	1	5	1	5	5	5	5	5	1	1	5	5	5	1	1	5	1	5	5	1	5	1	1	5	1	5	5	1	1	5	5	5	1	5	3	5	1	1	5	1	5	1
3	18	1	1	1	1	US	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3	22	2	2	1	1	IT	2	4	3	4	2	4	3	4	4	5	4	2	4	3	2	3	2	3	4	3	4	3	3	4	2	3	3	3	4	4	1	1	4	4	3	1	5	2	4	4	3	2	3	3	2	5	4	3	4	2
13	15	1	2	1	1	US	4	3	3	5	3	3	4	2	3	3	5	4	5	1	1	3	5	5	5	5	1	4	2	5	1	5	1	5	5	4	5	2	5	3	3	2	3	3	3	3	3	1	5	2	4	1	4	3	4	4
8	21	1	1	1	2	US	1	5	5	5	1	2	4	5	1	5	1	5	5	1	2	4	5	1	4	1	5	3	1	5	1	2	3	5	5	5	3	3	5	1	3	3	5	3	3	5	3	1	5	5	5	1	5	3	5	5
13	18	1	2	1	2	US	2	3	4	3	4	3	2	4	2	3	3	4	3	2	2	1	1	1	2	2	2	2	1	3	3	5	3	3	3	1	4	2	4	1	2	2	3	3	2	3	3	2	3	2	3	1	4	3	3	3
3	62	1	2	1	1	GB	1	3	4	2	4	3	3	3	3	3	5	2	4	2	3	4	4	4	4	4	2	3	2	4	2	4	2	4	3	3	4	3	4	1	3	2	4	2	3	3	3	3	4	4	3	2	3	2	4	3
3	18	1	2	1	5	US	1	4	2	5	2	5	2	5	1	5	3	3	5	2	5	5	2	2	2	4	1	5	1	5	1	5	1	5	5	5	4	3	4	2	3	2	1	3	3	3	3	1	5	1	4	1	5	4	5	4
3	52	1	2	1	1	US	4	1	5	2	5	1	5	3	5	2	2	4	3	4	2	2	2	1	2	1	1	5	1	5	1	2	1	4	5	5	4	3	4	2	2	2	5	1	4	5	5	1	5	2	5	1	5	5	4	5
3	67	1	1	1	5	US	3	2	4	2	4	2	2	3	4	2	3	2	4	4	4	4	3	3	4	2	2	4	1	4	2	4	2	4	4	4	4	3	4	1	3	3	4	2	4	4	5	2	3	3	4	3	4	4	3	3
3	55	1	2	1	1	NL	3	4	4	2	4	2	2	2	4	3	2	3	3	2	2	2	3	2	4	2	2	4	2	4	2	3	2	2	4	4	4	2	3	1	1	1	3	3	2	4	5	1	5	1	5	1	5	5	5	5
13	19	2	1	1	1	IN	5	1	3	3	5	2	4	2	3	3	4	3	4	2	3	3	5	5	4	2	5	5	2	5	1	5	1	2	5	5	3	3	4	3	3	2	5	3	4	3	4	4	3	2	3	2	3	5	4	3
1	44	1	2	1	5	US	3	2	4	2	4	2	2	2	1	4	3	2	4	4	3	2	3	2	3	2	2	4	3	3	4	2	4	2	3	3	4	2	5	1	5	2	5	1	5	5	5	2	3	2	5	2	4	4	5	4
3	20	1	2	1	2	AU	1	4	4	3	2	1	1	4	4	4	5	2	5	2	4	4	5	5	3	5	2	3	1	5	2	4	2	3	5	4	2	4	4	4	2	2	4	3	4	3	5	1	5	1	5	1	5	5	5	5
3	61	1	2	1	1	IE	2	1	5	2	5	1	3	5	2	4	2	5	4	1	2	2	2	1	2	1	1	5	1	4	1	4	1	4	4	4	4	5	4	1	2	5	2	1	2	4	4	2	4	1	5	1	4	1	4	5
3	55	1	2	1	1	US	3	3	4	4	5	4	3	5	1	4	2	5	5	2	2	2	2	1	2	3	2	5	1	4	2	4	2	5	1	5	5	5	5	3	3	4	5	1	1	5	5	1	4	1	3	2	5	4	5	5
3	47	1	1	1	1	US	3	3	3	3	4	2	3	4	3	4	3	3	3	3	1	2	1	3	3	3	2	2	2	3	3	2	3	4	2	3	5	1	5	2	4	1	5	2	4	4	5	1	5	1	5	1	5	5	4	5
1	16	1	1	2	1	US	1	5	1	5	1	1	1	5	2	5	3	4	5	1	3	1	4	4	2	5	2	3	3	5	2	5	4	5	5	3	3	1	5	3	2	2	4	4	4	5	4	1	5	2	3	1	2	5	5	5
3	52	2	2	1	2	CA	3	1	2	3	3	3	3	5	5	5	5	1	5	1	5	5	3	3	1	3	1	4	3	5	1	5	1	5	5	4	2	5	3	3	3	5	5	3	3	1	4	1	5	1	3	1	5	1	5	3
3	21	2	2	1	1	IL	1	2	2	4	2	2	1	5	1	5	4	3	4	3	5	3	2	2	3	3	1	4	2	4	1	3	1	3	2	3	2	4	2	4	1	5	2	4	3	1	5	1	5	1	5	1	5	5	5	5
1	18	1	2	1	1	US	4	2	5	3	5	3	5	2	5	4	3	3	4	2	1	2	3	4	2	4	1	5	4	5	1	3	2	4	5	4	4	3	4	3	3	3	4	1	4	3	4	1	5	1	4	1	4	4	5	5
13	17	1	1	1	1	US	3	2	4	3	4	2	2	2	4	3	3	2	5	2	2	2	2	2	2	2	1	4	1	5	3	4	2	4	4	5	4	3	4	3	3	3	4	2	3	4	3	3	2	2	4	2	4	3	5	5
3	24	2	2	1	2	CA	2	1	1	3	3	1	1	3	3	2	4	2	5	4	1	1	5	4	1	3	3	4	1	4	2	3	1	4	4	2	4	4	5	2	3	2	5	2	3	4	5	1	3	1	4	2	5	3	4	3
13	17	1	1	3	1	US	1	5	2	5	4	5	2	5	2	5	1	5	4	4	1	2	4	3	4	3	1	4	5	4	1	4	1	3	4	4	2	4	4	4	4	4	3	4	3	3	2	1	5	1	4	1	4	2	5	5
1	14	1	2	2	5	US	4	4	4	3	2	3	2	4	5	5	1	5	3	3	3	1	5	3	3	3	5	5	3	2	4	3	1	3	5	3	3	3	5	1	1	4	5	1	5	2	3	4	5	3	3	1	5	1	5	4
11	14	1	1	2	5	US	3	3	4	2	4	4	3	3	3	4	2	4	4	4	2	3	4	2	2	2	2	4	2	4	2	2	2	4	4	4	3	2	4	2	3	2	4	3	2	3	4	2	5	2	4	2	4	2	4	5
1	13	1	1	1	2	US	2	1	5	1	4	2	5	2	5	3	2	3	3	3	2	2	2	2	3	4	3	5	2	5	2	3	2	4	5	4	4	2	5	2	3	4	4	2	3	4	2	2	4	4	4	4	4	2	4	3
4	26	2	1	1	2	IN	4	2	4	2	4	3	4	3	4	4	2	3	3	2	3	4	4	4	4	2	1	5	2	4	2	4	1	4	4	4	3	3	2	2	4	5	2	2	4	4	3	3	4	2	5	1	4	2	4	5
5	17	1	2	1	2	US	4	1	5	1	5	1	5	2	4	2	4	3	4	3	3	4	4	3	4	2	5	5	3	5	1	5	1	4	5	4	2	3	3	3	2	3	3	3	1	3	2	2	2	3	2	3	3	2	3	2
13	14	1	2	1	2	US	5	4	4	4	3	4	1	1	5	5	2	4	3	1	1	1	4	4	2	1	1	3	1	4	3	5	3	3	4	5	4	4	4	2	1	3	5	5	5	5	3	4	3	1	4	1	4	2	5	2
3	14	1	2	1	2	GB	1	4	2	4	2	4	1	4	1	5	2	4	4	4	3	2	4	3	3	2	2	2	1	4	2	4	2	4	2	2	3	2	4	2	1	2	3	2	3	4	4	2	3	3	3	2	4	4	2	4
11	18	1	1	1	1	US	3	4	3	5	4	4	3	4	4	5	4	3	3	3	3	4	3	3	3	3	5	4	4	3	2	5	3	4	3	3	4	5	3	4	2	3	4	4	2	3	2	5	5	3	3	3	3	3	4	3
3	18	1	2	1	1	GB	5	2	5	1	4	1	5	3	4	4	1	5	2	5	5	1	2	1	1	1	5	5	4	1	3	1	2	4	1	2	1	5	1	5	1	5	1	3	1	1	4	1	4	2	3	2	5	3	2	4
1	22	1	1	1	2	TT	1	2	4	4	4	2	2	4	2	5	2	4	5	2	2	2	4	2	2	2	1	5	2	5	1	5	1	4	5	4	2	2	4	4	2	1	5	4	2	2	4	1	5	1	5	1	5	4	5	5
1	18	1	2	1	5	US	3	2	5	3	5	2	4	4	3	4	5	2	5	1	4	5	3	3	4	4	1	4	3	4	1	5	1	4	4	4	3	3	4	3	3	3	4	1	4	4	4	1	5	2	4	1	3	4	4	4
3	16	1	1	1	1	GB	1	5	2	4	2	4	1	1	2	5	4	4	4	3	4	2	3	3	1	3	4	3	2	3	5	2	4	2	3	3	3	3	3	2	1	3	3	3	3	3	4	2	4	3	4	1	4	3	4	4
3	19	2	2	0	2	UA	1	5	1	5	1	2	1	5	1	5	3	4	5	1	3	1	1	1	4	5	4	1	1	3	1	3	4	1	1	1	2	3	3	3	1	5	1	5	1	2	4	1	5	1	3	1	3	3	5	3
11	17	2	2	2	1	IN	1	5	1	5	3	5	4	1	4	5	5	3	5	1	4	5	5	5	3	5	3	5	4	2	5	1	3	2	1	4	4	2	2	4	2	4	5	3	2	1	3	1	3	1	1	4	2	3	5	2
3	23	1	2	1	1	DE	1	5	1	5	1	5	1	5	1	5	5	3	5	4	4	4	4	4	4	4	1	5	2	5	1	4	1	3	5	2	1	5	5	5	1	5	1	5	1	2	4	2	5	1	2	1	4	4	5	3
13	23	1	2	1	2	US	3	3	3	3	3	3	2	3	2	5	5	3	5	3	3	3	3	3	4	3	1	5	1	5	1	4	1	4	3	4	5	1	5	1	4	1	5	2	4	4	3	2	5	4	5	1	3	3	5	4
13	17	2	2	1	5	US	5	1	4	3	5	1	5	2	5	1	3	3	4	1	2	1	4	2	2	1	1	4	3	5	1	3	1	5	5	4	3	2	5	2	3	4	3	1	1	3	3	1	5	1	5	1	5	2	5	5
6	21	2	1	1	1	TN	3	5	2	3	1	5	2	4	4	5	4	2	5	5	2	4	2	1	4	5	2	4	5	4	2	5	3	3	4	5	1	4	5	5	1	5	3	3	2	4	5	2	5	2	4	2	4	5	5	5
3	17	1	1	1	1	US	3	1	4	2	4	2	3	4	2	2	2	2	3	2	3	2	4	2	2	2	2	5	1	4	2	3	2	4	3	3	4	4	4	1	2	2	4	3	4	4	4	3	3	2	3	2	4	4	4	4
8	27	2	2	1	1	NL	1	5	1	5	1	5	1	5	1	5	5	5	5	1	5	5	5	1	5	5	5	1	1	5	5	1	5	1	5	5	1	5	5	5	1	5	1	5	1	1	5	1	5	1	5	1	1	5	5	1
3	50	1	1	1	1	US	4	2	4	2	4	1	4	4	5	2	2	4	4	4	3	2	2	1	2	2	2	4	2	2	4	3	4	3	2	2	3	4	4	1	3	2	4	1	4	4	3	4	5	2	5	1	3	3	5	5
1	28	1	1	1	2	US	4	2	4	2	5	1	5	2	4	2	3	5	4	3	3	2	5	3	3	2	5	5	2	5	1	5	1	5	5	5	2	3	5	3	2	2	4	3	4	4	5	1	5	2	4	1	4	5	5	5
1	20	1	2	1	2	US	1	3	4	2	3	4	1	3	4	5	5	2	4	3	4	5	5	5	5	3	2	2	1	1	2	4	3	1	2	3	5	4	4	3	1	5	4	2	1	3	3	1	5	2	3	1	4	3	5	5
3	37	2	2	1	1	IT	4	5	4	5	2	3	2	2	2	4	2	4	3	3	3	4	4	4	4	3	2	5	2	5	3	3	2	4	4	4	3	1	5	5	4	2	4	2	2	4	4	1	5	1	4	1	4	4	4	4
0	33	1	2	1	1	US	5	1	4	1	4	1	4	2	5	2	3	1	3	4	3	1	2	2	5	2	3	5	3	3	4	3	2	3	1	3	1	3	4	3	2	2	5	1	4	4	1	1	4	1	5	1	3	1	5	5
3	16	1	1	2	1	US	4	1	5	2	5	1	5	1	5	1	4	3	4	1	3	3	3	2	2	1	1	5	1	5	1	3	1	4	5	5	3	3	3	2	2	4	5	3	3	3	3	3	5	1	4	1	4	2	3	5
13	17	1	1	1	1	US	3	2	3	3	5	3	4	5	5	2	5	2	5	3	3	5	5	3	5	2	2	4	5	4	2	5	2	1	5	4	2	4	3	3	2	5	5	3	5	3	4	3	5	2	5	1	3	4	5	5
1	17	1	1	1	1	US	2	3	2	3	3	3	2	4	2	5	2	5	2	4	2	2	2	1	2	2	3	2	3	3	5	3	4	3	3	3	3	1	4	3	3	2	3	3	3	3	4	4	5	3	4	5	4	3	4	3
3	23	1	2	3	1	US	2	2	4	2	4	2	2	3	4	4	3	3	4	2	2	2	4	1	3	2	1	5	2	5	1	5	1	5	5	5	4	5	3	3	2	5	3	1	2	3	5	1	5	1	4	1	5	5	4	5
11	17	1	1	1	1	US	1	1	4	2	5	1	3	3	5	5	3	3	5	3	3	2	1	1	2	1	1	4	4	5	2	4	1	4	4	3	3	4	5	1	4	2	1	2	4	5	2	3	3	3	3	2	4	2	1	3
3	21	1	2	1	2	US	2	3	4	3	4	2	3	4	3	3	3	3	4	3	1	3	2	2	2	2	1	5	1	4	2	4	2	4	4	4	5	2	5	1	4	2	5	2	5	4	4	2	3	3	4	3	4	4	3	4
3	17	1	1	2	5	US	2	3	3	3	3	3	3	3	4	2	1	5	2	4	2	2	1	2	2	1	1	4	1	4	2	4	2	4	3	4	3	4	4	2	3	3	3	2	3	4	4	2	3	3	4	3	4	4	4	4
8	17	1	2	2	1	US	4	2	4	3	4	2	5	3	5	3	3	3	4	3	3	3	5	3	4	2	2	4	2	4	1	4	2	4	5	3	3	4	5	2	2	3	4	3	3	4	4	3	4	3	5	1	4	4	4	5
3	49	1	1	1	1	US	1	3	4	3	3	2	2	3	4	3	3	3	3	5	3	2	2	2	2	1	2	2	2	4	2	4	2	4	4	3	4	1	5	1	5	1	5	1	5	5	3	4	3	5	4	2	4	2	2	3
4	22	2	2	1	5	BD	1	3	3	4	4	4	3	4	2	4	2	3	4	3	1	2	3	2	2	2	1	4	2	5	2	4	2	3	4	3	2	4	2	4	3	4	4	2	2	3	1	3	3	3	2	2	4	3	4	2
13	15	1	1	1	1	US	5	2	3	3	5	3	3	5	1	1	3	5	3	3	3	2	1	1	4	3	3	3	3	2	3	2	3	3	3	3	1	3	3	3	3	3	3	3	2	3	2	5	3	3	3	3	3	2	3	2
1	17	1	1	1	1	US	3	1	3	1	3	3	3	3	5	5	3	3	4	1	5	4	1	1	5	1	4	3	5	3	5	2	1	1	5	3	2	5	5	2	4	5	2	3	5	3	1	1	5	1	4	1	5	1	2	5
5	16	1	2	1	2	US	2	1	5	4	4	1	4	2	4	3	5	5	5	4	2	5	5	5	5	4	2	2	4	4	2	4	4	5	5	4	2	2	5	5	1	5	5	5	5	4	2	1	5	1	4	1	3	1	5	5
3	16	1	2	1	1	US	3	2	3	3	2	4	2	4	2	4	2	4	2	3	3	4	4	3	4	3	4	2	4	3	4	3	4	3	4	3	4	4	4	4	3	4	4	3	4	4	4	2	3	2	4	2	4	3	4	3
13	1992	2	2	1	2	IR	3	1	4	3	4	1	4	3	4	3	4	1	3	2	4	2	4	4	1	2	1	4	1	5	1	2	1	4	5	4	3	3	4	2	3	2	2	1	2	3	3	4	5	5	3	1	3	1	3	5
3	17	1	2	1	1	US	2	4	2	3	4	4	1	4	4	5	5	1	5	1	5	5	4	4	5	5	2	5	1	4	1	5	1	1	3	4	4	5	5	4	1	5	5	2	5	5	4	1	1	1	1	4	4	5	5	2
3	17	1	1	1	2	US	4	1	5	1	5	2	5	1	5	1	2	3	4	2	2	4	4	4	4	4	1	4	3	4	1	4	2	4	4	4	2	4	2	4	2	3	3	2	3	3	5	3	5	1	5	1	3	4	4	5
6	16	1	1	1	1	US	1	2	5	2	5	1	2	4	4	2	1	4	1	5	1	1	1	1	1	1	3	5	4	3	3	2	1	3	3	4	5	1	5	1	5	5	5	1	5	5	5	1	3	1	5	2	4	5	4	5
3	17	1	2	1	2	US	1	2	1	4	1	3	2	3	4	5	3	3	5	3	3	3	4	2	4	3	1	1	5	1	5	1	4	1	2	4	4	2	5	3	4	1	5	1	5	5	4	2	5	2	4	1	4	4	4	4
8	20	1	2	1	1	US	3	2	4	2	5	2	4	4	3	4	3	4	4	3	2	2	2	2	3	2	2	5	4	4	2	3	2	4	4	4	3	2	5	2	1	1	2	2	1	5	4	2	5	1	4	1	3	3	4	4
3	16	1	2	1	1	US	1	2	3	4	3	3	1	5	1	5	4	4	3	3	3	3	3	2	4	3	2	3	1	3	3	3	2	4	3	3	4	2	5	3	2	4	4	3	2	4	3	2	5	2	3	1	4	2	3	5
3	16	1	2	1	1	US	5	1	5	1	5	1	5	1	5	1	4	4	4	5	1	4	5	4	4	2	2	5	2	5	1	5	1	5	5	4	5	2	5	2	3	1	5	2	5	5	4	1	5	1	5	1	5	4	5	5
1	16	1	2	1	1	US	3	2	3	2	3	2	2	2	3	4	4	2	3	2	2	3	2	1	1	2	2	4	2	5	2	4	2	4	4	3	4	1	4	3	3	3	4	3	4	3	4	1	5	1	4	1	4	4	4	5
1	16	1	2	1	1	US	3	4	3	4	1	5	3	5	1	5	5	2	5	3	4	5	3	2	4	4	2	2	1	4	4	5	4	5	4	5	4	3	5	2	4	2	4	3	4	3	5	2	5	2	4	1	4	3	4	4
1	16	2	1	1	1	US	5	2	4	1	5	2	5	3	5	2	1	4	2	5	3	1	2	2	2	1	3	4	3	2	4	2	1	2	2	4	4	2	4	2	4	2	2	1	4	4	3	2	4	2	4	1	5	3	2	5
1	17	1	1	3	1	US	5	1	5	3	5	1	5	4	5	1	1	5	1	5	1	1	1	1	1	1	1	5	4	5	1	3	1	5	5	5	4	5	5	5	2	2	4	1	4	5	5	1	5	1	5	1	5	5	5	5
3	17	1	2	1	1	US	4	1	5	2	5	1	5	2	4	1	4	2	5	2	4	4	4	4	4	2	2	4	4	5	1	5	1	5	5	4	2	2	5	4	2	4	4	2	2	4	2	1	4	2	4	1	4	2	4	4
13	16	2	2	1	5	US	2	1	3	2	5	1	4	5	2	2	5	3	5	4	4	1	1	1	2	4	1	5	4	5	1	4	1	4	4	5	3	2	5	2	2	4	4	4	1	3	5	4	5	1	5	1	3	4	5	5
3	17	1	2	2	1	US	4	1	4	2	5	1	5	3	4	2	5	2	5	3	4	5	4	4	5	4	1	4	2	4	1	4	2	4	4	3	5	3	4	2	2	2	5	2	5	5	2	3	2	4	4	5	4	1	4	4
3	16	1	2	1	2	US	4	3	4	2	4	3	3	3	4	5	4	1	5	4	3	4	4	3	3	4	2	4	2	2	1	5	1	4	4	4	3	3	5	2	1	2	4	4	4	5	4	3	3	4	3	4	4	4	3	4
11	14	1	2	1	1	PK	3	1	4	1	5	1	5	1	5	5	5	5	2	2	5	1	5	3	2	1	5	5	3	4	5	3	5	4	1	1	3	5	1	4	1	5	1	5	1	1	2	5	4	5	3	2	1	1	1	3
0	78	1	1	1	1	US	3	3	2	2	5	1	5	2	4	2	2	3	3	4	2	2	2	1	2	2	1	5	1	2	2	4	1	4	4	4	3	3	4	1	3	2	4	2	3	4	4	2	3	2	3	2	4	3	4	3
13	42	2	2	1	5	US	2	2	4	3	4	1	4	1	4	3	2	4	4	3	2	1	1	1	2	2	1	4	1	5	3	4	2	4	4	4	4	2	5	1	2	4	5	1	5	4	4	1	4	1	4	1	4	4	4	4
